Unnamed: 0, Date, Created, User ID, Followers, Following, Tweet Count, TweetLocation,Text,label
20, 2023-04-16 03:04:20+00:00, 2022-07-04 23:59:15+00:00,1.54E+18,442,546,427,,"in the survey, mr gangar pranowo is again ahead in the presidential election market",Positive
21, 2023-04-16 02:37:09+00:00, 2013-12-18 10:18:54+00:00,2251776169,418,1458,38," East Kalimantan, Indonesia",smrc survey: the presidential candidate's support for pranowo's reward has strengthened slightly ahead of prabowo,Positive
22, 2023-04-16 02:36:55+00:00, 2013-12-18 10:18:54+00:00,2251776169,418,1458,38," East Kalimantan, Indonesia",smrc ganjar pranowo's electability has strengthened again,Positive
23, 2023-04-16 02:36:43+00:00, 2013-12-18 10:18:54+00:00,2251776169,418,1458,38," East Kalimantan, Indonesia",smrc's latest electability survey rewards rebound ahead of prabowoanies,Positive
24, 2023-04-16 02:36:29+00:00, 2013-12-18 10:18:54+00:00,2251776169,418,1458,38," East Kalimantan, Indonesia","ganjar pranowo's electability has strengthened again, this is why",Positive
25, 2023-04-16 02:26:28+00:00, 2021-09-27 22:52:55+00:00,1.44E+18,26,35,552, Central Java,people must get maximum service,Positive
26, 2023-04-16 02:26:03+00:00, 2021-09-27 22:58:47+00:00,1.44E+18,39,74,627,,people must get maximum service,Positive
27, 2023-04-16 02:24:47+00:00, 2011-05-16 17:05:22+00:00,299768872,261,386,74," West Kalimantan, Indonesia","ganjar pranowo, a leader who is loved by all levels of society",Positive
28, 2023-04-16 02:24:46+00:00, 2015-05-03 17:46:00+00:00,3231255310,189,676,19,,"ganjar pranowo, a leader who is loved by all levels of society",Positive
29, 2023-04-16 02:24:45+00:00, 2014-05-13 16:26:11+00:00,2545359101,174,462,19,,"ganjar pranowo, a leader who is loved by all levels of society",Positive
30, 2023-04-16 02:24:44+00:00, 2011-09-23 06:33:01+00:00,378443346,122,731,19," West Kalimantan, Indonesia","ganjar pranowo, a leader who is loved by all levels of society",Positive
31, 2023-04-16 02:24:42+00:00, 2014-06-28 14:28:39+00:00,2593158444,158,251,19,,"ganjar pranowo, a leader who is loved by all levels of society",Positive
32, 2023-04-16 02:23:41+00:00, 2011-05-16 17:05:22+00:00,299768872,261,386,74," West Kalimantan, Indonesia",ganjar pranowo continues to pay attention to the welfare of religious teachers,Positive
33, 2023-04-16 02:23:40+00:00, 2015-05-03 17:46:00+00:00,3231255310,189,676,19,,ganjar pranowo continues to pay attention to the welfare of religious teachers,Positive
34, 2023-04-16 02:23:38+00:00, 2014-05-13 16:26:11+00:00,2545359101,174,462,19,,ganjar pranowo continues to pay attention to the welfare of religious teachers,Positive
35, 2023-04-16 02:23:37+00:00, 2011-09-23 06:33:01+00:00,378443346,122,731,19," West Kalimantan, Indonesia",ganjar pranowo continues to pay attention to the welfare of religious teachers,Positive
36, 2023-04-16 02:23:36+00:00, 2014-06-28 14:28:39+00:00,2593158444,158,251,19,,ganjar pranowo continues to pay attention to the welfare of religious teachers,Positive
37, 2023-04-16 01:59:33+00:00, 2023-03-31 05:48:36+00:00,1.64E+18,374,599,621, No Place to KADRUN,smart people will support and reward pranowo well,Positive
38,2023-04-16 01:56:25+00:00, 2023-03-31 05:48:36+00:00,1.64E+18,374,599,621, No Place to KADRUN,pegl smart people support reward pranowo,Positive
39, 2023-04-16 01:55:46+00:00, 2020-07-14 04:41:34+00:00,1.28E+18,329,308,1675, Indonesia,"declaration of supporters of ganjar pranowo, batu city, ganjar my idol community, batu city held a declaration supporting ganjar pranowo as president of the republic of indonesia this year",Positive
40, 2023-04-15 21:21:50+00:00, 2022-09-04 11:25:43+00:00,1.57E+18,546,624,77, Indonesia,"ganjar's popularity trend continues to increase, proving that gangar has received a lot of support from the public to become a presidential candidate",Positive
41, 2023-04-15 21:20:56+00:00, 2022-09-04 11:25:43+00:00,1.57E+18,546,624,77, Indonesia,ganjar's electability is always superior to becoming a presidential candidate,Positive
42, 2023-04-15 21:20:35+00:00, 2022-09-04 11:25:43+00:00,1.57E+18,546,624,77, Indonesia,ganjar's electability continues to excel as a presidential candidate,Positive
43, 2023-04-15 21:10:15+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,mak ganjar north sumatra shares kindness,Positive
44, 2023-04-15 21:08:58+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,"mak ganjar, north sumatra, shares kindness and stays in touch to introduce the figure of pak ganjar pranowo, who we support to become president.",Positive
45, 2023-04-15 21:07:57+00:00,2022-12-16 01:24:24+00:00,1.60E+18,412,354,1320,,"declaration of supporters of ganjar pranowo, batu city, ganjar my idol community, batu city held a declaration supporting ganjar pranowo as president of the republic of indonesia this year",Positive
46, 2023-04-15 21:02:27+00:00, 2022-12-16 02:25:54+00:00,1.60E+18,2874,1860,7668,,"sorry, that's pak jokowi's business, i'm not taking part in recommending a reward for airlangga erick or whoever, it's up to pak jokowi because he has his own interests, i only support pak prabowo to become president.",Negative
47, 2023-04-15 20:23:49+00:00, 2023-01-09 10:30:28+00:00,1.61E+18,2,2,60,,,Negative
48, 2023-04-15 20:22:57+00:00, 2023-01-09 10:30:28+00:00,1.61E+18,2,2,60,,,Negative
49, 2023-04-15 20:03:00+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,"mak ganjar, north sumatra wishes you a happy commemoration of april's anniversary of the kopassus special forces command",Positive
50, 2023-04-15 19:55:27+00:00, 2023-04-12 08:40:54+00:00,1.65E+18,74,187,18,,the important thing is to take a photo with presidential candidate yagesya first,Positive
51, 2023-04-15 19:24:03+00:00, 2023-03-31 05:48:36+00:00,1.64E+18,374,599,621, No Place to KADRUN,intelligent people support mahfud's reward,Positive
52, 2023-04-15 16:41:55+00:00, 2022-10-24 08:11:13+00:00,1.58E+18,33,33,122," Maros, South Sulawesi",mak ganjar sulsel shares kindness,Positive
53, 2023-04-15 16:17:30+00:00, 2022-01-08 10:12:37+00:00,1.48E+18,194,210,14319,,central java governor ganjar pranowo encourages the realization of the one data indonesia program launched by president joko widodo,Positive
54, 2023-04-15 16:00:40+00:00, 2014-11-19 15:54:34+00:00,2904608412,53,263,9666,,"fahnoor inismyname in this month of ramadhan, let's pray for the best for this figure, hopefully pak gangar will be a good candidate as good as pak anis and hopefully pak anis will be a good president aaaamiiiinnnn",Negative
55, 2023-04-15 15:56:11+00:00, 2022-07-15 14:13:19+00:00,1.55E+18,4,16,189,,the type of student waiting to break the fast,Negative
56, 2023-04-15 15:39:29+00:00, 2014-04-10 16:40:56+00:00,2437264219,103,503,301, Jepara Earth of Kartini,chotimah supports the punishment of the palestinian president,Negative
57, 2023-04-15 15:15:23+00:00, 2023-01-15 06:10:30+00:00,1.61E+18,122,1203,39,,chotimah ganjar pranowo wins but anies baswedan remains president of indonesia for the term,Negative
58, 2023-04-15 14:40:18+00:00, 2020-07-14 04:41:34+00:00,1.28E+18,329,308,1675, Indonesia,"ganesa kabmalang volunteers support ganjar pranowo, the president of the republic of indonesia is ready to win",Positive
59, 2023-04-15 14:25:01+00:00, 2022-01-12 08:27:13+00:00,1.48E+18,1980,1967,6054,,"thank god, when i was a teenager and an adult, i was able to experience the leadership of npak president joko widodo, i was very lucky, hopefully later his successor will continue the ideals and work programs that have been and are being implemented, maybe padeh ganjar pranowo ampmas erick thorir",Positive
60, 2023-04-15 14:23:14+00:00, 2022-04-14 17:12:07+00:00,1.51E+18,13,86,202, Kupang,reward pranowo as the best presidential candidate,Positive
61, 2023-04-15 14:07:12+00:00, 2019-04-30 21:18:53+00:00,1.12E+18,60,204,4277,,"the narrative of changing president failed miserably, then jokowi stepped down and failed, and now jokowi is on the verge of death, but i'm sure peli's provocations will always fail because the people are smart and support jokowi's leadership, even the people are waiting for his successor, namely ri's reward.",Positive
62, 2023-04-15 13:51:02+00:00, 2023-04-12 08:40:54+00:00,1.65E+18,74,187,18,,portrait of the indonesian presidential candidate with his son,Positive
63, 2023-04-15 13:35:53+00:00, 2023-03-05 13:37:06+00:00,1.63E+18,1,14,19,,i personally and all my extended family continue to support mr ganjar pranowo as a presidential candidate,Positive
64, 2023-04-15 13:03:24+00:00, 2023-02-06 06:50:17+00:00,1.62E+18,11,27,59," Kupang City, NTT",pranowo,Positive
65,2023-04-15 13:00:41+00:00, 2023-02-06 06:50:17+00:00,1.62E+18,11,27,59," Kupang City, NTT",pranowo,Positive
66, 2023-04-15 12:59:29+00:00, 2023-02-06 06:50:17+00:00,1.62E+18,11,27,59," Kupang City, NTT",pranowo,Positive
67, 2023-04-15 12:55:38+00:00, 2022-04-14 15:44:47+00:00,1.51E+18,17,13,214,,ramadhan market and joint prayers for mr. ganjar president,Positive
68, 2023-04-15 12:55:14+00:00, 2022-08-08 23:47:38+00:00,1.56E+18,7039,6567,9423, Indonesia,"prabowo has been promoted as presidential candidate, wan abud has even been around the archipelago campaigning and has become president. well, mr gangar has not even been promoted by a single party, but electability is always no, what if someone is promoted for one round and becomes president?",Negative
69, 2023-04-15 12:52:48+00:00, 2022-10-19 15:28:00+00:00,1.58E+18,19,25,154," South Sumatra, Indonesia",ganjar pranowo for president,Positive
70, 2023-04-15 11:59:25+00:00, 2013-12-18 10:18:54+00:00,2251776169,418,1458,38," East Kalimantan, Indonesia",pak gangar's popularity trend continues to rise,Positive
71, 2023-04-15 11:59:17+00:00, 2013-12-18 10:18:54+00:00,2251776169,418,1458,38," East Kalimantan, Indonesia",ganjar's electability is superior to that of prabowo and anies,Positive
72, 2023-04-15 11:58:56+00:00, 2013-12-18 10:18:54+00:00,2251776169,418,1458,38," East Kalimantan, Indonesia",it's extraordinary that mr gangar disbursed billions for incentives for religious teachers,Positive
73, 2023-04-15 11:53:44+00:00, 2022-07-26 16:40:46+00:00,1.55E+18,18,29,54, Central Java,"santri volunteers support gangar central java region, share takjil packages for breaking the fast for travelers passing in front of the administrative office. santri support gangar korwil central java",Positive
74, 2023-04-15 11:45:17+00:00, 2016-11-13 11:21:58+00:00,7.98E+17,11514,10816,60401,,i am optimistic that the president will be rewarded,Positive
75, 2023-04-15 11:41:18+00:00, 2022-07-28 23:43:46+00:00,1.55E+18,33,18,366,,"mak ganjar, north sumatra wishes you a happy april national zeni day",Positive
76, 2023-04-15 10:22:33+00:00, 2022-08-01 18:59:57+00:00,1.55E+18,226,361,333," East Nusa Tenggara, Indonesia",reward the president of the republic of indonesia to reward pranowo,Positive
77, 2023-04-15 09:29:02+00:00, 2022-05-04 05:41:09+00:00,1.52E+18,10,102,237,,"pak ganjar, president of the republic of indonesia, currently only pak gangar is the choice, not prabowo, let alone anis baswedan",Positive
78, 2023-04-15 07:40:33+00:00, 2022-07-26 16:40:46+00:00,1.55E+18,18,29,54, Central Java,"santri volunteers support gangar central java region, share takjil packages for breaking the fast for travelers passing in front of the administrative office. santri support gangar korwil central java",Positive
79, 2023-04-15 06:55:59+00:00, 2023-03-31 05:48:36+00:00,1.64E+18,374,599,621, No Place to KADRUN,"his name was ganjar pranowo, a great leader",Positive
80, 2023-04-15 06:49:11+00:00, 2022-11-28 04:41:52+00:00,1.60E+18,155,170,179,,coming forward to support the reward of becoming president of lampung feels rip mark regent quora,Positive
81, 2023-04-15 06:34:19+00:00, 2022-06-27 14:13:32+00:00,1.54E+18,11,78,737,,"god willing, gangar has indeed been given a gift by allah swt to be jokowi's successor as president",Positive
82, 2023-04-15 06:26:17+00:00, 2022-06-27 14:13:32+00:00,1.54E+18,11,78,737,,"god willing, reward the grace of god almighty for the indonesian nation to become jokowi's successor as president",Positive
83, 2023-04-15 06:25:56+00:00, 2014-05-06 13:36:40+00:00,2479829814,83,321,293," South Kalimantan, Indonesia",i totally agree that the reward for being president is a great reward for pranowo's mandate,Positive
84, 2023-04-15 06:06:49+00:00, 2022-12-26 02:41:01+00:00,1.61E+18,189,287,782,,"the results of the latest smrc survey show evidence that the governor of central java, ganjar pranowo, is still a potential presidential candidate for the presidential election with the highest electability and is stronger than other figures in his enthusiasm to take indonesia forward.",Positive
85, 2023-04-15 06:03:35+00:00, 2022-12-26 02:41:01+00:00,1.61E+18,189,287,782,,won by a landslide defeating other candidates in the presidential candidate survey by the credible institution smrc. the majority of people among the abangan and priyayi students prefer the governor of central java to reward pranowo as president compared to other figures. alhamdulillah,Positive
86,2023-04-15 05:37:47+00:00, 2008-05-28 14:47:21+00:00,14934218,1120,1061,2468, DKI Jakarta Indonesia,"in the scientific study of prof. saiful mujani, the majority of javanese muslims, the students of the abangan priayi group, in the presidential election, as many as a percent chose ganjar pranowo as president of the cc",Positive
87, 2023-04-15 05:20:00+00:00, 2023-03-18 02:30:13+00:00,1.64E+18,730,1190,671,,"from the results of the smrc survey, the percentage of javanese ethnic muslims who claim to be islamic students will vote for the pdip cadre ganjar pranowo as the muhammadiyah presidential candidate rip mark.",Positive
88, 2023-04-15 05:20:00+00:00, 2022-09-18 06:41:13+00:00,1.57E+18,967,1435,792,,"from the results of the smrc survey, the percentage of javanese ethnic muslims who claim to be islamic students will vote for the pdip cadre ganjar pranowo as the muhammadiyah presidential candidate rip mark.",Positive
89, 2023-04-15 05:09:48+00:00, 2016-03-05 13:48:15+00:00,7.06E+17,10093,9501,4643, GOMBONG BELIC PEMALANG,"chotimah is what medan people say, drama isn't about who the president is, it's about whether ganjar prabowo wins, of course it will be in kalimantan, but the residents of jabotabek, west java and central java, especially sumatra, hope that anis wins, the capital will remain in jakarta, many people say.",Positive
90, 2023-04-15 04:00:12+00:00, 2021-02-03 14:24:44+00:00,1.36E+18,236,324,40,,reward for president,Positive
91, 2023-04-15 03:54:32+00:00, 2021-02-03 16:21:42+00:00,1.36E+18,119,100,2125," Bandar Lampung, Lampung",support the reward of the indonesian president in,Positive
92,2023-04-15 03:40:09+00:00, 2022-03-12 18:22:58+00:00,1.50E+18,26,83,1634,,"prabowo anis gangar is unstoppable in becoming the republic of indonesia's presidential candidate. the question of not getting a ticket is another matter, that's politics. i hope the presidential candidates are always healthy and continue to support the republic of indonesia.",Positive
93, 2023-04-15 03:26:47+00:00, 2016-03-05 13:48:15+00:00,7.06E+17,10093,9501,4643, GOMBONG BELIC PEMALANG,the prestige of ngabalin on social media and on the small screen is only a few months left if anis is elected president. koar koir ngabalin is blocked by anis. let's wait and see whether anis vs. mahfud md wins or prabowo vs. jokowi. if gangar has been officially crowned as president of meddos,Negative
94, 2023-04-15 03:03:50+00:00, 2018-07-25 03:44:33+00:00,1.02E+18,5,6,2278,,preeeeeeeet for the sake of the constitution for the sake of popularity the party wants to be punished or the president is not the pdip,Negative
95, 2023-04-15 03:01:08+00:00, 2018-04-11 19:22:32+00:00,9.84E+17,31,99,2505,,main loyalists reward support for the president,Positive
96, 2023-04-15 02:43:46+00:00, 2017-12-12 07:41:04+00:00,9.40E+17,20142,2669,54107," DKI Jakarta, Indonesia","pray for the president, friends of ganjar saga, to hold a ramadhan recitation with the community of traveling traders in pekalongan regency",Positive
97, 2023-04-15 02:40:00+00:00, 2023-01-23 02:23:59+00:00,1.62E+18,1291,1786,858,,"from the results of the smrc survey, the percentage of javanese ethnic muslims who claim to be islamic students will vote for the pdip cadre ganjar pranowo as the presidential candidate for the kerasa densus bandung yudo presidential candidate.",Positive
98, 2023-04-15 02:40:00+00:00, 2023-03-17 07:02:11+00:00,1.64E+18,628,1067,722,,"from the results of the smrc survey, the percentage of javanese ethnic muslims who claim to be islamic students will vote for the pdip cadre ganjar pranowo as the presidential candidate for the kerasa densus bandung yudo presidential candidate.",Positive
99, 2023-04-15 02:05:45+00:00, 2022-09-04 11:25:43+00:00,1.57E+18,546,624,77, Indonesia,ganjar continues to get a lot of support as a presidential candidate,Positive
100, 2023-04-15 02:02:43+00:00, 2022-09-27 13:24:03+00:00,1.57E+18,25,21,112," Jambi, Indonesia","door to door canvasing activity on jl pelabuhan talang duku, rt, muara kumpeh village, kumpeh ulu district, muaro jambi regency, jambi province",Negative
101, 2023-04-15 02:01:19+00:00, 2011-12-12 15:29:46+00:00,435004096,73856,17842,307496," Central Jakarta, DKI Jakarta",smrc survey majority of javanese santri vote for presidential candidate,Positive
102, 2023-04-15 01:44:47+00:00, 2022-05-28 14:57:58+00:00,1.53E+18,869,2492,100,,"we are volunteers, mak ganjar, samarinda city, east kalimantan province, ready to support mr ganjar pranowo to become president of the republic of indonesia.",Positive
103, 2023-04-15 01:23:39+00:00, 2022-02-20 22:45:36+00:00,1.50E+18,489,608,4651,,thank you students for choosing reward,Positive
104, 2023-04-15 01:10:51+00:00, 2020-02-10 04:33:39+00:00,1.23E+18,12755,12309,134542,,"everyone will be rewarded in time. the wave of support for gangar to run as a presidential candidate continues to emerge. most recently, there was a volunteer named gangar pranowo link gp link who declared support for gangar to run in the presidential election.",Positive
105, 2023-04-15 00:39:35+00:00, 2021-03-14 13:39:24+00:00,1.37E+18,3306,1616,15008, Indonesia,"let it be shaken and then reward pranowo, he will still be the winner, sure of being rewarded by the president",Positive
106, 2023-04-14 23:09:16+00:00, 2022-12-21 02:51:39+00:00,1.61E+18,90,10,631," Nangro Aceh Darussalam, Indonesia","the majority of javanese muslims voted for ganjar pranowo, the presidential candidate, to reward the next president",Positive
107, 2023-04-14 22:11:01+00:00, 2010-08-08 08:34:26+00:00,176013838,12692,4755,5089, Turkey,majority of santri vote for ganjar pranowo as presidential candidate,Positive
108, 2023-04-14 21:39:17+00:00, 2010-04-01 19:02:49+00:00,128641833,3594,3985,53896, Bandung West Java,"based on saiful mujani's study, the majority of abangan students and nobles chose to become president because they were always at the forefront",Positive
109, 2023-04-14 21:18:49+00:00, 2023-02-02 13:25:11+00:00,1.62E+18,173,227,441,,"the majority or javanese muslim citizens who claim to be islamic students chose the governor of central java, ganjar pranowo, as a presidential candidate. three categories of javanese muslim respondents, divided into abangan and priyayi students, set their hearts on mr.",Positive
110, 2023-04-14 20:51:58+00:00, 2019-07-12 06:03:21+00:00,1.15E+18,1,29,8," Bukateja, Indonesia","tough, sir, punish the strong presidential candidate of the republic of indonesia",Positive
111, 2023-04-14 19:27:45+00:00, 2012-12-31 05:53:52+00:00,1049616805,3178,3141,7436, in your heart,"prof. saiful mujani's scientific study shows that a number of islamic students, especially javanese muslims, chose ganjar pranowo as president in the presidential election. javanese muslims who claimed to be islamic students voted",Positive
112, 2023-04-14 17:05:06+00:00, 2010-08-08 08:34:26+00:00,176013838,12692,4755,5089, Turkey,pranowo's top reward in the current presidential election is a saiful mujani research and consulting smrc survey shows that the majority of citizens chose the governor of central java as the presidential candidate.,Positive
113, 2023-04-14 16:59:51+00:00, 2023-01-09 10:30:28+00:00,1.61E+18,2,2,60,,,Negative
114, 2023-04-14 16:57:39+00:00, 2023-01-09 10:30:28+00:00,1.61E+18,2,2,60,,,Negative
115, 2023-04-14 16:52:09+00:00, 2014-11-21 01:30:09+00:00,2905567770,14856,11337,26521, Indonesia,"based on the results of a smrc survey conducted in april, the majority of islamic boarding school students tend to vote for ganjar pranowo as president of the republic of indonesia. keep up the good work, sir.",Positive
116, 2023-04-14 16:45:28+00:00, 2014-11-21 01:30:09+00:00,2905567770,14856,11337,26521, Indonesia,"latest update guys, even though you were beaten to the point of being beaten, ganjar pranowo's name is still at the top in the current presidential election, electability continues to rise and rise with the survey results",Positive
117, 2023-04-14 16:10:40+00:00, 2022-01-08 10:12:37+00:00,1.48E+18,194,210,14319,,together with president jokowi ganjar pranowo visited the market to check prices of basic necessities,Negative
118, 2023-04-14 16:02:51+00:00, 2020-02-25 06:01:36+00:00,1.23E+18,9082,7069,56152, Heaven,"in the smrc study conducted by prof saiful mujani the governor of central java was the choice of the abangan and priyayi students as a presidential candidate in the presidential election, the principal election is always eagerly awaited, mboten",Positive
119, 2023-04-14 15:56:46+00:00, 2020-11-18 06:38:01+00:00,1.33E+18,7792,4388,22589,,"proof that people love pak in saiful mujani's study, the abangan and priyayi students chose pak gangar as president in the election",Positive
120, 2023-04-14 15:46:46+00:00, 2020-06-02 13:33:25+00:00,1.27E+18,1267,1396,6084,,islamic boarding school students support the reward of prof. saiful mujani smrc conducted a recent study on the ethnic javanese muslim community. among the islamic boarding school students support becoming president of the republic of indonesia in the presidential election,Positive
121, 2023-04-14 15:42:37+00:00, 2013-09-15 16:27:26+00:00,1868379883,43331,1053,6196," North Sumatra, Indonesia","top pranowo reward according to the latest smrc survey saiful mujani research and consulting smrc survey shows that the majority, aka percent of javanese muslims who claim to be islamic students, chose the governor of central java as a presidential candidate.",Positive
122, 2023-04-14 15:41:33+00:00, 2014-08-22 15:11:09+00:00,2755262034,14331,7583,42159," Central Java, Indonesia","because of you, mbah yen, i will still reward the president",Positive
123, 2023-04-14 15:39:27+00:00, 2023-01-23 10:27:37+00:00,1.62E+18,71,250,275," Yogyakarta, Indonesia","sometimes confused ne and the best and most worthy son to be president, with just a slight difference, the reward is still in the central java region, while prabowo is much wider and even goes abroad, so i still want to be president",Positive
124, 2023-04-14 15:36:35+00:00, 2010-08-31 16:17:19+00:00,185275415,4317,3113,25271, ?????? ??????? ????????? ?????,"in the presidential election conducted by saiful mujani, the majority or percent of javanese muslims, starting from the abangan & priyayi students, chose cadres of the indonesian democratic party, pdip ganjar pranowo's struggle, based on the results of the smrc survey, pak ganjar excelled.",Positive
125, 2023-04-14 14:55:02+00:00, 2018-04-23 11:57:47+00:00,9.88E+17,4258,2582,2010," South Kalimantan, Indonesia","the survey institute saiful mujani research and consulting smrc released the results of its latest survey regarding the presidential election. the results are that the governor of jatengganjar pranowo is superior in getting the votes of respondents in the survey. i am increasingly confident in voting, sir.",Positive
126, 2023-04-14 14:46:05+00:00, 2017-12-12 07:41:04+00:00,9.40E+17,20142,2669,54107," DKI Jakarta, Indonesia","the governor of central java is the strongest figure as a presidential candidate in the election. the electability reward is still the highest. those who are in contrast to the reward are many who are increasingly angry, bravo for the struggle",Positive
127, 2023-04-14 13:47:07+00:00, 2009-08-11 10:13:28+00:00,64677484,58512,716,53680, Jakarta,"solidly supported ganjar until he became president of the republic of indonesia, ganjar siji ganjar kabeh",Positive
128, 2023-04-14 13:29:38+00:00,2012-04-11 15:00:35+00:00,551058206,155,186,361," Bali, Indonesia","just waiting for the right time, megawati will answer our beliefs and be nominated as president and the upcoming election will be a hat trick victory for pdip.",Positive
129, 2023-04-14 12:49:52+00:00, 2022-04-14 15:52:06+00:00,1.51E+18,10,10,303,,blessing friday for takjil in siwalankerto wonocolo surabaya,Negative
130, 2023-04-14 12:49:20+00:00, 2022-07-26 16:40:46+00:00,1.55E+18,18,29,54, Central Java,santri support ganjar present in pekalongan pranowo district,Positive
131, 2023-04-14 12:49:00+00:00, 2022-04-14 15:52:06+00:00,1.51E+18,10,10,303,,blessing friday for takjil in siwalankerto wonocolo surabaya,Negative
132, 2023-04-14 12:43:26+00:00, 2022-07-26 16:40:46+00:00,1.55E+18,18,29,54, Central Java,"islamic boarding school students support the reward, the central java regional coordinator visited the muslim women's taklim assembly in pekalongan pranowo district",Positive
133, 2023-04-14 12:14:43+00:00, 2022-07-15 14:13:19+00:00,1.55E+18,4,16,189,,sdg south sumatra is active today in distributing takjil for breaking the fast to the people of palembang pranowo,Negative
134, 2023-04-14 12:05:14+00:00, 2019-06-04 01:52:27+00:00,1.14E+18,6,71,903,,embe continues to support the promise of becoming palestinian president,Positive
135, 2023-04-14 11:43:27+00:00, 2021-11-21 15:36:42+00:00,1.46E+18,2496,4040,5531, Bhumi Mataram Red and White NKRI,reward's electability after the rejection of the arrival of the israeli football team is currently likely to be increased if there is certainty that he will become a presidential candidate in the presidential election,Negative
