Unnamed: 0.1, Date, Created, User ID, Followers, Following, Tweet Count, TweetLocation,Text,label
35, 2023-04-15 17:47:02+00:00, 2020-03-17 16:23:34+00:00,1.24E+18,101,290,2864,,i hope anies becomes president of the republic of indonesia aamiinaamiinaamiin,Positive
36, 2023-04-15 16:49:12+00:00, 2019-11-22 14:22:52+00:00,1.20E+18,43,112,12927,,why are you afraid of anies baswedan and the president of the republic of indonesia?,Positive
37, 2023-04-15 16:06:48+00:00, 2023-03-26 10:04:48+00:00,1.64E+18,27,303,1580,,pak anies baswedan as president is sure of that,Positive
38, 2023-04-15 15:56:58+00:00, 2011-02-15 15:41:00+00:00,252625269,1908,2203,99568," Pati, Central Java, Indonesia","achmadi, let's support anies baswedan and the president of the republic of indonesia",Positive
39, 2023-04-15 15:55:36+00:00, 2022-06-01 16:37:15+00:00,1.53E+18,34,194,358,,whatever the title of the song remains,Positive
40, 2023-04-15 15:49:42+00:00, 2023-03-27 22:08:05+00:00,1.64E+18,16,29,60," Makassar City, South Sulawesi",the viral wave of popular support for anies baswedan abw as a presidential candidate in the general election continues to increase,Positive
41, 2023-04-15 15:33:42+00:00,2019-10-23 10:05:17+00:00,1.19E+18,32351,15,160564," DKI Jakarta, Indonesia",three parties from the coalition of change that supports anies baswedan are targeting the former governor of dki jakarta's vote during the presidential election to reach a percentage in ta,Negative
42, 2023-04-15 15:23:12+00:00, 2011-02-15 15:41:00+00:00,252625269,1908,2203,99568," Pati, Central Java, Indonesia",id let's support anies baswedan and the president of the republic of indonesia,Positive
43, 2023-04-15 15:18:06+00:00, 2019-01-16 11:44:21+00:00,1.09E+18,504,656,14602,,"this is really asking, is it true that the acting governor has been replaced by his name, mr. heru, who has only been in office for a year, mr. heru, because it's funny to fill the vacancy instead of using someone who has been chosen by the people, instead someone who got a free presidential pass.",Negative
44, 2023-04-15 15:15:23+00:00, 2023-01-15 06:10:30+00:00,1.61E+18,122,1203,39,,chotimah ganjar pranowo wins but anies baswedan remains president of indonesia for the term,Negative
45, 2023-04-15 15:08:38+00:00, 2011-12-04 07:04:43+00:00,428008436,318,1058,1216,,"god willing, mr. anies, president of the republic of indonesia and all religions in this country will rise and be in harmony within the framework of the republic of indonesia",Positive
46, 2023-04-15 14:44:50+00:00,2017-02-20 14:02:06+00:00,8.34E+17,1757,2857,2512, bottom of heart,"anies withdrew from being a presidential candidate, leaving it entirely up to the kpu who would become president",Negative
47, 2023-04-15 14:26:51+00:00, 2022-07-16 04:12:56+00:00,1.55E+18,1046,243,740," Central Jakarta, DKI Jakarta",,Negative
48, 2023-04-15 14:20:03+00:00, 2023-03-22 05:48:41+00:00,1.64E+18,0,1,2,,"because of this post, i am even more convinced that this accusation has no effect on mr. anies, who is indeed fit to be president",Positive
49, 2023-04-15 13:53:44+00:00, 2022-02-14 09:42:54+00:00,1.49E+18,6383,442,1383,,"why gen prefers the republic of indonesia's president? listen to the rational, objective explanation for indonesia's future changes",Positive
50, 2023-04-15 13:05:34+00:00, 2016-02-28 02:32:09+00:00,7.04E+17,998,1324,25018,,saligia chotimah next president anies rasyid baswedan aamiin,Positive
51, 2023-04-15 12:45:23+00:00, 2022-02-14 09:42:54+00:00,1.49E+18,6383,442,1383,,"advocates are ready to fight, ready to defend anies rasyid baswedan, the president of the republic of indonesia, statement of the position of the volunteer advocate team",Positive
52, 2023-04-15 12:45:20+00:00, 2020-12-18 23:07:04+00:00,1.34E+18,130,114,10566,,"just be afraid of you, anies president",Positive
53,2023-04-15 12:03:36+00:00, 2010-04-12 05:02:10+00:00,132061075,190,518,14040,,"simple question, if it was a tragedy from the start, why are you running for president and if you can become defense minister again when anies becomes president, how can you convey it to your father and can you use your campaign funds for support in the next regime?",Negative
54, 2023-04-15 10:54:36+00:00, 2017-01-03 13:42:38+00:00,8.16E+17,5,93,632," DKI Jakarta, Indonesia","let's see who the president is, ruhut mao will jump, where else will anies, the president in the field, have won, just the admin doesn't let his guard down, his voice will be distorted, especially if the cardboard in the gembox is very vulnerable.",Positive
55, 2023-04-15 10:49:06+00:00, 2022-06-23 06:42:31+00:00,1.54E+18,379,526,8470,,anies baswedan president wind of change for indonesia,Positive
56, 2023-04-15 10:40:07+00:00, 2019-01-18 02:32:29+00:00,1.09E+18,141,425,1853, HARJAMUKTI Depok,"gaspooll, yes, it's anies' turn to be president",Positive
57, 2023-04-15 10:06:24+00:00, 2022-12-03 02:40:06+00:00,1.60E+18,248,403,2198,,"indonesia needs anies baswedan as president, amen, lord",Positive
58,2023-04-15 09:48:31+00:00,2017-02-20 14:02:06+00:00,8.34E+17,1757,2857,2512, bottom of heart,presidential candidate goodbye anies,
59, 2023-04-15 09:37:54+00:00, 2023-01-11 08:01:52+00:00,1.61E+18,519,1170,25349,,if anies president's game is fair,Positive
60, 2023-04-15 09:13:47+00:00, 2010-03-04 10:48:49+00:00,119691957,34691,23076,337571, Jakarta Capital Region,but why are you competing to become president including anies?,
61, 2023-04-15 09:03:23+00:00, 2022-12-25 06:04:13+00:00,1.61E+18,34,13,5030,,anies rb president ri,Positive
62, 2023-04-15 08:52:19+00:00, 2022-02-24 07:20:57+00:00,1.50E+18,414,379,618," DKI Jakarta, Indonesia",fathur tangled with optimism must fight to realize the important thing about anies presiden ri,Positive
63, 2023-04-15 08:47:06+00:00, 2016-07-03 13:04:52+00:00,7.50E+17,1848,315,38494, Jakarta Capital Region,"very different from the governor of jakarta, who before heru was not against criticism, criticism was answered with work",
64, 2023-04-15 07:57:08+00:00, 2023-03-12 08:03:50+00:00,1.63E+18,315,392,3030," North Sumatra, Indonesia","hope that mr. anies baswedan will have more and more people who support him and pray for him and the president of the republic of indonesia, so that they can burn down their evil plans, throw away people who are full of hallucinations, and leave the stress alone to those who can't work.",Positive
65, 2023-04-15 07:44:38+00:00, 2021-12-25 23:13:43+00:00,1.47E+18,272,429,1467,,"tni wants to ask for help from banser or whatever, the people will guard anies so that there is a restoration of a just, prosperous indonesia, a new indonesia, justice is upheld, the people will be prosperous, guard for the president no other no other",Positive
66, 2023-04-15 07:27:49+00:00, 2014-07-30 06:28:23+00:00,2691990056,11,35,532," Surabaya City, East Java",makar allah swt is better and valid in sha allah mr anies baswedan the next president of the republic of indonesia aamiinx yra,Positive
67, 2023-04-15 07:24:39+00:00, 2023-02-28 16:40:40+00:00,1.63E+18,40,54,8354,,"previously, the chairman of the shura council of the ummah party, amien rais, stated that he agreed to support prabowo subianto to run as a presidential candidate if anies baswedan failed to run or did not get a presidential ticket.",Positive
68, 2023-04-15 07:19:54+00:00,2015-09-30 00:58:15+00:00,3731381352,20,60,12664,,"who nominated anies baswedan as presidential candidate in the presidential election, prabowo subianto",Positive
69, 2023-04-15 07:19:31+00:00, 2023-02-28 16:40:40+00:00,1.63E+18,40,54,8354,,"previously, the chairman of the shura council of the ummah party, amien rais, stated that he agreed to support prabowo subianto to run as a presidential candidate if anies baswedan failed to run or did not get a presidential ticket.",Positive
70, 2023-04-15 06:37:38+00:00, 2009-07-24 03:24:47+00:00,59677074,102,205,6366," Jakarta Capital Region, Indonesia","i hope that if anies becomes president, this person will be removed from his position",Positive
71, 2023-04-15 05:47:36+00:00, 2016-07-03 13:04:52+00:00,7.50E+17,1848,315,38494, Jakarta Capital Region,"what's different about a speech like this that can be delivered is the fact that it's not a statement that can only be made by promises, let alone by banging a table, especially if you just approach the president, you don't have to argue with him, break up, you guys",Negative
72, 2023-04-15 04:29:28+00:00, 2021-02-22 06:39:15+00:00,1.36E+18,1211,1784,12646,,anies president ragunan,Negative
73, 2023-04-15 04:03:06+00:00, 2022-02-14 09:42:54+00:00,1.49E+18,6383,442,1383,,"the youth movement continues to move to embrace the weaving of indonesian nationality, change for a prosperous indonesia, anies president",Positive
74, 2023-04-15 03:56:56+00:00, 2012-07-13 02:25:46+00:00,634227637,162,42,5297," West Java, Indonesia",fast fast fast train,Negative
75, 2023-04-15 03:55:10+00:00, 2015-10-25 08:53:39+00:00,4011609674,276,811,7937,,"mr. anies, which ustadz do you need to meet and the ustadz also knows who is worth meeting? barokallah, mr. anies and gus baha",Positive
76, 2023-04-15 03:52:50+00:00, 2022-04-07 16:48:29+00:00,1.51E+18,170,612,1360,,"god willing, it will be mr. anies president's will, whoever his opponent is, that in his destiny he will be the one who brings prosperity to the people of indonesia towards better change.",Positive
77, 2023-04-15 03:49:33+00:00, 2023-01-11 09:59:09+00:00,1.61E+18,0,8,6807,,gsp anies baswedan for president,Positive
78, 2023-04-15 03:45:51+00:00, 2012-07-13 02:25:46+00:00,634227637,162,42,5297," West Java, Indonesia",you used mosques and takjil as material for fake stories,Negative
79, 2023-04-15 02:00:56+00:00, 2015-10-25 08:53:39+00:00,4011609674,276,811,7937,,"romadhon when charity is multiplied when prayers are answered, mr. anies goes into seclusion, god willing",Positive
80, 2023-04-15 01:53:50+00:00, 2021-10-06 01:41:09+00:00,1.45E+18,49,314,1035,,we pray that mrs. tatak remains healthy so that we can see mr. anies inaugurated as the republic of indonesia's first president,Positive
81, 2023-04-15 01:43:00+00:00, 2022-12-27 20:12:45+00:00,1.61E+18,1,25,606,,"bismillah bi idznillah, may allah bless mr. anies to become president",Positive
82, 2023-04-14 22:42:38+00:00,2022-11-13 21:55:00+00:00,1.59E+18,2,5,119,,,Negative
83, 2023-04-14 22:33:32+00:00, 2022-04-07 04:53:23+00:00,1.51E+18,3,10,755,,"just shut up, just pray for mr. anies to become president and then you buzzerrps won't be looking for packaged rice like this, cool",Positive
84, 2023-04-14 22:11:46+00:00, 2009-04-13 01:02:30+00:00,30766806,55692,4101,465204," Tomage-Fakfak, Indonesia",,Negative
85, 2023-04-14 21:06:05+00:00, 2015-04-16 06:11:35+00:00,3158832157,24,65,1657,,"so far, the crook sitompul is not in his right mind if he continues to slander anies baswed and the president of the republic of indonesia",Positive
86, 2023-04-14 21:03:39+00:00, 2009-04-13 01:02:30+00:00,30766806,55692,4101,465204," Tomage-Fakfak, Indonesia",hadrah festivals in east java province ishari nu gema abw via,Positive
87, 2023-04-14 20:26:15+00:00, 2009-04-13 01:02:30+00:00,30766806,55692,4101,465204," Tomage-Fakfak, Indonesia",hadrah ramadan festival ishari nu gema abw,Positive
88, 2023-04-14 19:14:16+00:00, 2022-02-02 13:29:42+00:00,1.49E+18,255,1161,12834," Lebak, Banten province","it's really great that for the president, anies is even more stable and okay",Positive
89, 2023-04-14 17:44:11+00:00, 2011-12-04 07:04:43+00:00,428008436,318,1058,1216,,"anies president ri, god willing, stay healthy, sir",Positive
90, 2023-04-14 17:15:49+00:00, 2023-04-09 21:55:44+00:00,1.65E+18,18,201,131,,"jsp anies ahy, president and vice president of the republic of indonesia, when indonesia was almost on the brink of collapse, china asked the apbn to guarantee the high-speed train project",Positive
91, 2023-04-14 17:03:08+00:00, 2009-04-13 01:02:30+00:00,30766806,55692,4101,465204," Tomage-Fakfak, Indonesia",,Negative
92, 2023-04-14 16:33:17+00:00, 2009-05-17 20:33:37+00:00,40730991,25580,575,34930, Jakarta,"when i was in madinah, mashaallah, even the sellers in madinah knew that mr. bismillah, mr. anies was the president of biidznillah.",Positive
93, 2023-04-14 16:26:46+00:00, 2020-05-29 15:11:17+00:00,1.27E+18,859,760,15636,,samosir is patient with anies baswedan and the president of the republic of indonesia,Positive
94, 2023-04-14 16:24:37+00:00, 2022-11-30 06:25:59+00:00,1.60E+18,13,79,465,,greetings of change and improvement for a better indonesia democrat jaya pancasila eternal anies baswedan ahy president and deputy ri in amen,Positive
95, 2023-04-14 15:54:44+00:00, 2011-12-04 07:04:43+00:00,428008436,318,1058,1216,,"anies president ri, god willing",Positive
96, 2023-04-14 15:23:27+00:00, 2023-04-07 17:58:39+00:00,1.64E+18,3,55,12,,"movement for change towards a better indonesia, president anies",Positive
97, 2023-04-14 15:16:08+00:00, 2021-08-21 11:21:42+00:00,1.43E+18,153,573,4477,,jokowi's regime is really evil in fooling the people by violating the constitution just for the ambition of power. the people have a firm stance that the president elected in the election is anies baswed and only anies is the figure who will bring change to a better indonesia towards justice.,Positive
98, 2023-04-14 14:59:31+00:00, 2022-11-14 22:22:52+00:00,1.59E+18,669,625,4874," DKI Jakarta, Indonesia","samosir, god willing, anies baswedan for president. may allah grant our prayers. hopefully, anies' election will not be rigged by unscrupulous people.",Positive
99, 2023-04-14 12:43:55+00:00, 2022-11-09 22:34:55+00:00,1.59E+18,6,9,2512,,"sane, thank god, the people's common sense desire to support and guard mr. anies is not mr. anies' wish, so you can also see the aura of the leader, the president is visible, amen.",Positive
100, 2023-04-14 12:38:52+00:00, 2020-03-17 16:23:34+00:00,1.24E+18,101,290,2864,,"firstly, the one i say is afraid of is bowo and his coalition, secondly, we don't love metro tv, but we love anies, who hopes to be president of the republic of indonesia, then thirdly, do you also love abu janda and ferdinand, who support bowo, because klen is already similar to mrkini, the new song is due to renewal.",Positive
101, 2023-04-14 12:12:30+00:00, 2010-01-18 10:46:57+00:00,106057603,700,683,22209, DKI Jakarta,"the party stands together and is committed to building change for a better indonesia towards a new civilization. the party is an ambassador of civilization who supports the party in nominating anies rasyid baswedan as a presidential candidate. do you agree, fathur",Positive
102, 2023-04-14 11:56:40+00:00, 2011-05-16 16:01:34+00:00,299732033,181,346,11530,,nakula broke out in millions of congregants shouting for anies president to,Positive
103, 2023-04-14 10:55:29+00:00, 2021-08-21 11:21:42+00:00,1.43E+18,153,573,4477,,"it's true that a trustworthy person is characterized by a sense of social concern & has solutions to overcome problems. there is no doubt that anies baswedan is supported by many members of the community who want change and improvement. come on, join the ranks of indonesia to call anies president with enthusiasm.",Positive
104,2023-04-14 10:42:50+00:00, 2014-06-21 14:00:07+00:00,2580513709,21,96,1959, Tangerang city,"god willing, it will even increase if we continue to support anies as president",Positive
105, 2023-04-14 09:46:15+00:00, 2022-12-26 13:43:24+00:00,1.61E+18,126,598,395, DKI Jakarta,"cent, please pray for mr ganjar pranowo to be elected by the people as president, not anies baswedan, i understand",Negative
106, 2023-04-14 09:19:51+00:00, 2021-04-22 14:23:51+00:00,1.39E+18,3,21,703,,"the coalition for democratic change, nasdem and pks, is ready for anies as president",Positive
107, 2023-04-14 08:34:37+00:00, 2022-01-25 10:27:50+00:00,1.49E+18,85,124,15416," South Jakarta, DKI Jakarta",indonesian survey center isc senior researcher chairul ansari reveals four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in the presidential candidate market survey for the upcoming election. prabowo subianto,Negative
108, 2023-04-14 08:00:32+00:00, 2022-12-18 03:06:03+00:00,1.60E+18,70,305,775,,inismyname fahnoor hopefully the attitude will be the same when anies is elected president,Positive
109, 2023-04-14 07:52:30+00:00, 2023-01-18 13:56:02+00:00,1.62E+18,51,90,13393,San Andreas,"and anies baswedan in a survey regarding presidential candidates for the indonesian election, prabowo subianto",Negative
110, 2023-04-14 07:37:22+00:00, 2013-04-02 10:10:49+00:00,1322178134,32,449,2371,,"in facing the presidential election, nasdem previously declared the former governor of dki jakarta, anies baswedan, as a presidential candidate, prabowo subianto.",Positive
111, 2023-04-14 07:21:10+00:00, 2017-05-16 07:16:32+00:00,8.64E+17,1,31,70,,"in sha allah, anies will be the president of the republic of indonesia",Positive
112, 2023-04-14 07:04:23+00:00, 2023-01-18 13:28:12+00:00,1.62E+18,47,75,13591,San Andreas,"and anies baswedan in a survey regarding presidential candidates for the indonesian election, prabowo subianto",Negative
113, 2023-04-14 07:01:30+00:00, 2023-01-18 13:28:12+00:00,1.62E+18,47,75,13591,San Andreas,the latest survey regarding the presidential candidate market for the election conducted by the indonesian survey center isc found that prabowo subianto was ahead of ganjar pranowo and anies baswed and prabowo subianto,Negative
114, 2023-04-14 06:36:22+00:00, 2022-02-02 13:29:42+00:00,1.49E+18,255,1161,12834," Lebak, Banten province",maybe the best in central java for the best in the archipelago this is the person anies for president cebong his usual angry behavior bae is real,Positive
115, 2023-04-14 06:16:51+00:00, 2022-05-03 23:21:39+00:00,1.52E+18,19,108,2081,,anies president,Positive
116,2023-04-14 06:00:34+00:00, 2020-10-09 03:06:56+00:00,1.31E+18,33,103,3681,,"inismyname vote for ps vote for anies rasyid baswedan, god willing, president of the republic of indonesia for a term and amen, amen, amen",Positive
117, 2023-04-14 05:30:01+00:00, 2009-05-22 02:19:27+00:00,41730943,4679287,4,1672989,,"chairman of the democratic party's bpopkk dpp membership organization development and cadre board, herman khaeron, opens his voice regarding the issue of the coordinating minister for political, legal and security affairs, mahfud md, as anies baswedan's companion in the presidential election.",Positive
118, 2023-04-14 05:23:00+00:00, 2023-02-08 17:56:00+00:00,1.62E+18,50,61,12916,,"in the last few months compared to two candidates who are predicted to become presidential candidates in the presidential election, ganjar pranowo and anies baswedan prabowo subianto",Negative
119, 2023-04-14 05:21:54+00:00, 2017-12-18 19:14:19+00:00,9.43E+17,5478,5656,1967,,"until now, he is still loyal to anies baswedan. for those who are still loyal, like comment and tweet with bismillah. anies baswedan will be the best president of the republic of indonesia.",Positive
120, 2023-04-14 05:15:22+00:00, 2015-08-04 12:42:46+00:00,3306055003,156,273,13730,San Andreas,"and anies baswedan in a survey regarding presidential candidates for the indonesian election, prabowo subianto",Negative
121,2023-04-14 05:11:45+00:00, 2015-08-04 12:42:46+00:00,3306055003,156,273,13730,San Andreas,the latest survey regarding the presidential candidate market for the election conducted by the indonesian survey center isc found that prabowo subianto was ahead of ganjar pranowo and anies baswed and prabowo subianto,Negative
122, 2023-04-14 05:11:03+00:00, 2022-04-07 16:48:29+00:00,1.51E+18,170,612,1360,,who is most worthy to be president of the republic of indonesia for the period of anies rasyid baswedan prabowo subianto ganjar pranowo total votes cast your vote click the link please forward to the group and your friends ok?,Negative
123, 2023-04-14 04:56:22+00:00, 2022-11-30 06:25:59+00:00,1.60E+18,13,79,465,,greetings of change and improvement for a better indonesia democrat jaya pancasila eternal anies baswedan ahy president and deputy ri in amen,Positive
124, 2023-04-14 04:08:47+00:00, 2012-11-26 09:19:58+00:00,971638117,1967,1510,10808," DKI Jakarta, Indonesia","o good people who are known to be solid, come on, follow the official account of pks and the president of pks to reach a million followers in elementary school, wednesday february, pks wins anies presidency, see the video ayiceo pesantrenpolitikcom",Positive
125, 2023-04-14 04:07:10+00:00, 2022-12-25 06:04:13+00:00,1.61E+18,34,13,5030,,"samosir marm i fully support prabowo, the presidential candidate of the republic of indonesia, while the president of the republic of indonesia will leave it to the competent person, namely anies rasyid baswedan.",Positive
126, 2023-04-14 04:04:34+00:00, 2022-11-30 06:25:59+00:00,1.60E+18,13,79,465,,greetings of change and improvement for a better indonesia democrat jaya pancasila eternal anies baswedan ahy president and deputy ri in amen,Positive
127, 2023-04-14 04:04:17+00:00, 2022-11-30 06:25:59+00:00,1.60E+18,13,79,465,,greetings of change and improvement for a better indonesia democrat jaya pancasila eternal anies baswedan ahy president and deputy ri in amen,Positive
128, 2023-04-14 03:16:31+00:00, 2019-08-19 01:54:32+00:00,1.16E+18,201,346,4779,,"civil society has become intelligent with that intelligence, its support for bung anies as president of business & efforts are made only because of allah alone and victory belongs only to him, barokalloh",Positive
129, 2023-04-14 01:47:22+00:00, 2022-10-12 14:36:37+00:00,1.58E+18,3,39,1205,,"it must be continued by the next president, therefore, don't vote for anies. jakarta has become a victim of anies' stupidity",Negative
130, 2023-04-14 01:34:19+00:00, 2023-02-06 07:15:02+00:00,1.62E+18,8,115,1098,,caretaker pp darul ulum rejoso jombang blesses anies to become president at,Positive
131, 2023-04-14 00:50:17+00:00, 2012-03-06 14:13:10+00:00,516555256,2632,3398,36215, kopaja 62,i support anies baswedan to become president,Positive
132, 2023-04-14 00:45:59+00:00, 2019-10-20 04:01:37+00:00,1.19E+18,36589,2116,3506,,caretaker pp darul ulum rejoso jombang blesses anies to become president at,Positive
133, 2023-04-13 23:56:36+00:00, 2019-08-19 01:54:32+00:00,1.16E+18,201,346,4779,,"papazola, from the first president to today's president, no one has been able to fulfill their oath, the suffering of the motherland today is getting worse, god willing, help and blessings will soon bring bung anies as president, aamiiin",Negative
134, 2023-04-13 23:10:24+00:00,2022-02-17 14:23:39+00:00,1.49E+18,14,58,1776,,"if you're afraid of high-speed train financing, tell anies you don't need to take part in the presidential election in such a dangerous year, the president is a native indonesian.",Negative
135, 2023-04-13 22:58:07+00:00, 2010-04-30 03:19:28+00:00,138632715,228,1094,1135, Jakarta,"this is my name, anies baswedan, only intelligent young people will become president of the republic of indonesia",Positive
136, 2023-04-13 22:51:25+00:00, 2023-02-17 15:58:35+00:00,1.63E+18,0,14,74,,"sane, god willing, anies baswedan will win, anies will be the president of the republic of indonesia, amen, lord",Positive
137, 2023-04-13 22:18:55+00:00,2022-11-13 21:55:00+00:00,1.59E+18,2,5,119,,,Negative
138, 2023-04-13 22:03:28+00:00, 2023-03-03 08:14:43+00:00,1.63E+18,18,95,66,"West Papua, Indonesia",later there will be a tweet of a photo of anis with mr kiyai entitled kiyai nu giving support to anies baswedan to run for president,Positive
139, 2023-04-13 21:06:05+00:00, 2022-12-25 06:04:13+00:00,1.61E+18,34,13,5030,,"i fully support prabowo etc. to run for president and for president of the republic of indonesia, still anies rb",Positive
140, 2023-04-13 21:02:50+00:00, 2022-12-25 06:04:13+00:00,1.61E+18,34,13,5030,,"i support prabowo etc. presidential candidates and for the president of the republic of indonesia, still anies rb",Positive
141, 2023-04-13 20:32:15+00:00, 2022-12-11 05:07:56+00:00,1.60E+18,4,17,136,,hope pak prabowo will remain minister of defense when pak anies is president of indonesia,Positive
