,Date,User ID,Tweet Count,Tweet Location,Tweet,label,Clean
28,2023-04-16,313056524.0,19979,"Jakarta Selatan, DKI Jakarta",mari kita berdoa bersama untuk kesehatan pak agar bisa mengikuti kontestasi pilpres sampai akhirnya bisa menghadiri acara pelantikan atau sebagai presiden ri ke aamiin,Positive,mari kita berdoa bersama untuk kesehatan pak agar bisa mengikuti kontestasi pilpres sampai akhirnya bisa menghadiri acara pelantikan atau sebagai ke aamiin
33,2023-04-15,2385926900.0,63649,"DKI Jakarta, Indonesia",elektabilitas prabowo berada di no setelah di endorse presiden jokowi pertanyaannya jika ijtima ulama kelompok rizieq shihab hti fpi pa gnpf ulama mendukung prabowo capres apa pendapat kalian,Positive,elektabilitas berada di no setelah di endorse jokowi pertanyaannya jika ijtima ulama kelompok rizieq shihab hti fpi pa gnpf ulama mendukung capres apa pendapat kalian
34,2023-04-15,79178176.0,26069,Jakarta Capital Region,berbagi takjil di badan pemenangan presiden prabowo di kawasan slipi,Positive,berbagi takjil di badan pemenangan di kawasan slipi
35,2023-04-15,2904608412.0,9666,,fahnoor inismyname di bulan ramadhan ini kami berdoa yuk aminkan yg terbaik buat tokoh ini smoga pak prabowo pak ganjar menjadi calon yg baik sebaik pak anis dan smoga pak anis menjadi presiden yang baik aaaamiiiinnnn,Negative,fahnoor inismyname di bulan ramadhan ini kami berdoa yuk aminkan yg terbaik buat tokoh ini smoga pak pak menjadi calon yg baik sebaik pak dan smoga pak menjadi yang baik aaaamiiiinnnn
41,2023-04-15,576755999.0,293022,"Kebumen, Indonesia",look jadiin presiden,Negative,look jadiin
44,2023-04-15,768652236.0,864,Indonesia,prabowo subianto sang pelanggar ham berat tidak pantas jadi presiden di indonesia rip mark hotman kerasa sold out alice in borderland yana quora bima bank jihyo blink cat chanyeol,Negative,subianto sang pelanggar ham berat tidak pantas jadi di indonesia rip mark hotman kerasa sold out alice in borderland yana quora bima bank jihyo blink cat chanyeol
46,2023-04-15,576755999.0,293022,"Kebumen, Indonesia",fahnoor inismyname presiden,Positive,fahnoor inismyname
47,2023-04-15,576755999.0,293022,"Kebumen, Indonesia",siap kita ganti presiden,Positive,siap kita ganti
48,2023-04-15,1373010710.0,74,"Medan Baru, Indonesia",relawan prabowo presiden,Positive,relawan
49,2023-04-15,1373010710.0,74,"Medan Baru, Indonesia",prabowo presiden kita,Positive,kita
51,2023-04-15,151804263.0,10203,"Surabaya, Indonesia",tanoe selamat utk mempelai berdua selamat utk pak hary tanoe dan ibu acara pencatatan pernikahannya disaksikan presiden pada era yang berbeda jokowi presiden dan prabowo presiden,Negative,tanoe selamat utk mempelai berdua selamat utk pak hary tanoe dan ibu acara pencatatan pernikahannya disaksikan pada era yang berbeda jokowi dan
55,2023-04-15,3731381352.0,12664,,yang mengusung anies baswedan sebagai calon presiden di pilpres prabowo subianto,Negative,yang mengusung sebagai calon di pilpres subianto
73,2023-04-14,576755999.0,293022,"Kebumen, Indonesia",prabowo subianto tak tergoyahkan di puncak elektabilitas calon presiden jika disandingkan dengan beberapa nama capres nama prabowo subianto tetap menjadi favorit nomor untuk melanjutkan perjuangan presiden jokowi pada tahun nanti kirakira apa saja sih yang membuat,Positive,subianto tak tergoyahkan di puncak elektabilitas calon jika disandingkan dengan beberapa nama capres nama subianto tetap menjadi favorit nomor untuk melanjutkan perjuangan jokowi pada tahun nanti kirakira apa saja sih yang membuat
87,2023-04-14,48244182.0,510,"Jakarta Selatan, DKI Jakarta",wah beginilah reaksi para pimpinan redaksi stasiun tv ketika bertemu pak prabowo,Positive,wah beginilah reaksi para pimpinan redaksi stasiun tv ketika bertemu pak
101,2023-04-14,1322178134.0,2371,,dalam menghadapi pilpres nasdem sebelumnya telah mendeklarasikan mantan gubernur dki jakarta anies baswedan sebagai calon presiden prabowo subianto,Positive,dalam menghadapi pilpres nasdem sebelumnya telah mendeklarasikan mantan gubernur dki jakarta sebagai calon subianto
117,2023-04-14,3306055003.0,13730,San Andreas,dan anies baswedan dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Positive,dan dalam survei mengenai kandidat calon untuk pemilu di indonesia subianto
118,2023-04-14,3306055003.0,13730,San Andreas,prabowo subianto lebih unggul dalam survei calon presiden simak faktor penyebabnya prabowo subianto,Positive,subianto lebih unggul dalam survei calon simak faktor penyebabnya subianto
119,2023-04-14,3306055003.0,13730,San Andreas,survei terbaru mengenai bursa calon presiden untuk pemilu yang dilakukan indonesia survey center isc menemukan bahwa prabowo subianto unggul dari ganjar pranowo dan anies baswedan prabowo subianto,Positive,survei terbaru mengenai bursa calon untuk pemilu yang dilakukan indonesia survey center isc menemukan bahwa subianto unggul dari dan subianto
129,2023-04-14,58880688.0,492719,Indonesia,zulkifli hasan bantah isu koalisi besar dukung prabowo jadi capres sebut ada obrolan sanasini isu pan dukung tok ketua umum gerindra prabowo subianto sebagai calon presiden capres usungan koalisi besar dibantah zulkifli hasan,Negative,zulkifli hasan bantah isu koalisi besar dukung jadi capres sebut ada obrolan sanasini isu pan dukung tok ketua umum gerindra subianto sebagai calon capres usungan koalisi besar dibantah zulkifli hasan
132,2023-04-13,138632715.0,1135,Jakarta,inismyname anies baswedan saja anak muda cerdas inshaallah menjadi presiden ri,Negative,inismyname saja anak muda cerdas inshaallah menjadi
138,2023-04-13,4517581027.0,1141,jakarta,inismyname calon presiden yg ke tiga kalinya,Negative,inismyname calon yg ke tiga kalinya
140,2023-04-13,576755999.0,293022,"Kebumen, Indonesia",aamiin dan jadi prabowo presiden di,Positive,aamiin dan jadi di
143,2023-04-13,485839193.0,2118,Jakarta,gak kebayang gimana kl prabowo menang jadi presiden dan si buntel jadi menteri nya makin pongah aja tuh yang disampingnya,Positive,gak kebayang gimana kl menang jadi dan si buntel jadi menteri nya makin pongah aja tuh yang disampingnya
161,2023-04-13,306615832.0,7501,,prabowo puan vs anies khofifah siapa jadi presiden ri,Negative,puan vs khofifah siapa jadi
166,2023-04-13,169887451.0,71,"DKI Jakarta, Indonesia",pak ditunggu foto nya ada di pemilihan presiden jng bawa embel agama lagi ya nkri pancasila saja kita mah,Positive,pak ditunggu foto nya ada di pemilihan jng bawa embel agama lagi ya nkri pancasila saja kita mah
176,2023-04-13,726059647.0,7961,,jakarta komite nasional pemuda indonesia knpi mendorong presiden joko widodo jokowi dan partai politik koalisi untuk mengusung prabowo subianto sebagai capres,Positive,jakarta komite nasional pemuda indonesia knpi mendorong joko widodo jokowi dan partai politik koalisi untuk mengusung subianto sebagai capres
177,2023-04-13,726059647.0,7961,,elektabilitas atau tingkat keterpilihan menteri pertahanan prabowo subianto berada di posisi pertama sebagai calon presiden capres pada pilpres berdasarkan hasil survei indonesia survey center isc pada akhir maret hingga awal april,Positive,elektabilitas atau tingkat keterpilihan menteri pertahanan subianto berada di posisi pertama sebagai calon capres pada pilpres berdasarkan hasil survei indonesia survey center isc pada akhir maret hingga awal april
207,2023-04-13,355356964.0,6943,,inismyname tuk presiden yg di endorse jikiwi,Negative,inismyname tuk yg di endorse jikiwi
216,2023-04-13,1322178134.0,2371,,pihaknya pun sangat optimis pranowo terpilih menjadi presiden yang kita nantinanti cawapresnya prabowo subianto,Positive,pihaknya pun sangat optimis terpilih menjadi yang kita nantinanti cawapresnya subianto
236,2023-04-13,3671916373.0,3023,,masyarakat yang hadir membawa foto prabowo subianto mereka nampak semangat dan tak henti menyuarakan dukungan agar ketua umum partai gerindra menjadi presiden pada,Positive,masyarakat yang hadir membawa foto subianto mereka nampak semangat dan tak henti menyuarakan dukungan agar ketua umum partai gerindra menjadi pada
245,2023-04-13,3306055003.0,13730,San Andreas,diketahui elektabilitas prabowo berada di posisi pertama sebagai calon presiden capres pada pilpres berdasarkan hasil survei isc pada akhir maret hingga awal april prabowo subianto,Positive,diketahui elektabilitas berada di posisi pertama sebagai calon capres pada pilpres berdasarkan hasil survei isc pada akhir maret hingga awal april subianto
249,2023-04-13,136525180.0,4387,,inismyname apa yg sdh perh beliau pimpin dan teruji disegi pemerintahan malahan saat ini beliau bergabung dg presiden yg pernah menjadi rival bersama samadan kebetulan hutang numpuk korup dimana manabanyak lagi,Negative,inismyname apa yg sdh perh beliau pimpin dan teruji disegi pemerintahan malahan saat ini beliau bergabung dg yg pernah menjadi rival bersama samadan kebetulan hutang numpuk korup dimana manabanyak lagi
251,2023-04-13,578040184.0,2721,,artinya kalau prabowo takdirnya jadi presiden abu janda akan dapat uang juta dari pak ds atau hanya kalau prabowo ndak jadi presiden abu janda kasih uang juta ke pak ds,Negative,artinya kalau takdirnya jadi abu janda akan dapat uang juta dari pak ds atau hanya kalau ndak jadi abu janda kasih uang juta ke pak ds
253,2023-04-13,2574184874.0,24389,Indonesia,inismyname sepertinya pak prabowo nggak ada bakat jadi presiden bakatnya hanya sebatas capres saja nanti kalo pilpres gagal jadi presiden apakah akan minta jatah menhan lagi kah,Negative,inismyname sepertinya pak nggak ada bakat jadi bakatnya hanya sebatas capres saja nanti kalo pilpres gagal jadi apakah akan minta jatah menhan lagi kah
262,2023-04-13,80870775.0,11643,"Bekasi Timur, West Java",ri calon kuat menko kemaritiman jika nnti pak prabowo jd presiden,Positive,calon kuat menko kemaritiman jika nnti pak jd
268,2023-04-12,48244182.0,510,"Jakarta Selatan, DKI Jakarta",buka bersama di ramadhan ke dengan masyarakat rancabali sukaresmi,Negative,buka bersama di ramadhan ke dengan masyarakat rancabali sukaresmi
269,2023-04-12,147198181.0,759,Indonesia,inismyname fahnoor berdiri ditengah rakyat yang mengamanatkan prabowo menjadi presiden keberanian dan nasionalisme sejati mengantarkan beliau untuk memimpin negeri ini gerindra bersama rakyat,Positive,inismyname fahnoor berdiri ditengah rakyat yang mengamanatkan menjadi keberanian dan nasionalisme sejati mengantarkan beliau untuk memimpin negeri ini gerindra bersama rakyat
271,2023-04-12,228628424.0,3470,"ÜT: -6.1389099,106.7214539",org ini adlh org terdekatnya bbrp kali dia menyemburkan fitnah kepemerintah dekat dgn kelompok intoleran dll prabowo diam sja bayangin jk prabowo jd presiden lalu org in jd menterinya ap yg trjadi itu knp gw tetap teguh pd pilihan gw utk di,Positive,org ini adlh org terdekatnya bbrp kali dia menyemburkan fitnah kepemerintah dekat dgn kelompok intoleran dll diam sja bayangin jk jd lalu org in jd menterinya ap yg trjadi itu knp gw tetap teguh pd pilihan gw utk di
273,2023-04-12,465280582.0,13673,jakarta,rudy susmanto minta kader gerindra fokus jadikan prabowo presiden tribunnews depok,Positive,rudy susmanto minta kader gerindra fokus jadikan tribunnews depok
295,2023-04-12,2221519400.0,11983,,jakarta lembaga survei indonesia lsi menyampaikan hasil surveinya terkait dukungan terhadap kandidat calon presiden di pemilu prabowo subianto,Positive,jakarta lembaga survei indonesia lsi menyampaikan hasil surveinya terkait dukungan terhadap kandidat calon di pemilu subianto
303,2023-04-12,4097650214.0,4630,,dasco menjelaskan sudah ada tiga partai politik yang bertemu dan menyatakan mendukung prabowo subianto sebagai calon presiden capres di pilpres prabowo subianto,Positive,dasco menjelaskan sudah ada tiga partai politik yang bertemu dan menyatakan mendukung subianto sebagai calon capres di pilpres subianto
304,2023-04-12,4097650214.0,4630,,ketua umum partai gerindra prabowo subianto disebutkan telah mengantongi dukungan dari tiga partai untuk maju sebagai calon presiden capres pada pemilu,Positive,ketua umum partai gerindra subianto disebutkan telah mengantongi dukungan dari tiga partai untuk maju sebagai calon capres pada pemilu
311,2023-04-12,48244182.0,510,"Jakarta Selatan, DKI Jakarta",silaturahmi ramadhan ke di soreang kab bandung,Negative,silaturahmi ramadhan ke di soreang kab bandung
325,2023-04-12,1017294361.0,6950,,jakarta setahun menjelang pilpres lembaga survei political statistics polstat merilis hasil survei terbaru tentang calon presiden capres prabowo subianto,Positive,jakarta setahun menjelang pilpres lembaga survei political statistics polstat merilis hasil survei terbaru tentang calon capres subianto
326,2023-04-12,3306055003.0,13730,San Andreas,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Positive,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan subianto lebih unggul dari dan dalam survei bursa calon untuk pemilu mendatang subianto
328,2023-04-12,1017294361.0,6950,,jakarta lembaga survei indonesia polling stations ips merilis hasil survei elektabilitas calon presiden capres setahun jelang pemilu prabowo subianto,Positive,jakarta lembaga survei indonesia polling stations ips merilis hasil survei elektabilitas calon capres setahun jelang pemilu subianto
334,2023-04-12,2428768339.0,8022,Senayan Jakarta Selatan,ketua umum partai gerindra prabowo subianto disebutkan telah mengantongi dukungan dari tiga partai untuk maju sebagai calon presiden capres pada pemilu,Positive,ketua umum partai gerindra subianto disebutkan telah mengantongi dukungan dari tiga partai untuk maju sebagai calon capres pada pemilu
337,2023-04-12,726059647.0,7961,,telah membuat semakin yakin kita semua bahwa pak prabowo akan menjadi presiden ri lanjut andre prabowo subianto,Positive,telah membuat semakin yakin kita semua bahwa pak akan menjadi lanjut andre subianto
340,2023-04-12,2420416704.0,14379,jakarta,pada kesempatan ini muzani berbicara mengenai pentingnya peran strategis kader gerindra untuk meringankan jalur perjuangan ketua umum yang juga calon presiden partai gerindra prabowo subianto untuk maju di pilpres,Positive,pada kesempatan ini muzani berbicara mengenai pentingnya peran strategis kader gerindra untuk meringankan jalur perjuangan ketua umum yang juga calon partai gerindra subianto untuk maju di pilpres
344,2023-04-12,1085653183.0,1445,,berikut ini hasil survei elektabilitas bakal calon presiden atau capres menjelang pilpres prabowo subianto,Positive,berikut ini hasil survei elektabilitas bakal calon atau capres menjelang pilpres subianto
352,2023-04-12,3306055003.0,13730,San Andreas,rudy susmanto mengingatkan tujuan utama partai gerindra dalam pemilu ini adalah memenangkan prabowo sebagai presiden prabowo subianto,Positive,rudy susmanto mengingatkan tujuan utama partai gerindra dalam pemilu ini adalah memenangkan sebagai subianto
353,2023-04-12,3306055003.0,13730,San Andreas,wasekjen dpp partai gerindra rudy susmanto mengatakan bahwa saat ini pihaknya tengah fokus untuk memenangkan prabowo subianto jadi presiden di mendatang prabowo subianto,Positive,wasekjen dpp partai gerindra rudy susmanto mengatakan bahwa saat ini pihaknya tengah fokus untuk memenangkan subianto jadi di mendatang subianto
354,2023-04-12,3306055003.0,13730,San Andreas,partai gerindra fokus menangkan prabowo jadi presiden wasekjen dpp ingatkan ini jelang pileg prabowo subianto,Positive,partai gerindra fokus menangkan jadi wasekjen dpp ingatkan ini jelang pileg subianto
359,2023-04-12,3306055003.0,13730,San Andreas,survei ini juga dimaksudkan untuk menggali persepsi pengguna sosial atau netizen dalam menentukan calon presiden indonesia prabowo subianto,Positive,survei ini juga dimaksudkan untuk menggali persepsi pengguna sosial atau netizen dalam menentukan calon indonesia subianto
384,2023-04-12,3306055003.0,13730,San Andreas,jakarta media survei nasional median merilis survei elektabilitas calon presiden jelang pemilu prabowo subianto,Positive,jakarta media survei nasional median merilis survei elektabilitas calon jelang pemilu subianto
387,2023-04-12,1322178134.0,2371,,mengunggulkan menteri pertahanan ri prabowo subianto sebagai calon presiden capres di pemilu prabowo subianto,Positive,mengunggulkan menteri pertahanan subianto sebagai calon capres di pemilu subianto
388,2023-04-12,3306055003.0,13730,San Andreas,jakarta menteri pertahanan menhan prabowo subianto dinilai cocok berpasangan dengan gubernur jawa tengah ganjar pranowo sebagai calon presiden dan wakil presiden caprescawapres di pilpres prabowo subianto,Positive,jakarta menteri pertahanan menhan subianto dinilai cocok berpasangan dengan gubernur jawa tengah sebagai calon dan wakil caprescawapres di pilpres subianto
400,2023-04-12,189190233.0,21546,"ÜT: -6.3480548,106.8316685",habib jafar bertemu presiden donk,Negative,habib jafar bertemu donk
401,2023-04-12,465280582.0,13673,jakarta,simak bukan ganjar anies ataupun prabowo ahli tarot ramal presiden itu keturunan jawa dan suka pakai topi poskota,Positive,simak bukan ataupun ahli tarot ramal itu keturunan jawa dan suka pakai topi poskota
402,2023-04-12,726059647.0,7961,,jakarta menteri pertahanan menhan prabowo subianto dinilai cocok berpasangan dengan gubernur jawa tengah ganjar pranowo sebagai calon presiden dan wakil presiden caprescawapres di pilpres,Positive,jakarta menteri pertahanan menhan subianto dinilai cocok berpasangan dengan gubernur jawa tengah sebagai calon dan wakil caprescawapres di pilpres
403,2023-04-12,481139211.0,3608,,aleh inismyname nah gw minta si bikin polling buat apa jd presiden apa buat buktiin tulisan si paham ngga sih lo,Negative,aleh inismyname nah gw minta si bikin polling buat apa jd apa buat buktiin tulisan si paham ngga sih lo
404,2023-04-12,726059647.0,7961,,jakarta lembaga survei indonesia polling stations ips merilis hasil survei elektabilitas calon presiden capres setahun jelang pemilu prabowo subianto,Positive,jakarta lembaga survei indonesia polling stations ips merilis hasil survei elektabilitas calon capres setahun jelang pemilu subianto
405,2023-04-12,726059647.0,7961,,jakarta setahun menjelang pilpres lembaga survei political statistics polstat merilis hasil survei terbaru tentang calon presiden capres prabowo subianto,Positive,jakarta setahun menjelang pilpres lembaga survei political statistics polstat merilis hasil survei terbaru tentang calon capres subianto
407,2023-04-12,726059647.0,7961,,jakarta elektabilitas menteri pertahanan menhan prabowo subianto meraih elektabilitas tertinggi sebagai calon presiden capres,Positive,jakarta elektabilitas menteri pertahanan menhan subianto meraih elektabilitas tertinggi sebagai calon capres
409,2023-04-12,726059647.0,7961,,jakarta elektabilitas prabowo subianto kokoh di posisi teratas sebagai calon presiden capres,Positive,jakarta elektabilitas subianto kokoh di posisi teratas sebagai calon capres
412,2023-04-12,154762720.0,838,Bandung ,inismyname siap ps selamanya jadi calon presiden,Negative,inismyname siap ps selamanya jadi calon
416,2023-04-12,1319417731.0,6222,,inismyname iya jokowi aja jd presiden didukung gerindra apalagi anies,Negative,inismyname iya jokowi aja jd didukung gerindra apalagi
431,2023-04-11,217975217.0,14707,,smoga pak prabowo bisa jadi presiden ri tahun  nanti,Positive,smoga pak bisa jadi tahun  nanti
432,2023-04-11,344063362.0,13003,chemin du ciel | rue servient,fahnoor inismyname visi jadi presiden dng misi  capres apa beda sunny tanuwidjaya dengan kalian yang dulu ngaku oposisi sekarang bersama penguasa oligarki atau dulu pro penguasa sekarang pro penguasa juga dng tunggangi pak prabowo,Negative,fahnoor inismyname visi jadi dng misi  capres apa beda sunny tanuwidjaya dengan kalian yang dulu ngaku oposisi sekarang bersama penguasa oligarki atau dulu pro penguasa sekarang pro penguasa juga dng tunggangi pak
491,2023-04-11,1322178134.0,2371,,prabowo subianto sedang di atas angin dalam survei bakal calon presiden jelang pilpres trennya positif prabowo subianto,Positive,subianto sedang di atas angin dalam survei bakal calon jelang pilpres trennya positif subianto
509,2023-04-11,2221519400.0,11983,,prabowo subianto dan zulhas saat ini samasama di kabinet indonesia maju pemerintahan presiden joko widodo periode,Positive,subianto dan zulhas saat ini samasama di kabinet indonesia maju pemerintahan joko widodo periode
528,2023-04-11,3306055003.0,13730,San Andreas,siapa yang akan terpilih menjadi presiden ri periode nampaknya juga tidak akan keluar dari ketiga tokoh tersebut kata alfin sugianto prabowo subianto,Positive,siapa yang akan terpilih menjadi periode nampaknya juga tidak akan keluar dari ketiga tokoh tersebut kata alfin sugianto subianto
530,2023-04-11,3306055003.0,13730,San Andreas,jakarta lembaga survei indonesia polling stations ips merilis hasil survei elektabilitas calon presiden capres setahun jelang pemilu prabowo subianto,Positive,jakarta lembaga survei indonesia polling stations ips merilis hasil survei elektabilitas calon capres setahun jelang pemilu subianto
531,2023-04-11,3306055003.0,13730,San Andreas,sebagai calon presiden capres untuk pemilu dengan tingkat keterpilihan sebesar persen prabowo subianto,Positive,sebagai calon capres untuk pemilu dengan tingkat keterpilihan sebesar persen subianto
537,2023-04-11,3306055003.0,13730,San Andreas,menempatkan prabowo subianto sebagai calon presiden capres yang paling banyak diminati warga jawa timur jatim pada pemilihan umum pemilu prabowo subianto,Positive,menempatkan subianto sebagai calon capres yang paling banyak diminati warga jawa timur jatim pada pemilihan umum pemilu subianto
538,2023-04-11,3306055003.0,13730,San Andreas,sebelumnya prabowo subianto mengaku siap jika diminta para kadernya untuk kembali mengikuti kontestasi pemilihan presiden pilpres prabowo subianto,Positive,sebelumnya subianto mengaku siap jika diminta para kadernya untuk kembali mengikuti kontestasi pemilihan pilpres subianto
578,2023-04-11,138234307.0,13066,Sisi Cai,pak prabowo orang yg sabar dan tidak pendendam kalopun tak lagi jadi presiden pak prabowo siap menjadi menteri apapunyang penting persatuan,Positive,pak orang yg sabar dan tidak pendendam kalopun tak lagi jadi pak siap menjadi menteri apapunyang penting persatuan
582,2023-04-11,484726401.0,9738,Medan,ramadhan kareeem tiada hari tanpa konsolidasi,Negative,ramadhan kareeem tiada hari tanpa konsolidasi
593,2023-04-11,116911237.0,21025,semarang,kesimpulan presiden adalah dengan wapres,Negative,kesimpulan adalah dengan wapres
595,2023-04-10,700716733.0,3146,Antarctica,semoga prabowo jadi presiden,Positive,semoga jadi
597,2023-04-10,65017264.0,3768,Manado,dah mulai panik sih,Negative,dah mulai panik sih
605,2023-04-10,1285340365.0,572,Sumenep,perubahan itu mksdx presiden itu pasti berubah apakah ke prabowo atau ke ganjar makanya anies gk ngomong perubahan program,Positive,perubahan itu mksdx itu pasti berubah apakah ke atau ke makanya gk ngomong perubahan program
613,2023-04-10,465280582.0,13673,jakarta,partai gerindra fokus menangkan prabowo jadi presiden wasekjen dpp ingatkan ini jelang pileg,Positive,partai gerindra fokus menangkan jadi wasekjen dpp ingatkan ini jelang pileg
615,2023-04-10,189190233.0,21546,"ÜT: -6.3480548,106.8316685",breaking news partai gerindra fokus menangkan prabowo subianto jadi presiden wasekjen dpp ingatkan ini jelang pileg,Positive,breaking news partai gerindra fokus menangkan subianto jadi wasekjen dpp ingatkan ini jelang pileg
623,2023-04-10,127146934.0,13833,Indonesia,the real president masih dikuasai rezimjika istana gak happy pencapresan anies itu wajar masih rezim skrg yg akan memimpin lihatlah nanti prabowo akan menjadi presiden,Positive,the real president masih dikuasai rezimjika istana gak happy pencapresan itu wajar masih rezim skrg yg akan memimpin lihatlah nanti akan menjadi
624,2023-04-10,30617522.0,449090,"Jakarta, Indonesia",prabowo subianto dan muhaimin iskandar siapkan koalisi jelang pilpres benar suksesi milik presiden jokowi,Negative,subianto dan muhaimin iskandar siapkan koalisi jelang pilpres benar suksesi milik jokowi
625,2023-04-10,1728928172.0,14755,,juli mr prabowo diberi mandat oleh presiden sbg penanggung jawab fe nov hutan di kalteng di kalteng dibabat untuk lahan singkong feb proses penanaman yg dijaga oleh tentara dimulai sampai akhirnya terbengkalai saat ini,Positive,juli mr diberi mandat oleh sbg penanggung jawab fe nov hutan di kalteng di kalteng dibabat untuk lahan singkong feb proses penanaman yg dijaga oleh tentara dimulai sampai akhirnya terbengkalai saat ini
634,2023-04-10,211421691.0,14121,"Jakarta Capital Region, Indone",hahahaha bentar lagi jokowi sdh selesai jadi presiden tinggal si prabowo,Positive,hahahaha bentar lagi jokowi sdh selesai jadi tinggal si
639,2023-04-10,3306055003.0,13730,San Andreas,sempat sedih karena prabowo tidak menang tapi mereka yakin pak prabowo menjadi presiden katanya prabowo subianto,Positive,sempat sedih karena tidak menang tapi mereka yakin pak menjadi katanya subianto
640,2023-04-10,3306055003.0,13730,San Andreas,saat ditanya siapa presiden warga tak ragu meneriakkan nama prabowo subianto prabowo subianto,Positive,saat ditanya siapa warga tak ragu meneriakkan nama subianto subianto
642,2023-04-10,3306055003.0,13730,San Andreas,dukungan masyarakat sumbar masih kepada prabowo subianto dalam pemilihan presiden pilpres mendatang,Positive,dukungan masyarakat sumbar masih kepada subianto dalam pemilihan pilpres mendatang
643,2023-04-10,41673261.0,3968,Manado,prediksi pribadi kehadiran ibu ketum perjuangan bersama menhan di hut tni au adalah moment menyatukan visi calon presiden sdgkan pak ke jateng itu utk fix kan gp jadi cawapres anakkolong,Negative,prediksi pribadi kehadiran ibu ketum perjuangan bersama menhan di hut tni au adalah moment menyatukan visi calon sdgkan pak ke jateng itu utk fix kan gp jadi cawapres anakkolong
678,2023-04-10,2428768339.0,8022,Senayan Jakarta Selatan,prabowo juga menggoda yusril agar mendukungnya menjadi calon presiden capres pada pilpres prabowo subianto,Negative,juga menggoda yusril agar mendukungnya menjadi calon capres pada pilpres subianto
689,2023-04-10,1085653183.0,1445,,andre rosiade menyebut prabowo sebagai solusi keberlanjutan pemerintahan presiden joko widodo jokowi yang akan selesai di prabowo subianto,Negative,andre rosiade menyebut sebagai solusi keberlanjutan pemerintahan joko widodo jokowi yang akan selesai di subianto
690,2023-04-10,1085653183.0,1445,,andre rosiade prabowo tokoh pemersatu bangsa cocok jadi presiden prabowo subianto,Positive,andre rosiade tokoh pemersatu bangsa cocok jadi subianto
704,2023-04-10,1487218201.0,11733,Kalibata City Jaksel,pilpres megawati amp prabowo vs sby amp boediono mereka semeja makan yang rusuh pasukan hore di bawah sampe rela demo berjilid rela mati untuk idola radikal radikul khilafahpki nyatanya setelah idola jd presiden abg sate tetap dorong gerobak semoga sdh cerdas,Negative,pilpres megawati amp vs sby amp boediono mereka semeja makan yang rusuh pasukan hore di bawah sampe rela demo berjilid rela mati untuk idola radikal radikul khilafahpki nyatanya setelah idola jd abg sate tetap dorong gerobak semoga sdh cerdas
