,Date,User ID,Tweet,label,Clean
303,2023-04-11,91103761.0,harapan amp doa terbaik dari tokoh masyarakat amp guru ngaji di sumenep madura  presiden jokowi amp ganjar pranowo dan pastinya ganjar mampu meneruskan visi misi presiden jokowi demi kepemimpinan di aamiin,Positive,harapan doa terbaik dari tokoh masyarakat guru ngaji di sumenep madura jokowi dan pastinya mampu meneruskan visi misi jokowi demi kepemimpinan di aamiin
304,2023-04-11,990237626.0,gubernur jawa tengah ganjar pranowo dikabarkan telah mendapatkan restu dari ketua umum pdi perjuangan megawati soekarnoputri untuk menjadi calon presiden pada pemilu,Positive,gubernur jawa tengah dikabarkan telah mendapatkan restu dari ketua umum pdi perjuangan megawati soekarnoputri untuk menjadi pada
305,2023-04-11,185275415.0,segenap masyarakat sumenep madura mendukung penuh pak ganjar pranowo sbgai capres di pilpres mendatang yg akan meneruskan visi dan misi presiden jokowi membuat bangsa indonesia tercinta menuju indonesia emas,Positive,segenap masyarakat sumenep madura mendukung penuh pak sbgai capres di mendatang akan meneruskan visi dan misi jokowi membuat bangsa tercinta menuju emas
312,2023-04-11,91185042.0,sumenep full dukung pak ganjar pranowo menjadi presiden pada semoga doa doa yg baik di kabulkan oleh allah swt aamiin,Positive,sumenep full dukung pak menjadi pada semoga doa doa baik di kabulkan oleh allah swt aamiin
316,2023-04-11,1468603104.0,gak urus sama yang suka teriak sepakbola karena ngurus negara gak cuma ngurus sepakbola banyak masalah yang juga harus diurus jadi tetap ganjar presiden nya,Positive,urus sama yang suka teriak sepakbola karena ngurus negara cuma ngurus sepakbola banyak masalah yang juga harus diurus jadi tetap
317,2023-04-11,3672722779.0,ganjar pranowo bersama presiden di pasar selo boyolali pagi ini april keterangan pers presiden jokowi saat kunjungi pasar cepogo boyolali april,Positive,bersama di pasar selo boyolali pagi ini april keterangan pers jokowi saat kunjungi pasar cepogo boyolali april
334,2023-04-11,2209990345.0,tingginya tingkat elektabilitas digital ganjar pranowo antara lain disebabkan oleh banyaknya kriteria yang dimilikinya yang diyakini merupakan kriteria utama untuk seorang calon presiden di pemilu presiden tahun mendatang,Positive,tingginya tingkat elektabilitas digital antara lain disebabkan oleh banyaknya kriteria yang dimilikinya yang diyakini merupakan kriteria utama untuk seorang di tahun mendatang
348,2023-04-11,185275415.0,presiden bersama gubernur jateng pak ganjar pranowo amp walikota solo gibran rakabuming menghadiri peringatan zayed humanitarian day yang digelar di swisbel hotel kota surakarta provinsi jawa tengah pada senin malam april,Positive,bersama gubernur jateng pak walikota solo gibran rakabuming menghadiri peringatan zayed humanitarian day yang digelar di swisbel hotel kota surakarta provinsi jawa tengah pada senin malam april
376,2023-04-10,1285340365.0,perubahan itu mksdx presiden itu pasti berubah apakah ke prabowo atau ke ganjar makanya anies gk ngomong perubahan program,Positive,perubahan itu mksdx itu pasti berubah apakah ke atau ke makanya gk perubahan program
377,2023-04-10,185275415.0,tetap akrab dan melekat hubungan kedua pemimpin ksygn dimana pak ganjar pranowo semobil mendampingi tugas presiden jokowi dari kediaman di sumber solo ke pasar selo boyolali senin april senang aku tuh lihat kebersamaan pak ganjar amp pakde jokowi,Positive,tetap akrab dan melekat hubungan kedua pemimpin ksygn dimana pak semobil mendampingi tugas jokowi dari kediaman di sumber solo ke pasar selo boyolali senin april senang aku lihat kebersamaan pak pakde jokowi
378,2023-04-10,185275415.0,kebersamaan dua pemimpin hebat yg menyenangkan untuk kita lihat malam ini senin april presiden jokowi dan pak ganjar pranowo salat tarawih jamaah di masjid syeikh al zayed solo dua pemimpin amanah semoga sehat selaluamin,Positive,kebersamaan dua pemimpin hebat menyenangkan untuk kita lihat malam ini senin april jokowi dan pak salat tarawih jamaah di masjid syeikh al zayed solo dua pemimpin amanah semoga sehat selaluamin
379,2023-04-10,46693036.0,deklarasi dukung ganjar presiden masyarakat ntb kukuhkan des ganjar,Positive,deklarasi dukung masyarakat ntb kukuhkan des
384,2023-04-10,185275415.0,malam ini presiden dan pak salat tarawih jamaah di masjid syeikh al zayed solo adem dan bahagia lihat kebersamaan kedua pemimpin hebat ini jokowi di hati ganjar di nanti,Positive,malam ini dan pak salat tarawih jamaah di masjid syeikh al zayed solo adem dan bahagia lihat kebersamaan kedua pemimpin hebat ini jokowi di hati di nanti
398,2023-04-10,3827798354.0,ganjar pranowo sang capres pdip rabu april salah satu orang dekat ganjar pranowo mendapat kabar mengejutkan ganjar mengantongi restu partai untuk melaju ke pilpres dan bakal dideklarasikan sebagai calon presiden,Positive,sang capres pdip rabu april salah satu orang dekat mendapat kabar mengejutkan mengantongi restu partai untuk melaju ke dan bakal dideklarasikan sebagai
399,2023-04-10,185275415.0,dududu lihat aja nih gaess pak ganjar pranowo di ajak masuk untuk bisa semobil sama presiden jokowi lagi nih kode keras dari pak jokowi untk tetap mendukung pak ganjar pranowo bagaimana perasaanmu wahai amatiran pengamat dadakan kesel yaaaa,Positive,dududu lihat gaess pak di ajak masuk untuk bisa semobil sama jokowi lagi kode keras dari pak jokowi untk tetap mendukung pak bagaimana perasaanmu wahai amatiran pengamat dadakan kesel yaaaa
400,2023-04-10,185275415.0,tak kan goyah walau digoyang dgn isu murahan gerombolan sebelah dua pemimpin hebat yg tidak mudah di provokasi oleh kalian yg slalu ingin menjatuhkan keduanya lihat saja presiden jokowi pun lebih memilih bersama pak ganjar pranowo bersama membagikan sembako amp bantuan blt,Positive,tak kan goyah walau digoyang isu murahan gerombolan sebelah dua pemimpin hebat tidak mudah di provokasi oleh kalian slalu ingin menjatuhkan keduanya lihat saja jokowi pun lebih memilih bersama pak bersama membagikan sembako bantuan blt
408,2023-04-10,117694469.0,senin penuh cerita akankah berita ini akan bisa saingi kemesraan presiden jokowi dan ganjar atau dengan sedikit sentuhan survei lsi bisa naik bila ikut dalam pasangan capres cawapres tunggu ya chapter nya,Positive,senin penuh cerita akankah berita ini akan bisa saingi kemesraan jokowi dan atau dengan sedikit sentuhan lsi bisa naik bila ikut dalam pasangan capres cawapres tunggu chapter
410,2023-04-10,2917435673.0,nek aku jkw mas ganjar gp pripun pak jkw jkw reneo melok aku gp nggih tumut nek aku ngiro kon terus maju nyalon presiden,Positive,nek aku jkw mas gp pripun pak jkw jkw reneo melok aku gp nggih tumut nek aku ngiro kon terus maju nyalon
411,2023-04-10,2655442453.0,budayawan sekaligus pengamat politik eros djarot menyodorkan bakal pasangan calon ganjar pranowo dan mahfud md kepada pdi perjuangan agar bisa memenangi pemilihan presiden dan berpotensi besar mengalahkan koalisi kebangsaan,Positive,budayawan sekaligus pengamat politik eros djarot menyodorkan bakal pasangan dan mahfud md kepada pdi perjuangan agar bisa memenangi pemilihan dan berpotensi besar mengalahkan koalisi kebangsaan
415,2023-04-10,229832704.0,ri yang diberikan kaos dan dompet saya tidak tahu apa ada isinya atau tidak di dalam dompet tsb karena begitu terlihat kaos dan dompet bergambar ganjar pranowo presiden saya menolak menerimanya,Negative,yang diberikan kaos dan dompet saya tidak tahu apa ada isinya atau tidak di dalam dompet tsb karena begitu terlihat kaos dan dompet bergambar saya menolak menerimanya
419,2023-04-10,3757343238.0,kode keras presiden jokowi untuk ganjar pranowo meneruskan kepemimpinan jokowi di tahun,Positive,kode keras jokowi untuk meneruskan kepemimpinan jokowi di tahun
420,2023-04-10,2714869507.0,pemilih pasangan jokowi dan maruf amin akan tetap memilih ganjar pranowo sebagai presiden pada pilpres,Positive,pemilih pasangan jokowi dan maruf amin akan tetap memilih sebagai pada
427,2023-04-10,185275415.0,presiden jokowi memilih  bersama pak ganjar pranowo membagikan sembako dan blt di pasar selo solo kpda masyarakat yg membutuhkan jadi plz jgn goreng isu basi kalian para provokator amp oposan pepesan kosong buat benturkan pemimpin hebat ini jokowi di hati ganjar di nanti,Positive,jokowi memilih bersama pak membagikan sembako dan blt di pasar selo solo kpda masyarakat membutuhkan jadi plz jgn goreng isu basi kalian para provokator oposan pepesan kosong buat benturkan pemimpin hebat ini jokowi di hati di nanti
433,2023-04-10,185275415.0,lagi dan lagi gubernur jateng pak semobil mendampingi tugas presiden dari kediaman di sumber solo ke pasar selo boyolali senin april lihat kebersamaan kedua pemimpin hebat ini memang menyenangkan tapi tidak bagi kaum oposan tetap ganjar,Positive,lagi dan lagi gubernur jateng pak semobil mendampingi tugas dari kediaman di sumber solo ke pasar selo boyolali senin april lihat kebersamaan kedua pemimpin hebat ini memang menyenangkan tapi tidak bagi kaum oposan tetap
448,2023-04-10,229832704.0,siang ini mereka yang mengatasnamakan relawan ganjar pranowo membagikan kaos amp dompet di sekitar rumah warga termasuk ke rumah saya dengan tagline ganjar presiden bagi yang mau menerima nomor rumahnya dicatat oleh relawan apakah sudah masa kampanye cc ri,Negative,siang ini mereka yang mengatasnamakan relawan membagikan kaos dompet di sekitar rumah warga termasuk ke rumah saya dengan tagline bagi yang mau menerima nomor rumahnya dicatat oleh relawan apakah sudah masa kampanye cc
451,2023-04-10,46693036.0,hasil survei lembaga survei indonesia lsi menunjukkan pemilih pasangan joko widodo dan maruf amin pada pilpres memilih ganjar pranowo sebagai presiden pada pemilihan presiden pilpres,Positive,hasil lembaga lsi menunjukkan pemilih pasangan joko widodo dan maruf amin pada memilih sebagai pada pemilihan
454,2023-04-10,2385926900.0,hari ini tanggal presiden jokowi mobil bareng capres ganjar meninjau pasar selo boyolali presiden jokowi hati dgn  ganjar ayo sahabatku akun pro nkri kita bersatu kembali demi bangsa kita indonesia pasangan ini tidak akan jauh dari gp ps atau ps gp,Positive,hari ini tanggal jokowi mobil bareng capres meninjau pasar selo boyolali jokowi hati ayo sahabatku akun pro nkri kita bersatu kembali demi bangsa kita pasangan ini tidak akan jauh dari gp ps atau ps gp
455,2023-04-10,154435354.0,pak semobil mendampingi presiden ke pasar selo boyolali meninjau harga kebutuhan pokok menjelang lebaran alhamdulillah harga stabil lihat mereka baik aja yuk saatnya jokower bersatu kita cari penerus jokowi jokowi dihati ganjar dinanti,Positive,pak semobil mendampingi ke pasar selo boyolali meninjau harga kebutuhan pokok menjelang lebaran alhamdulillah harga stabil lihat mereka baik yuk saatnya jokower bersatu kita cari penerus jokowi jokowi dihati dinanti
473,2023-04-10,18071520.0,berdasarkan hasil survei lsi ganjar pranowo unggul persen dari nama bakal calon presiden pada pemilu,Positive,berdasarkan hasil lsi unggul persen dari nama bakal pada
481,2023-04-09,91185042.0,trisakti gantertrisakti ganjar pranowo terangterangan mendukung ganjar pranowo untuk menjadi calon presiden pada pemilu woahhh mantab nih tadinya sih sempet mikir kirain ganter itu ganjar erik eh sumber,Positive,trisakti gantertrisakti terangterangan mendukung untuk menjadi pada woahhh mantab tadinya sempet mikir kirain ganter itu erik eh sumber
489,2023-04-09,1044027295.0,ganjar pranowo sudah mendapat lampu hijau dari presiden jokowi untuk maju dalam pilpres masyarakat juga meyakini bahwa ganjar adalah sosok yang bisa meneruskan kepemimpinan presiden jokowi,Positive,sudah mendapat lampu hijau dari jokowi untuk maju dalam masyarakat juga meyakini bahwa adalah sosok yang bisa meneruskan kepemimpinan jokowi
492,2023-04-09,172766975.0,prabowoganjaranies kalau orang ini nanti menjadi calon presiden pada tahun menurutmu siapa yg akan dapat suara terbanyak ayo dipilih dipilih ditutup besok senin jam ya,Negative,prabowoganjaranies kalau orang ini nanti menjadi pada tahun menurutmu siapa akan dapat suara terbanyak ayo dipilih dipilih ditutup besok senin jam
494,2023-04-09,154102750.0,survei lsi ganjar pranowo masih teratas jadi calon presiden,Positive,lsi masih teratas jadi
508,2023-04-09,1044027295.0,pengamat politik pangi syarwi chaniago menilai duet gubernur jateng ganjar dan menhan prabowo sebagai pasangan calon presiden capres dan calon wakil presiden cawapres berpeluang besar memenangkan pilpres,Positive,pengamat politik pangi syarwi chaniago menilai duet gubernur jateng dan menhan sebagai pasangan capres dan wakil cawapres berpeluang besar memenangkan
