,Tweet,label
71,emang yang lain bisa pidato seperti ini yg disampaikan adalah kenyataan bukan pernyataan yang cuma bisa janji apalagi pake gebrak meja terlebih yg cumanya deketin presiden nggak usah adu debat dng beliau putus kalian,Negative
72,  presiden ragunan,Negative
73,gerakan muda terus bergerak merangkul merajut tenun kebangsaan indonesia perubahan indonesia sejahtera  presiden,Positive
74,kereta cepat cepat cepat,Negative
75,pak  ustadz mana yg hafus ditemui dan ustadz juga tahu siapa saja yg layak ditemui barokallah pak  dan gus baha,Positive
76,inssaallah allah berkehendak pak  presiden siapapun lawan nya bilamana takdir beliu yg akan mensejahterakan rakyat indonseia menuju perubahan lebih baik,Positive
77,gsp   for presiden,Positive
78,lu jadiin masjid dan takjil sebagai materi cerita bohong,Negative
79,romadhon ketika amal dilipat gandakan ketika doa diijabah pak  menyepi insya allah,Positive
80,kita doakan bu tatak tetap sehat agar bisa melihat pak  di lantik jadi presiden ri yg ke,Positive
81,bismillah bi idznillah semoga allah meridhoi pak  jadi presiden,Positive
83,udah diem lo doain aja pak  jadi presiden ntar lo para buzzerrp kagak ngemid cari nasi bungkus kayak gini kere,Positive
85,selama ini si curut sitompul nggak waras kalau lgi memfitnah   presiden ri,Positive
86,festival hadrah seprovinsi jawa timur ishari nu gema abw via,Positive
87,festival hadrah ramadhan  ishari nu gema abw,Positive
88,mantap benar deh untuk presiden nya  saja lebih mantap dan okee,Positive
89, presiden ri insya allahsehat terus pak,Positive
90,jsp  ahy presiden dan wakil presiden ri saat indonesia sudah hampir masuk ke jurang kehancuran china minta apbn jadi jaminan proyek kereta api cepat,Positive
92,saat di madinah mashaallah sampai penjual di madinah pun tahu pak bismillah pak  jadi presiden biidznillah,Positive
93,samosir sabar   presiden ri,Positive
94,salam perubahan dan perbaikan untuk indonesia lebih baik demokrat jaya pancasila abadi   ahy presiden dan wakil ri di amin,Positive
95, presiden ri insya allah,Positive
96,gerakan perubahan menuju indonesia yang lebih baik  presiden,Positive
97,rezim jokowi sungguh jahat membodohi rakyat dgn menabrak konstitusi hanya untuk ambisi kekuasaan rakyat sdh punya sikap tegas bahwa presiden terpilih di pemilu adlh   hanya lah sosok yg akan membawa perubahan indonesia yg lebih baik menuju keadilan,Positive
98,samosir insya allah   for presiden semoga allah mengabulkan doa kami semoga di pemilu  tidak dicurangi oleh manusia zholim,Positive
99,waras alhamdulillah keinginan rakyat akal sehat unk mendukung dan mengawal pak  semua bukan keinginan pak  jd kalian juga melihat ya aura pemimpin sdh terlihat presiden aamiin,Positive
100,pertama yg sy blg takut itu bowo dan koalisinyayg kedua ves kami tdk cinta metro tv tp kami cinta  yg moga jd presiden nkri trus ketiga apakah klen jg cinta abu janda dan ferdinand yg dukunh bowo krn klen dah mirip mrkini lagu baru krn pembaharuan,Positive
101,partai berdiri bersama berkomitmen bersama untuk membangun perubahan untuk indonesia yang lebih baik menuju peradaban baru partai ke nya duta peradaban pendukung partai dalam mengusung  rasyid  sebagai calon presiden setuju ga fathur,Positive
102,nakula pecah jutaan jemaah teriakkan  presiden ke,Positive
103,benar orang yg amanah memiliki ciri rasa kepedulian sosial amp memiliki solusi mengatasi masalah tdk diragukan kalau   didukung banyak warga masyarakat yg menginginkan perubahan dan perbaikan ayo rapatkan barisan indonesia memanggil  presiden semangat,Positive
104,insyaallah malah naik bila tetap dukung   jd presiden,Positive
105,cent mohon doanya pak ganjar pranowo dipilih rakyat jadi presiden nya bukan   yaaa paham,Negative
106,koalisi perubahan demokrat nasdem dan pks siap antar  presiden,Positive
107,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan   dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Negative
108,inismyname fahnoor smoga sikap yg sama saat  yg terpilih presiden,Positive
109,dan   dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Negative
110,dalam menghadapi pilpres nasdem sebelumnya telah mendeklarasikan mantan gubernur dki jakarta   sebagai calon presiden prabowo subianto,Positive
111,in syaa allah  presiden ri,Positive
113,survei terbaru mengenai bursa calon presiden untuk pemilu yang dilakukan indonesia survey center isc menemukan bahwa prabowo subianto unggul dari ganjar pranowo dan   prabowo subianto,Negative
114,mungkin terbaik di jateng untuk yang terbaik di nusantara inilah orang nya  for presiden cebong ulah marah biasa bae itu nyata,Positive
115, presiden,Positive
116,inismyname pilih ps pilih  rasyid  insyaa allah presiden ri periode dan aamiin allahumma aamiin,Positive
117,ketua badan pembina orgasi keanggotaan dan kaderisasi bpopkk dpp partai demokrat herman khaeron buka suara soal adanya isu yang mengusung menko polhukam mahfud md sebagai pendamping   pada pemilihan presiden,Positive
118,dalam beberapa bulan terakhir dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan   prabowo subianto,Negative
119,sampai detik ini masih setia sama   bagi yang masih setia di like coment dan tweet dengan bismillah   akan menjadi presiden ri terbaik,Positive
122,siapakah yang paling pantas menjadi presiden ri periode  rasyid  prabowo subianto ganjar pranowo total suara berikan suara anda klik link tolong forward ke group dan temantemanmu ya,Negative
124,wahai orang baik  dikenal solid ayo follow acount resmi pks dan presiden pks agar tembus juta follower sd rabu februari pks menang  presiden lihat video ayiceopesantrenpolitikcom,Positive
125,samosir marm sy dukung penuh prabowo calon presiden ri sedangkan presiden ri serahkan pada yg kompeten yakni  rasyid ,Positive
128,masyarakat madani sdh cerdas dgn kecerdasan itu dukungannya untuk bung  as presiden usaha amp upaya dilakukan hanya karena alloh semata dn kemengan adalah hanya miliknyabarokalloh,Positive
129,wajib di lanjutkan presiden selanjutnya maka dari itu jangan pilih  jakarta sdh jd korban kedunguan ,Negative
130,pengasuh pp darul ulum rejoso jombang restui  jadi presiden di,Positive
131,sy dukung   jadi presiden ke,Positive
133,papazola sejak presiden yg pertama sd presiden hari ini semuanya tdk ada yg mampu mewujudkan sumpahnya derita ibu pertiwi hari ini semakin parah in syaa alloh pertolongan dn ridhonya segera menghadirkan bung  as president aaamiiin,Negative
134,kalau takut dengan pembiayaan kereta cepat kasih tahu  tidak usah ikutan pilpres tahun berbahaya gitu presiden adalah orang indonesia asli,Negative
135,inismyname   saja anak muda cerdas inshaallah menjadi presiden ri,Positive
136,waras insyaallah   menang  presiden ri aamiin ya rabb,Positive
138,nanti akan ada tweet poto  dgn pak kiyai judulnya kiyai nu memberikan dukungan kepada   utk maju presiden,Positive
139,saya dukung penuh prabowo dll maju capres dan untuk presiden ri tetap  rb,Positive
140,saya dukung prabowo dll capres dan untuk presiden ri tetap  rb,Positive
141,semoga pak prabowo tetap jadi menteri pertahanan saat pak  presiden indonesia,Positive
142,bahrawi tahun insya allah pak   jadi presiden kalo manusia alim agama itu seperti drum isi air kalo air nya isi sedikit goyang coba air nya full ga goyang sama sekali kalo orang islam jelek jelekin sesama islam itu orang islam apa nama nya,Positive
143,bung  jaga kesehatan anda is the best jaga kehormatan orang shaa allah anda jadi presiden ri,Positive
144,semoga nanti pak   jd presiden,Positive
145,fahnoor inismyname kok saya gak yakin saya lebih percaya pak   jd presiden ri di nanti buktinya lihatlah miniatur nkri yaitu jakarta yg maju pesat selama dipimpin pak ,Positive
146,presiden prediksi gwklau  prabowo pasti  ganjar nyungsep,Negative
147,samosir berjuang itu butuh keberanian dan keahlian perjuangan itu butuh pengorbanan pak  presiden menuju indonesia super power,Positive
148, presiden ri di deh,Positive
149,efek positif pecalonan   sebagai presiden ini kata ketua nasdem kota serang,Positive
150,asmara setuju yg penting   presiden nya th,Positive
151,cayah lihatlah orang yg dipecat  jonan susi rizal ramli lalu bandingkan dg yg tersisa akan tersimpulkan presiden gak perlu orang baik dan pintar yg penting bisa jilat,Positive
152,mudahan presiden republik indonesia  ,Positive
153,aamiin insyaallah bapak  rasyid  presiden indonesia ke maka perubahan itu akan nyata sebagai contoh kbbi berubah sesuai pak  korupsi akan jadi diganti kelebihan bayar pembangunan spektakuler satu atau dua sisanya ganti nama yang sudah ada,Positive
154,nng ok,Positive
155,raffi sama nagita nasibnya ga akan jauh beda sama bohir yg sekarang lagi sibuk ngamanin periode kalau  jadi presiden,Positive
156,saya akan dukung  kalo untuk presiden ri ke,Positive
157,insyaa allah rakyat menjatuhkan pilihan untuk pak   sebagai presiden demi perubahan,Positive
158,biarkanlah cebong kan otak pada bloon gasss pooollll untuk perubahan  for presiden ulah marah dia bong,Negative
159,pak moeldoko membantah tudingan ahy bahwa peninjauan kembali pk yang dilayangkan untuk menjegal   sebagai calon presiden gak ada hubungannya dengan  suka berhalusinasi,Positive
160,wakil presiden ri ke dan ke jusuf kalla jk mengaku telah mengusulkan nama bakal calon wakil presiden ke bakal calon presiden usungan partai nasdem   jk mengungkap ada dua kriteria yang cocok mendampingi ,Negative
161,sejumlah elemen masyarakat yang berlatarbelakang akademisi pengusaha hingga kelompok milenial yang bergabung dalam relawan koalisi indonesia teman  kita mendeklarasikan dukungan untuk bakal calon presiden   di pilpres,Positive
162,iya nih  for presiden berat melawan nya karena pendukung kita cuma otak kodok mending pilih  saja lah dari pada malu karena rakyat sdh byk yg waras,Positive
163,prabowo puan vs  khofifah siapa jadi presiden ri,Negative
164,pilihlah   for presiden begitulah pesan untuk perubahan,Positive
165,pesan saya untuk   presiden pilihan nya kan panas tuh kuping ebong,Positive
166,dukung  jadi presiden mesjid karna  suka bernarasi soal dirinya di dalam mesjid,Negative
168,dalam survei mengenai calon presiden untuk pemilihan umum peneliti senior dari indonesia survey center isc chairul ansari menyajikan empat alasan mengapa prabowo subianto memiliki keunggulan dari ganjar pranowo dan  ,Negative
169,hidup  presiden ke,Positive
170,pilpres ganjar mahfud md prabowo eric thohir andika perkasa ini baru sama kuat kita tetap pilih prabowoeric thohir kata gusdur saatnya prabowo masa tua jadi presiden dan dukungan presiden jokowi juga,Negative
172,jokowi dengan segala cara berusaha menggagalkan rencana  untuk maju sebagai calon presiden kata nuim hidayat manuver firli bahuri di kpk untuk memperkarakan  dalam kasus formula  ada yang menyatakan sepengetahuan jokowi jelasnya,Negative
174,gmna mau jadi presiden deklarasi aj belum sungut doang ngabocot eweh bukti ngimpi doang dia gasss pooollll untuk perubahan  for presiden cebong sm buzzerrp udh dapetin receh belon tuh,Positive
175,di sisi lain hasil survei lembaga survei indonesia lsi juga menunjukkan elektabilitas antara tiga calon presiden capres potensial di pemilu yaitu ganjar pranowo prabowo subianto dan   sama kuat prabowo subianto,Positive
176,mending pilih yang sdh pasti   for presiden tv,Negative
177,dan saya berpesan agar nanti pilih   for presiden kan semakin mantap,Positive
179,dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan   prabowo subianto,Negative
180,dan saya sangat yakin  jadi presiden ke,Positive
183,koruptor menyebar,Negative
184,viva politik peneliti senior indonesia survey center isc chairul ansari memaparkan empat alasan prabowo subianto unggul dari ganjar pranowo dan   dalam survei bursa calon presiden untuk pemilu,Negative
186,sebagus apapun hasil kerjamu dimata si pembenci tetaplah jelek  ,Positive
187,siti nurmarkesi adalah tokoh golkar yang juga bupati kabupaten kendal jawa tengah tahun perjuangkan mas presiden di jawa tengah,Positive
188,jgn curhat dong ah kita doakan  jd presiden,Positive
189,andai pak sandi ini ga nerima pinangan jd cawapres dan tetap jd wagub bs jd gubernur dki andai  yg kepilih jd presiden bs jd cawapres  bs jd presiden,Positive
190,chotimah ri buzzerp recehan makin panik dan ketakutan   presiden ri,Positive
191,sudah hilang akal buzzerp recehan untuk memfitnah   presiden,Positive
192,bidik firli jangan sampai lolos lihat video  presiden,Positive
193,faktanya dalam video tidak ada pembahasan terkait wakil presiden maruf amin dan raja salman arab saudi dukung  di pilpres gambar thumbnail merupakan hasil editan dari beberapa gambar yang berbeda selengkapnya di,Positive
194,sebuah kanal youtube bernama suasana politik indonesia mengunggah video berdurasi menit dengan judul dukungan  meroketbangbangraja slaman amp wakil presiden dukung sukseskan  pilpres,Positive
195,salah wakil presiden maruf amin dan raja salman dukung sukseskan  pilpres,Positive
196,toktok,Negative
198,inismyname toktok,Negative
200,inismyname fahnoor toktoktok,Negative
201,loo aja saranin jangan sampai ps pimpin negri ini skrng loo suruh dukung psapes banget idup loo,Negative
202,yg pertama tama penjarah orang ini jika  presiden,Positive
203,sya tak mau terkecewakan yg ke kali hadirkan lah kompetisi yg sehat dan fair insyaa allah pak  akan menjadi presiden nya di,Positive
204,pengasuh pp darul ulum rejoso jombang restui  jadi presiden di kebersamaan dalam keadilan sosial bagi seluruh rakyat indonesia jateng mp relawan,Positive
206,kita doakan aja mudahan  rasyid  jd presiden indonesia amiin,Positive
207,fahnoor yg jelasgua ga mau punya presiden wni keturunan arab yg didukung fpihtipapks dan kadrunista lainnya itu ajasih kalau blom liat si  kalah pilpres ga akan sembuh gua wakakaakakakak,Negative
208,di pilpres teriak nuntut presiden berikut harus meneruskan hasil rejim terdahulu namun kelakuan gerombolan nya di dki ngobrakabrik semua pencapaian gubernur ,Positive
209,calon presiden yg selalu di hujat dan di fitnah oleh para pembenci ,Positive
210,sang perubahan   mari kita pilih beliau sebagai presiden republik indonesia priode,Positive
211,insya allah pak  presiden republik indonesia,Positive
212,soal duet sandi di pilpres jubir pks sangat mungkin meski demikian pihaknya tetap menyerahkan sepenuhnya keputusan calon wakil presiden cawapres kepada  mp hero relawan,Positive
213,bukalah apa yang tertutup aamiin  for presiden,Positive
214,selama  maju di pemilu maka iblis dr bani cebong spt ade ini akan selalu berusaha sekuat tenaga mengganggu utk menggagalkn pencalonan  sbg capreskrn iblis akn kepanasan klo org baik jd presiden,Positive
215,gasss pooollll terus untuk perubahan  for presiden,Positive
216,buat apa coba gasss pooollll untuk perubahan  for presiden jgn marah lah itu pilihan ane terserah lu mau siape ke emang gue pikirin,Positive
217,dukung   for presiden ri,Positive
218,fungsi bumn dimata  dan diselaraskan dengan pikiran bapak ekonomi indonesia bung hatta is the best presiden,Positive
219,realistis aja bang indonesia gak cuma bola itu bener tp swing voters ganjar beralih itu pasti swing voters itu bukan pendukung loyal soalnya ganjar skrg sisa pendukung loyal aja lu bacot terus buat naikin elektabilitas ganjar sory presiden kalau gak prabowo ya ,Negative
220,andriana saya dukung pak  jadi presiden indonesia ke jaya jaya jaya,Positive
221,diwangga didu ri lu buta itu ada tulisan the next presiden kalau masalah belum resmi jd capres semua juga ga ada yg resmi termasuk  oon,Negative
222,ketika koruptor dieluelukan ciri negeri sudah dikuasai mafia silahkan rakyat menilai,Negative
223,bagus itulah patriot bangsa tidak jadi apapun tidak masalah yg penting berbuat baik sesuai dengan kemampuan bagi bansa ini kami butuh keteladanan dan perubahan buat bangsa ini  for presiden,Positive
224,luhut nnti jadi jaminan penjarah dll jika  presiden,Positive
225,inshaallah  presiden perjanjian dengan china maupun kontraknya pasti dibatalkan  seperti ygterjadi di malaysia begitu mahatir terpilih jadi pm mantan pmnya masuk penjarah,Positive
226,lucu saja  survey terendah tapi saban hari topik cebong seputaran  saja jgn  capres terpopuler utk si miduk jejak digital fitnah  cacianny bsa dipertanggung jawabkan nanti dipengadilan semoga  jadi presiden,Positive
227,semoga pak  presiden,Positive
228,in sya allah tetap pak   presiden ri,Positive
229,samosir rakyat luas semakin paham bahwa orang baik akan banyak ujian dlm menghadapi orang zalim mereka gerah putus asa krn sebentar lagi akan lahir pemimpin yg benar amanah utk mewujudkan perubahan kearah yg lebih baik  sosok yg ditakdirkan dan diamanatkan menjadi presiden,Positive
230,buka puasa bersama warga kampung batuah kalimantan selatan sekitar penghuni warga kampung ini menyatakan sikap mendukung mas presiden ri,Positive
231,didu ri kalau inimah sedekah pak meski jelas foto terpanpang dan ada tulisan presiden alasannya karena bukan  pelakunya tapi kalau  meski jumatan dimasjid maka itu kampanye anda sehat ri,Negative
232, untuk presiden,Positive
233,itu kata anda bukan kata kami yg mayoritas menghendaki pak  jadi presiden,Positive
234,iya memang kenapa mereka ini ingin membela bangsanya yaitu negara kesatuan republik indonesia agar kedepan lebih bermartabat dan lebih disegani oleh kawan maupun lawan saya meyakini jika pak  terpilih jadi presiden in syaa allah negara akan tentram damai,Positive
235,buzzer bayaran nya banyak yg timbul saat saat mendekati pemilu  pejuang bagi para malingprampok koruptor yg mengalami kemiskinan selama hampir th ini para maling akan berjuang untuk  agar  terpilih menjadi presiden di yaman tahun,Positive
236,samosir alhamdulillahtadi dapet sembako dari tim suksesnya pak  semoga pak  jd presiden yg ke goblok yah batal deh puasanya,Negative
237,realistis sj yg dihadapi koalisi besar dgn dana berlimpah kekuasaan  butuh pendamping yg siap mensupport tidak hanya elektabilitas tp jg logistik buat sy siapapun cawapresnya ga masalah yg penting  menang jd presiden pd pemilu parpol lbh tau strategi yg tepat,Positive
238,pingin punya presiden yg cerdas visioner dan amanah   presiden ri,Positive
239,sudah mandul serangan densy ke   presiden ri,Negative
240,gasss pooollll terus untuk perubahan cebong sm buzzerrp biarkan jgn di tanggapi mending gasss pooollll untuk perubahan republik  for presiden,Positive
241,silaturahmi bagus kalau urusan presiden saya dukung arus perubahan  for presiden,Positive
242,pak amir seandainya pak   jadi presiden tolong disampaikan kpd beliau utk menunjuk pak jonan jadi menhub lagi,Positive
243,gasss pooollll terus untuk perubahan republik  for presiden,Positive
244, gantian  presiden,Positive
245,ramaikan halal bihalal warga pada tgl mei,Negative
246,alaidid sulit lah wong dari sekarang saja semua fihak sudah kesulitan mencari celah salahnya  di mana hanya kecurangan yang bisa mengalahkan in syaa allah dengan izinnya  presiden,Positive
247,chairul ansari memaparkan empat hal yang menyebabkan prabowo subianto unggul dari ganjar pranowo dan   dalam survei bursa calon presiden pemilu prabowo subianto,Negative
250,unggul dari ganjar pranowo dan   dalam survei bursa calon presiden untuk pemilu,Negative
251,pingin tau dongsiapa saja yang ingin pak   menjadi presiden ri,Positive
252,sosok mahfud md digadanggadang cocok untuk menjadi calon wakil presiden pasangan   ataupun ganjar pranowo dalam kancah pilpres simak berita selengkapnya di politik,Positive
253,saewad in syaa allah pak   presiden aamiin,Positive
254, ,Positive
264,peneliti senior isc chairul ansari memaparkan ada empat alasan prabowo subianto unggul dari ganjar pranowo dan   dalam survei bursa calon presiden untuk pemilu,Negative
265,sejumlah kelompok masyarakat mendorong bakal calon presiden bacapres   menggandeng bakal calon wakil presiden bacawapres dari kalangan perempuan pasalnya jumlah pemilih perempuan cukup besar dalam pilpres,Positive
266,partai nasdem telah mengantongi lima nama bakal calon wakil presiden sebagai pendamping   yang telah resmi diusung sebagai calon presiden pada pilpres mendatang,Positive
267,palembang hasil survei calon presiden prabowo subianto berhasil unggul atas   dan ganjar pranowo di kabupaten musi banyuasin muba dan ogan ilir oi,Negative
268,daripada ganjar pranowo dan   dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Negative
270,survei terbaru mengenai bursa calon presiden untuk pemilu yang dilakukan indonesia survey center isc menemukan bahwa prabowo subianto unggul dari ganjar pranowo dan  ,Negative
272,banyak dukungan kaum millenial kepada mas minta tolong berikan komentarmu siapakah yang pantas menjadi wakil presiden untuk mendampingi beliau indonesia perubahan indonesia sejahtera,Positive
273,menyatakan bahwa ada empat faktor yang membuat prabowo subianto lebih unggul daripada ganjar pranowo dan   dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia,Negative
276,razin sd razin said sd sd rorn nng arogan,Negative
277,ini dulugak tau kalau sekarang mungkin sekarang mau kumpulin kualiiii barbardan nanti kalau kalah pasti katanya gini lagi ealahhh cape banget dahh,Negative
278,keren kan bong pusing klilingkan lu liat gamabar ini   the next presiden insyaallah terwujud aamiin,Positive
279,asmara calon menteri hijriyah kan presiden  di hijriyah,Positive
280,itu dulu bro inn shaa allah  presiden sbb rakyat sdh pinter amp ingin perubahan di semua lini oke,Positive
281,peneliti senior indonesia survey center isc chairul ansari membeber empat alasan prabowo subianto unggul dari ganjar pranowo dan   dalam survei bursa calon presiden untuk pemilu prabowo subianto,Negative
282,simak bukan ganjar  ataupun prabowo ahli tarot ramal presiden itu keturunan jawa dan suka pakai topi poskota,Negative
283,mahfud md dinilai tidak cocok mendampingi   bertarung di pilpres karena bagian dari rezim pemerintahan presiden joko widodo bagaimana menurutmu tulis di kolom komentar ya,Negative
284,sir mp relawan presiden jokowi harus netral pada pilpres sikap tersebut bisa menyelamatkan bangsa ini termasuk karir politik jokowi setelah turun dari kursi presiden jika jokowi tdk netral nasibnya terancam pasca purna tugas tirulah sikap netral sby di masa akhir jabatannya pd th,Positive
285,sir mp relawan presiden jokowi harus netral pada pilpres sikap tersebut bisa menyelamatkan bangsa ini termasuk karir politik jokowi setelah turun dari kursi presiden jika jokowi tdk netral nasibnya terancam pasca purna tugas tirulah sikap netral sby di masa akhir jabatannya th,Positive
286,didu  tinggal di lantik jdi presiden ke,Positive
287,terimakasih anda telah membicarakan saya   nex presiden ri,Positive
288,yg paling fenomenal  menolak uang sogok dri pengembang pulau  wdktu gubernur jumlahx ratusan milyar org ini mmg unik jarang ada org diindonesia spt beliaurindu pemimpin spt ini semoga pak  jdi presiden republik indonesia,Positive
289,insyaa allaah  presiden,Positive
290,inismyname iya jokowi aja jd presiden didukung gerindra apalagi ,Positive
291,bibit bebet bobot dan indentitas jelas kakeknya seorang pejuang kemerdekaan diakui negara nkri diberikan gelar pahlawan dan cucunya mantan gubernur terbaik indonesia tahun tuntas melaksanakan mas ditunjuk untuk menjadi presiden ri rakyat memilih,Negative
292,ditunggu saja presiden bpk   jgn panik dan stres gt lah,Positive
293,menjatuhkan   sangat sulit karena dia jujur amanah dan bersih insya allah   presiden republik indonesia dan iblisnya lari tunggang langgang,Positive
294,dari beberapa yg koment kok banyak yg dukung  yasudah kelihatan siapa yg bakal terpilih jadi presiden di nanti,Positive
295,kalau rakyat menginginkan perubahan indonesia ke arah yg lebih baik pilihlah   tp klu rakyat mau indonesia masih seperti sekarang ini bahkan mungkin lebih parah dari sekarang pilihlah prabowo cs dan kronikroninya,Positive
