,Date,User ID,Tweet,label
53,2023-04-15,132061075.0,pertanyaan sederhana kalau emang traget dari awal ngapain juga maju jadi capres dan kalau bisa di jadi menhan aja lagi pas anies jadi presiden gimana tolong samapikan ke ayah dan biaya kampanye ayah bisa di manfaat kan buat pangunan di rezim selanjut nya,Negative
54,2023-04-15,,kita lihat saja siapa presidennyaruhut mao loncat kemana lagi anies presiden di lapangan sudah menang tinggal admnya saja jangan sampai lengah jadi diputarbalikan suaranya apalagi kalau kardus di gembox sangat rawan sekali,Positive
55,2023-04-15,,anies baswedan presiden wind of change for indonesia,Positive
56,2023-04-15,,gaspooll mang gantian yee giliran anies jadi presiden,Positive
57,2023-04-15,,indonesia memerlukan anies baswedan sebagai presiden aamiin ya rabb,Positive
59,2023-04-15,,jika permainan jujur anies presiden,Positive
61,2023-04-15,,anies rb presiden ri,Positive
62,2023-04-15,,fathur kusut optimisme harus berjuang untuk mewujudkan itu penting anies presiden ri,Positive
64,2023-04-15,,semoga pak anies baswedan makin banyak yang mendukung dan yg mendoakan beliau hingga presiden ri biar menghanguskan rencana jahat mereka hempaskan orang yg penuh halusinasi biar stres sendiri si nganu yg tidak bisa kerja,Positive
65,2023-04-15,,tni mau minta bantuan banser atau apaan kek rakyat akan kawal anies agar ada restorasi indonesia yang adil sejahtera indonesia baru keadilan ditegakkan rakyat disejahterakan kawal for presiden no other no else,Positive
66,2023-04-15,2691990056.0,makar alloh swt lebih bagus dan berlaku in sya alloh pak anies baswedan the next presiden ri aamiinx yra,Positive
67,2023-04-15,,sebelumnya ketua majelis syura partai ummat amien rais menyatakan sepakat bakal mendukung prabowo subianto untuk maju sebagai calon presiden capres jika anies baswedan gagal maju atau tidak dapat tiket capres,Positive
68,2023-04-15,3731381352.0,yang mengusung anies baswedan sebagai calon presiden di pilpres prabowo subianto,Positive
69,2023-04-15,,sebelumnya ketua majelis syura partai ummat amien rais menyatakan sepakat bakal mendukung prabowo subianto untuk maju sebagai calon presiden capres jika anies baswedan gagal maju atau tidak dapat tiket capres,Positive
70,2023-04-15,59677074.0,semoga kalau anies jadi presiden orang ini dicopot dari jabatannya,Positive
71,2023-04-15,,emang yang lain bisa pidato seperti ini yg disampaikan adalah kenyataan bukan pernyataan yang cuma bisa janji apalagi pake gebrak meja terlebih yg cumanya deketin presiden nggak usah adu debat dng beliau putus kalian,Negative
72,2023-04-15,, anies presiden ragunan,Negative
73,2023-04-15,,gerakan muda terus bergerak merangkul merajut tenun kebangsaan indonesia perubahan indonesia sejahtera anies presiden,Positive
74,2023-04-15,634227637.0,kereta cepat cepat cepat,Negative
75,2023-04-15,4011609674.0,pak anies ustadz mana yg hafus ditemui dan ustadz juga tahu siapa saja yg layak ditemui barokallah pak anies dan gus baha,Positive
76,2023-04-15,,inssaallah allah berkehendak pak anies presiden siapapun lawan nya bilamana takdir beliu yg akan mensejahterakan rakyat indonseia menuju perubahan lebih baik,Positive
77,2023-04-15,,gsp anies baswedan for presiden,Positive
78,2023-04-15,634227637.0,lu jadiin masjid dan takjil sebagai materi cerita bohong,Negative
79,2023-04-15,4011609674.0,romadhon ketika amal dilipat gandakan ketika doa diijabah pak anies menyepi insya allah,Positive
80,2023-04-15,,kita doakan bu tatak tetap sehat agar bisa melihat pak anies di lantik jadi presiden ri yg ke,Positive
81,2023-04-15,,bismillah bi idznillah semoga allah meridhoi pak anies jadi presiden,Positive
82,2023-04-14,,,Negative
83,2023-04-14,,udah diem lo doain aja pak anies jadi presiden ntar lo para buzzerrp kagak ngemid cari nasi bungkus kayak gini kere,Positive
84,2023-04-14,30766806.0,,Negative
85,2023-04-14,3158832157.0,selama ini si curut sitompul nggak waras kalau lgi memfitnah anies baswedan presiden ri,Positive
86,2023-04-14,30766806.0,festival hadrah seprovinsi jawa timur ishari nu gema abw via,Positive
87,2023-04-14,30766806.0,festival hadrah ramadhan  ishari nu gema abw,Positive
88,2023-04-14,,mantap benar deh untuk presiden nya anies saja lebih mantap dan okee,Positive
89,2023-04-14,428008436.0,anies presiden ri insya allahsehat terus pak,Positive
90,2023-04-14,,jsp anies ahy presiden dan wakil presiden ri saat indonesia sudah hampir masuk ke jurang kehancuran china minta apbn jadi jaminan proyek kereta api cepat,Positive
91,2023-04-14,30766806.0,,Negative
92,2023-04-14,40730991.0,saat di madinah mashaallah sampai penjual di madinah pun tahu pak bismillah pak anies jadi presiden biidznillah,Positive
93,2023-04-14,,samosir sabar anies baswedan presiden ri,Positive
94,2023-04-14,,salam perubahan dan perbaikan untuk indonesia lebih baik demokrat jaya pancasila abadi anies baswedan ahy presiden dan wakil ri di amin,Positive
95,2023-04-14,428008436.0,anies presiden ri insya allah,Positive
96,2023-04-14,,gerakan perubahan menuju indonesia yang lebih baik anies presiden,Positive
97,2023-04-14,,rezim jokowi sungguh jahat membodohi rakyat dgn menabrak konstitusi hanya untuk ambisi kekuasaan rakyat sdh punya sikap tegas bahwa presiden terpilih di pemilu adlh anies baswedan hanya anieslah sosok yg akan membawa perubahan indonesia yg lebih baik menuju keadilan,Positive
98,2023-04-14,,samosir insya allah anies baswedan for presiden semoga allah mengabulkan doa kami semoga di pemilu anies tidak dicurangi oleh manusia zholim,Positive
99,2023-04-14,,waras alhamdulillah keinginan rakyat akal sehat unk mendukung dan mengawal pak anies semua bukan keinginan pak anies jd kalian juga melihat ya aura pemimpin sdh terlihat presiden aamiin,Positive
100,2023-04-14,,pertama yg sy blg takut itu bowo dan koalisinyayg kedua ves kami tdk cinta metro tv tp kami cinta anies yg moga jd presiden nkri trus ketiga apakah klen jg cinta abu janda dan ferdinand yg dukunh bowo krn klen dah mirip mrkini lagu baru krn pembaharuan,Positive
101,2023-04-14,106057603.0,partai berdiri bersama berkomitmen bersama untuk membangun perubahan untuk indonesia yang lebih baik menuju peradaban baru partai ke nya duta peradaban pendukung partai dalam mengusung anies rasyid baswedan sebagai calon presiden setuju ga fathur,Positive
102,2023-04-14,299732033.0,nakula pecah jutaan jemaah teriakkan anies presiden ke,Positive
103,2023-04-14,,benar orang yg amanah memiliki ciri rasa kepedulian sosial amp memiliki solusi mengatasi masalah tdk diragukan kalau anies baswedan didukung banyak warga masyarakat yg menginginkan perubahan dan perbaikan ayo rapatkan barisan indonesia memanggil anies presiden semangat,Positive
104,2023-04-14,2580513709.0,insyaallah malah naik bila tetap dukung  anies jd presiden,Positive
105,2023-04-14,,cent mohon doanya pak ganjar pranowo dipilih rakyat jadi presiden nya bukan anies baswedan yaaa paham,Negative
106,2023-04-14,,koalisi perubahan demokrat nasdem dan pks siap antar anies presiden,Positive
107,2023-04-14,,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Negative
108,2023-04-14,,inismyname fahnoor smoga sikap yg sama saat anies yg terpilih presiden,Positive
109,2023-04-14,,dan anies baswedan dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Negative
110,2023-04-14,1322178134.0,dalam menghadapi pilpres nasdem sebelumnya telah mendeklarasikan mantan gubernur dki jakarta anies baswedan sebagai calon presiden prabowo subianto,Positive
111,2023-04-14,,in syaa allah anies presiden ri,Positive
112,2023-04-14,,dan anies baswedan dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Negative
113,2023-04-14,,survei terbaru mengenai bursa calon presiden untuk pemilu yang dilakukan indonesia survey center isc menemukan bahwa prabowo subianto unggul dari ganjar pranowo dan anies baswedan prabowo subianto,Negative
114,2023-04-14,,mungkin terbaik di jateng untuk yang terbaik di nusantara inilah orang nya anies for presiden cebong ulah marah biasa bae itu nyata,Positive
115,2023-04-14,,anies presiden,Positive
116,2023-04-14,,inismyname pilih ps pilih anies rasyid baswedan insyaa allah presiden ri periode dan aamiin allahumma aamiin,Positive
117,2023-04-14,41730943.0,ketua badan pembina organisasi keanggotaan dan kaderisasi bpopkk dpp partai demokrat herman khaeron buka suara soal adanya isu yang mengusung menko polhukam mahfud md sebagai pendamping anies baswedan pada pemilihan presiden,Positive
118,2023-04-14,,dalam beberapa bulan terakhir dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan anies baswedan prabowo subianto,Negative
119,2023-04-14,,sampai detik ini masih setia sama anies baswedan bagi yang masih setia di like coment dan tweet dengan bismillah anies baswedan akan menjadi presiden ri terbaik,Positive
120,2023-04-14,3306055003.0,dan anies baswedan dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Negative
121,2023-04-14,3306055003.0,survei terbaru mengenai bursa calon presiden untuk pemilu yang dilakukan indonesia survey center isc menemukan bahwa prabowo subianto unggul dari ganjar pranowo dan anies baswedan prabowo subianto,Negative
122,2023-04-14,,siapakah yang paling pantas menjadi presiden ri periode anies rasyid baswedan prabowo subianto ganjar pranowo total suara berikan suara anda klik link tolong forward ke group dan temantemanmu ya,Negative
123,2023-04-14,,salam perubahan dan perbaikan untuk indonesia lebih baik demokrat jaya pancasila abadi anies baswedan ahy presiden dan wakil ri di amin,Positive
124,2023-04-14,971638117.0,wahai orang baik  dikenal solid ayo follow acount resmi pks dan presiden pks agar tembus juta follower sd rabu februari pks menang anies presiden lihat video ayiceopesantrenpolitikcom,Positive
125,2023-04-14,,samosir marm sy dukung penuh prabowo calon presiden ri sedangkan presiden ri serahkan pada yg kompeten yakni anies rasyid baswedan,Positive
126,2023-04-14,,salam perubahan dan perbaikan untuk indonesia lebih baik demokrat jaya pancasila abadi anies baswedan ahy presiden dan wakil ri di amin,Positive
127,2023-04-14,,salam perubahan dan perbaikan untuk indonesia lebih baik demokrat jaya pancasila abadi anies baswedan ahy presiden dan wakil ri di amin,Positive
128,2023-04-14,,masyarakat madani sdh cerdas dgn kecerdasan itu dukungannya untuk bung anies as presiden usaha amp upaya dilakukan hanya karena alloh semata dn kemengan adalah hanya miliknyabarokalloh,Positive
129,2023-04-14,,wajib di lanjutkan presiden selanjutnya maka dari itu jangan pilih anies jakarta sdh jd korban kedunguan anies,Negative
130,2023-04-14,,pengasuh pp darul ulum rejoso jombang restui anies jadi presiden di,Positive
131,2023-04-14,516555256.0,sy dukung anies baswedan jadi presiden ke,Positive
132,2023-04-14,,pengasuh pp darul ulum rejoso jombang restui anies jadi presiden di,Positive
133,2023-04-13,,papazola sejak presiden yg pertama sd presiden hari ini semuanya tdk ada yg mampu mewujudkan sumpahnya derita ibu pertiwi hari ini semakin parah in syaa alloh pertolongan dn ridhonya segera menghadirkan bung anies as president aaamiiin,Negative
134,2023-04-13,,kalau takut dengan pembiayaan kereta cepat kasih tahu anies tidak usah ikutan pilpres tahun berbahaya gitu presiden adalah orang indonesia asli,Negative
135,2023-04-13,138632715.0,inismyname anies baswedan saja anak muda cerdas inshaallah menjadi presiden ri,Positive
136,2023-04-13,,waras insyaallah anies baswedan menang anies presiden ri aamiin ya rabb,Positive
137,2023-04-13,,,Negative
138,2023-04-13,,nanti akan ada tweet poto anis dgn pak kiyai judulnya kiyai nu memberikan dukungan kepada anies baswedan utk maju presiden,Positive
139,2023-04-13,,saya dukung penuh prabowo dll maju capres dan untuk presiden ri tetap anies rb,Positive
140,2023-04-13,,saya dukung prabowo dll capres dan untuk presiden ri tetap anies rb,Positive
141,2023-04-13,,semoga pak prabowo tetap jadi menteri pertahanan saat pak anies presiden indonesia,Positive
142,2023-04-13,,bahrawi tahun insya allah pak anies baswedan jadi presiden kalo manusia alim agama itu seperti drum isi air kalo air nya isi sedikit goyang coba air nya full ga goyang sama sekali kalo orang islam jelek jelekin sesama islam itu orang islam apa nama nya,Positive
143,2023-04-13,,bung anies jaga kesehatan anda is the best jaga kehormatan orang shaa allah anda jadi presiden ri,Positive
144,2023-04-13,,semoga nanti pak anies baswedan jd presiden,Positive
145,2023-04-13,,fahnoor inismyname kok saya gak yakin saya lebih percaya pak anies baswedan jd presiden ri di nanti buktinya lihatlah miniatur nkri yaitu jakarta yg maju pesat selama dipimpin pak anies,Positive
146,2023-04-13,,presiden prediksi gwklau  prabowo pasti anies ganjar nyungsep,Negative
147,2023-04-13,,samosir berjuang itu butuh keberanian dan keahlian perjuangan itu butuh pengorbanan pak anies presiden menuju indonesia super power,Positive
148,2023-04-13,,anies presiden ri di deh,Positive
149,2023-04-13,,efek positif pecalonan anies baswedan sebagai presiden ini kata ketua nasdem kota serang,Positive
150,2023-04-13,,asmara setuju yg penting  anies presiden nya th,Positive
151,2023-04-13,,cayah lihatlah orang yg dipecat anies jonan susi rizal ramli lalu bandingkan dg yg tersisa akan tersimpulkan presiden gak perlu orang baik dan pintar yg penting bisa jilat,Positive
152,2023-04-13,2920816987.0,mudahan presiden republik indonesia anies baswedan,Positive
153,2023-04-13,,aamiin insyaallah bapak anies rasyid baswedan presiden indonesia ke maka perubahan itu akan nyata sebagai contoh kbbi berubah sesuai pak anies korupsi akan jadi diganti kelebihan bayar pembangunan spektakuler satu atau dua sisanya ganti nama yang sudah ada,Positive
154,2023-04-13,,nng ok,Positive
155,2023-04-13,59677074.0,raffi sama nagita nasibnya ga akan jauh beda sama bohir yg sekarang lagi sibuk ngamanin periode kalau anies jadi presiden,Positive
156,2023-04-13,,saya akan dukung anies kalo untuk presiden ri ke,Positive
157,2023-04-13,,insyaa allah rakyat menjatuhkan pilihan untuk pak anies baswedan sebagai presiden demi perubahan,Positive
158,2023-04-13,,biarkanlah cebong kan otak pada bloon gasss pooollll untuk perubahan anies for presiden ulah marah dia bong,Negative
159,2023-04-13,2504072815.0,pak moeldoko membantah tudingan ahy bahwa peninjauan kembali pk yang dilayangkan untuk menjegal anies baswedan sebagai calon presiden gak ada hubungannya dengan anies suka berhalusinasi,Positive
160,2023-04-13,,wakil presiden ri ke dan ke jusuf kalla jk mengaku telah mengusulkan nama bakal calon wakil presiden ke bakal calon presiden usungan partai nasdem anies baswedan jk mengungkap ada dua kriteria yang cocok mendampingi anies,Negative
161,2023-04-13,,sejumlah elemen masyarakat yang berlatarbelakang akademisi pengusaha hingga kelompok milenial yang bergabung dalam relawan koalisi indonesia teman anies kita mendeklarasikan dukungan untuk bakal calon presiden anies baswedan di pilpres,Positive
162,2023-04-13,,iya nih anies for presiden berat melawan nya karena pendukung kita cuma otak kodok mending pilih anies saja lah dari pada malu karena rakyat sdh byk yg waras,Positive
163,2023-04-13,306615832.0,prabowo puan vs anies khofifah siapa jadi presiden ri,Negative
164,2023-04-13,,pilihlah anies baswedan for presiden begitulah pesan untuk perubahan,Positive
165,2023-04-13,,pesan saya untuk anies baswedan presiden pilihan nya kan panas tuh kuping ebong,Positive
166,2023-04-13,,dukung anies jadi presiden mesjid karna anies suka bernarasi soal dirinya di dalam mesjid,Negative
167,2023-04-13,,dalam beberapa bulan terakhir dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan anies baswedan prabowo subianto,Positive
168,2023-04-13,,dalam survei mengenai calon presiden untuk pemilihan umum peneliti senior dari indonesia survey center isc chairul ansari menyajikan empat alasan mengapa prabowo subianto memiliki keunggulan dari ganjar pranowo dan anies baswedan,Negative
169,2023-04-13,517937866.0,hidup anies presiden ke,Positive
170,2023-04-13,,pilpres ganjar mahfud md prabowo eric thohir aniesandika perkasa ini baru sama kuat kita tetap pilih prabowoeric thohir kata gusdur saatnya prabowo masa tua jadi presiden dan dukungan presiden jokowi juga,Negative
171,2023-04-13,,dalam survei mengenai calon presiden untuk pemilihan umum peneliti senior dari indonesia survey center isc chairul ansari menyajikan empat alasan mengapa prabowo subianto memiliki keunggulan dari ganjar pranowo dan anies baswedan,Negative
172,2023-04-13,,jokowi dengan segala cara berusaha menggagalkan rencana anies untuk maju sebagai calon presiden kata nuim hidayat manuver firli bahuri di kpk untuk memperkarakan anies dalam kasus formula  ada yang menyatakan sepengetahuan jokowi jelasnya,Negative
173,2023-04-13,,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Negative
174,2023-04-13,,gmna mau jadi presiden deklarasi aj belum sungut doang ngabocot eweh bukti ngimpi doang dia gasss pooollll untuk perubahan anies for presiden cebong sm buzzerrp udh dapetin receh belon tuh,Positive
175,2023-04-13,,di sisi lain hasil survei lembaga survei indonesia lsi juga menunjukkan elektabilitas antara tiga calon presiden capres potensial di pemilu yaitu ganjar pranowo prabowo subianto dan anies baswedan sama kuat prabowo subianto,Positive
176,2023-04-13,,mending pilih yang sdh pasti anies baswedan for presiden tv,Negative
177,2023-04-13,,dan saya berpesan agar nanti pilih anies baswedan for presiden kan semakin mantap,Positive
178,2023-04-13,,dalam beberapa bulan terakhir dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan anies baswedan prabowo subianto,Negative
179,2023-04-13,,dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan anies baswedan prabowo subianto,Negative
180,2023-04-13,,dan saya sangat yakin anies jadi presiden ke,Positive
181,2023-04-13,,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Negative
182,2023-04-13,,dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan anies baswedan prabowo subianto,Negative
183,2023-04-13,634227637.0,koruptor menyebar,Negative
184,2023-04-13,,viva politik peneliti senior indonesia survey center isc chairul ansari memaparkan empat alasan prabowo subianto unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu,Negative
185,2023-04-13,,anies presidenlihat video asad mahrizal,Positive
186,2023-04-13,,sebagus apapun hasil kerjamu dimata si pembenci tetaplah jelek aniesbaswedan aniesbaswedan,Positive
187,2023-04-13,,siti nurmarkesi adalah tokoh golkar yang juga bupati kabupaten kendal jawa tengah tahun perjuangkan mas presiden di jawa tengah,Positive
188,2023-04-13,,jgn curhat dong ah kita doakan anies jd presiden,Positive
189,2023-04-13,509652077.0,andai pak sandi ini ga nerima pinangan jd cawapres dan tetap jd wagub bs jd gubernur dki andai anies yg kepilih jd presiden bs jd cawapres anies bs jd presiden,Positive
190,2023-04-13,3158832157.0,chotimah ri buzzerp recehan makin panik dan ketakutan anies baswedan presiden ri,Positive
191,2023-04-13,3158832157.0,sudah hilang akal buzzerp recehan untuk memfitnah anies baswedan presiden,Positive
192,2023-04-13,,bidik firli jangan sampai lolos lihat video anies presiden,Positive
193,2023-04-13,,faktanya dalam video tidak ada pembahasan terkait wakil presiden maruf amin dan raja salman arab saudi dukung anies di pilpres gambar thumbnail merupakan hasil editan dari beberapa gambar yang berbeda selengkapnya di,Positive
194,2023-04-13,,sebuah kanal youtube bernama suasana politik indonesia mengunggah video berdurasi menit dengan judul dukungan anies meroketbangbangraja slaman amp wakil presiden dukung sukseskan anies pilpres,Positive
195,2023-04-13,,salah wakil presiden maruf amin dan raja salman dukung sukseskan anies pilpres,Positive
196,2023-04-13,,toktok,Negative
197,2023-04-13,,toktok,Negative
198,2023-04-13,,inismyname toktok,Negative
199,2023-04-13,,inismyname toktok,Negative
200,2023-04-13,,inismyname fahnoor toktoktok,Negative
201,2023-04-13,,loo aja saranin jangan sampai ps pimpin negri ini skrng loo suruh dukung psapes banget idup loo,Negative
202,2023-04-13,,yg pertama tama penjarah orang ini jika anies presiden,Positive
203,2023-04-13,,sya tak mau terkecewakan yg ke kali hadirkan lah kompetisi yg sehat dan fair insyaa allah pak anies akan menjadi presiden nya di,Positive
204,2023-04-12,,pengasuh pp darul ulum rejoso jombang restui anies jadi presiden di kebersamaan dalam keadilan sosial bagi seluruh rakyat indonesia jateng mp relawan,Positive
205,2023-04-12,,pengasuh pp darul ulum rejoso jombang restui anies jadi presiden di,Positive
206,2023-04-12,,kita doakan aja mudahan anies rasyid baswedan jd presiden indonesia amiin,Positive
207,2023-04-12,,fahnoor yg jelasgua ga mau punya presiden wni keturunan arab yg didukung fpihtipapks dan kadrunista lainnya itu ajasih kalau blom liat si anies kalah pilpres ga akan sembuh gua wakakaakakakak,Negative
208,2023-04-12,,di pilpres teriak nuntut presiden berikut harus meneruskan hasil rejim terdahulu namun kelakuan gerombolan nya di dki ngobrakabrik semua pencapaian gubernur anies,Positive
209,2023-04-12,,calon presiden yg selalu di hujat dan di fitnah oleh para pembenci anies,Positive
210,2023-04-12,,sang perubahan anies baswedan mari kita pilih beliau sebagai presiden republik indonesia priode,Positive
211,2023-04-12,1916893075.0,insya allah pak anies presiden republik indonesia,Positive
212,2023-04-12,,soal duet aniessandi di pilpres jubir pks sangat mungkin meski demikian pihaknya tetap menyerahkan sepenuhnya keputusan calon wakil presiden cawapres kepada anies mp hero relawan,Positive
213,2023-04-12,,bukalah apa yang tertutup aamiin anies for presiden,Positive
214,2023-04-12,1623010292.0,selama anies maju di pemilu maka iblis dr bani cebong spt ade ini akan selalu berusaha sekuat tenaga mengganggu utk menggagalkn pencalonan anies sbg capreskrn iblis akn kepanasan klo org baik jd presiden,Positive
215,2023-04-12,,gasss pooollll terus untuk perubahan anies for presiden,Positive
216,2023-04-12,,buat apa coba gasss pooollll untuk perubahan anies for presiden jgn marah lah itu pilihan ane terserah lu mau siape ke emang gue pikirin,Positive
217,2023-04-12,,dukung anies baswedan for presiden ri,Positive
218,2023-04-12,,fungsi bumn dimata anies dan diselaraskan dengan pikiran bapak ekonomi indonesia bung hatta is the best presiden,Positive
219,2023-04-12,,realistis aja bang indonesia gak cuma bola itu bener tp swing voters ganjar beralih itu pasti swing voters itu bukan pendukung loyal soalnya ganjar skrg sisa pendukung loyal aja lu bacot terus buat naikin elektabilitas ganjar sory presiden kalau gak prabowo ya anies,Negative
220,2023-04-12,,andriana saya dukung pak anies jadi presiden indonesia ke jaya jaya jaya,Positive
221,2023-04-12,,diwangga didu ri lu buta itu ada tulisan the next presiden kalau masalah belum resmi jd capres semua juga ga ada yg resmi termasuk anies oon,Negative
222,2023-04-12,,ketika koruptor dieluelukan ciri negeri sudah dikuasai mafia silahkan rakyat menilai,Negative
