Unnamed: 0.1, Date, Created, User ID, Followers, Following, Tweet Count, TweetLocation,Text,label
13, 2023-04-16 06:38:05+00:00, 2010-10-04 05:43:09+00:00,198400006,15,57,2215, JAKARTA,"from remaining with pk prabowo, hopefully pk prabowo will become president of the republic of indonesia for a period",Positive
14, 2023-04-16 06:18:01+00:00, 2012-01-16 05:21:08+00:00,465280582,113,132,13673, Jakarta,gemira and semeton bali muslims declare support for prabowo as president,Positive
15, 2023-04-16 05:58:13+00:00, 2010-09-17 19:55:26+00:00,191951600,22732,1995,13842, Corruption Eradication Commission,"the presidential palace is waiting for the general, ready for the general's orders",Positive
16, 2023-04-16 05:57:27+00:00, 2016-06-11 14:10:30+00:00,7.42E+17,98,398,14991," DKI Jakarta, Indonesia",some of the campaign activities of presidential candidates and vice presidential candidates facilitated by the state in the upcoming presidential election can be funded from the state revenue and expenditure budget of prabowo subianto's apbn,Positive
17, 2023-04-16 05:57:15+00:00, 2016-06-11 14:10:30+00:00,7.42E+17,98,398,14991," DKI Jakarta, Indonesia",gorontalo netizens pray for minister of defense prabowo subianto to become president of the republic of indonesia in prabowo subianto's presidential election,Positive
18,2023-04-16 05:54:47+00:00, 2016-09-30 15:25:40+00:00,7.82E+17,50,104,4398," East Kalimantan, Indonesia","always healthy, mr prabowo subianto, president of the republic of indonesia",Positive
19, 2023-04-16 05:40:11+00:00, 2010-07-27 11:43:15+00:00,171458202,22,169,35, South Tangerang,amien rais will vote for prabowo subianto if anies baswedan fails to become a presidential candidate in the presidential election,Negative
20, 2023-04-16 05:38:41+00:00, 2012-07-13 02:25:46+00:00,634227637,162,42,5297," West Java, Indonesia",anies prabowo,Negative
21, 2023-04-16 04:26:24+00:00, 2019-10-29 04:40:11+00:00,1.19E+18,27910,20171,63723,,this is my name fahnoor dasco,Negative
22, 2023-04-16 03:02:42+00:00, 2011-02-15 04:15:35+00:00,252415154,72917,1669,125348,,"it really depends on the president who will be elected. if i think intellectually, not follow along, only the president has the authority who can help indonesia's economic conditions, not the jokowi model president, but i don't follow the other president, this is from the time when sby existed.",Negative
23, 2023-04-16 02:44:33+00:00, 2012-01-16 05:21:08+00:00,465280582,113,132,13673, Jakarta,mulyadi asks the chairman of the bogor regency dprd to make prabowo subianto president in the bogor election gerindra rbg main house,Positive
24,2023-04-16 02:35:59+00:00, 2022-11-05 08:12:07+00:00,1.59E+18,10,18,92,,coordination with dpc gerindra kabsragen with dpd gerindra jateng regarding legislative candidates for next year's legislative candidates greetings indonesia raya gerindra wins prabowo president,Positive
25, 2023-04-16 02:03:45+00:00, 2023-01-24 14:09:54+00:00,1.62E+18,14,123,111,,"inismyname he he what you need is winning the hearts of the people even though you don't have to be president, aham",Negative
26, 2023-04-16 02:00:35+00:00, 2023-03-15 04:03:52+00:00,1.64E+18,0,5,6,,"prabowo subianto, a serious human rights violator, does not deserve to be president of indonesia",Negative
27, 2023-04-16 01:38:27+00:00, 2022-09-10 22:45:52+00:00,1.57E+18,9,213,144,,i am sure that more than half of the dps will choose sir as president of the republic of indonesia,Positive
28, 2023-04-16 01:05:53+00:00, 2011-06-08 02:40:49+00:00,313056524,1264,1477,19979," South Jakarta, DKI Jakarta","let's pray together for your health so that you can take part in the presidential election until you can finally attend the inauguration or become president of the republic of indonesia, amen.",Positive
29, 2023-04-15 21:02:27+00:00,2022-12-16 02:25:54+00:00,1.60E+18,2874,1860,7671,,"sorry, that's pak jokowi's business, i'm not taking part in recommending a reward for airlangga erick or whoever, it's up to pak jokowi because he has his own interests, i only support pak prabowo to become president.",Positive
30, 2023-04-15 19:13:39+00:00, 2022-12-13 00:44:23+00:00,1.60E+18,8,133,47,,prabowo president amen,Positive
31, 2023-04-15 17:07:37+00:00, 2023-01-23 10:27:37+00:00,1.62E+18,71,250,275," Yogyakarta, Indonesia","natural selection, let them come without being asked without being given a promise, but they come because they realize that they are worthy of being supported to continue what they have done for their beloved republic.",Positive
32, 2023-04-15 16:58:01+00:00, 2018-12-03 13:44:01+00:00,1.07E+18,1362,319,241477,,"i'm completely sure that pak prabowo will win the presidential election later and will become president of the republic of indonesia, god willing, amen, rabbal alamin.",Positive
33, 2023-04-15 16:56:39+00:00, 2014-03-12 23:04:19+00:00,2385926900,34084,16072,63649," DKI Jakarta, Indonesia","prabowo's electability is at no after being endorsed by president jokowi. the question is if the ijtima ulama group of rizieq shihab hti fpi pa gnpf ulama supports prabowo as a presidential candidate, what do you think?",Positive
34, 2023-04-15 16:04:50+00:00, 2009-10-02 13:18:15+00:00,79178176,1235,130,26069, Jakarta Capital Region,sharing takjil at the presidential winning body prabowo in the slipi area,Positive
35, 2023-04-15 16:00:40+00:00, 2014-11-19 15:54:34+00:00,2904608412,53,263,9666,,"fahnoor inismyname in this month of ramadhan, let's pray for the best for this figure, hopefully pak gangar will be a good candidate as good as pak anis and hopefully pak anis will be a good president aaaamiiiinnnn",Negative
36, 2023-04-15 14:21:03+00:00, 2022-09-07 07:24:43+00:00,1.57E+18,65,43,93,,prabowo is great president,Positive
37, 2023-04-15 14:16:17+00:00, 2023-01-16 06:52:27+00:00,1.61E+18,1,6,874,,"bukber with serturkur pac duren sawit, it's time, mr. prabowo, president, the dining table wasn't even ordered, i've given you the code number.",Positive
38, 2023-04-15 14:01:35+00:00, 2019-10-29 04:40:11+00:00,1.19E+18,27910,20171,63723,,father amen al fatihah,Negative
39,2023-04-15 12:55:14+00:00, 2022-08-08 23:47:38+00:00,1.56E+18,7039,6567,9423, Indonesia,"prabowo has been promoted as presidential candidate, wan abud has even been around the archipelago campaigning and has become president. well, mr gangar has not even been promoted by a single party, but electability is always no, what if someone is promoted for one round and becomes president?",Negative
40, 2023-04-15 12:47:12+00:00, 2019-11-27 12:13:09+00:00,1.20E+18,1112,812,29206,,tktk scenario of knowledge transfer between presidential candidate and president prabowo,Positive
41, 2023-04-15 12:01:49+00:00, 2012-05-11 02:12:33+00:00,576755999,33754,4526,293022," Kebumen, Indonesia",look to be president,Negative
42, 2023-04-15 11:28:13+00:00, 2022-10-29 02:30:24+00:00,1.59E+18,27,58,130," Gorontalo, Indonesia","prabowo subianto, a serious human rights violator, is not fit to be president of indonesia",Negative
43, 2023-04-15 11:27:13+00:00, 2023-01-26 11:54:09+00:00,1.62E+18,7,11,268," East Nusa Tenggara, Indonesia","prabowo subianto, the serious human rights violator, is not fit to be president of indonesia. mr. prabowo, please return our friend who you kidnapped.",Negative
44, 2023-04-15 11:25:47+00:00, 2012-08-20 02:20:05+00:00,768652236,1202,1656,864, Indonesia,"prabowo subianto, a serious human rights violator, does not deserve to be president of indonesia rip mark hotman feels sold out alice in borderland yana quora bima bank jihyo blink cat chanyeol",Negative
45, 2023-04-15 11:06:42+00:00, 2023-03-14 14:23:11+00:00,1.64E+18,2,3,29,,,Negative
46, 2023-04-15 10:59:53+00:00, 2012-05-11 02:12:33+00:00,576755999,33754,4526,293022," Kebumen, Indonesia",fahnoor inismyname president,Positive
47, 2023-04-15 10:58:18+00:00, 2012-05-11 02:12:33+00:00,576755999,33754,4526,293022," Kebumen, Indonesia",ready for us to change president,Positive
48, 2023-04-15 09:47:28+00:00, 2013-04-22 20:10:21+00:00,1373010710,29,97,74," Medan Baru, Indonesia",prabowo president volunteers,Positive
49, 2023-04-15 09:35:57+00:00, 2013-04-22 20:10:21+00:00,1373010710,29,97,74," Medan Baru, Indonesia",prabowo is our president,Positive
50, 2023-04-15 09:29:02+00:00, 2022-05-04 05:41:09+00:00,1.52E+18,10,102,237,,"pak ganjar, president of the republic of indonesia, currently only pak gangar is the choice, not prabowo, let alone anis baswedan",Negative
51, 2023-04-15 08:07:33+00:00, 2010-06-04 08:29:34+00:00,151804263,1020,935,10203,"Surabaya, Indonesia","tanoe, congratulations to the bride and groom, congratulations to mr. hary tanoe and the mother, the marriage registration ceremony was witnessed by the president in different eras, jokowi, president and prabowo, president",Negative
52, 2023-04-15 07:34:39+00:00, 2016-04-14 12:43:00+00:00,7.21E+17,1358,3677,39393," England, United Kingdom","know what's in your heart's strategy because it's better for your father or brother to be president for the sake of democracy, the people's party, they are both far more worthy than the ektp corruptors who are supported by the red line of the pki buzzer and the ccp mafia, democracy, people's lives will be happy",Negative
53, 2023-04-15 07:24:39+00:00, 2023-02-28 16:40:40+00:00,1.63E+18,40,54,8354,,"previously, the chairman of the shura council of the ummah party, amien rais, stated that he agreed to support prabowo subianto to run as a presidential candidate if anies baswedan failed to run or did not get a presidential ticket.",Negative
54, 2023-04-15 07:20:33+00:00, 2023-02-28 16:40:40+00:00,1.63E+18,40,54,8354,,tribunnewsbogorcom bumn minister erick thohir has the opportunity to be a vice presidential candidate for vice presidential candidate in the presidential election for prabowo subianto's national coalition,Negative
55,2023-04-15 07:19:54+00:00, 2015-09-30 00:58:15+00:00,3731381352,20,60,12664,,"who nominated anies baswedan as presidential candidate in the presidential election, prabowo subianto",Negative
56, 2023-04-15 07:19:31+00:00, 2023-02-28 16:40:40+00:00,1.63E+18,40,54,8354,,"previously, the chairman of the shura council of the ummah party, amien rais, stated that he agreed to support prabowo subianto to run as a presidential candidate if anies baswedan failed to run or did not get a presidential ticket.",Negative
57, 2023-04-15 07:11:26+00:00, 2023-03-24 17:17:27+00:00,1.64E+18,0,3,216,,id pity pak prabowo if he becomes president to bear the mistakes of the current government,Negative
58, 2023-04-15 06:47:50+00:00, 2019-02-14 11:05:26+00:00,1.10E+18,1163,4926,43270," Bali, Indonesia",gerindra party celebrates its anniversary,Negative
59, 2023-04-15 06:20:25+00:00, 2021-09-09 03:16:02+00:00,1.44E+18,67,172,1206," Malang, East Java","always healthy, mr. prabowo, on your shoulders the future of the nation, i hope you are always healthy, i hope you will become president of the republic of indonesia rather than the existing candidates.",Negative
60, 2023-04-15 05:57:32+00:00, 2020-11-17 14:21:13+00:00,1.33E+18,2737,3676,12686,,"i really wanted to elect prabowo as president of the republic of indonesia, but when i remembered that there was a parasite in the republic of indonesia, i was doubtful. how come this pufferfish isn't just fired from gerindra?",Negative
61, 2023-04-15 05:09:48+00:00, 2016-03-05 13:48:15+00:00,7.06E+17,10093,9501,4643, GOMBONG BELIC PEMALANG,"chotimah is what medan people say, drama isn't about who the president is, it's about whether ganjar prabowo wins, of course it will be in kalimantan, but the residents of jabotabek, west java and central java, especially sumatra, hope that anis wins, the capital will remain in jakarta, many people say.",Positive
62, 2023-04-15 04:41:18+00:00, 2020-02-03 14:12:50+00:00,1.22E+18,805,1179,3324,,i'm waiting for gus dur's prediction that pak prabowo will become president,Positive
63, 2023-04-15 04:31:45+00:00, 2021-03-12 17:11:25+00:00,1.37E+18,468,458,3769,,"yes, pokonamah, mr. prabowo, next president",Positive
64, 2023-04-15 03:40:09+00:00, 2022-03-12 18:22:58+00:00,1.50E+18,26,83,1634,,"prabowo anis gangar is unstoppable in becoming the republic of indonesia's presidential candidate. the question of not getting a ticket is another matter, that's politics. i hope the presidential candidates are always healthy and continue to support the republic of indonesia.",Positive
65, 2023-04-15 03:26:47+00:00, 2016-03-05 13:48:15+00:00,7.06E+17,10093,9501,4643, GOMBONG BELIC PEMALANG,the prestige of ngabalin on social media and on the small screen is only a few months left if anis is elected president. koar koir ngabalin is blocked by anis. let's wait and see whether anis vs. mahfud md wins or prabowo vs. jokowi. if gangar has been officially crowned as president of meddos,Negative
66, 2023-04-15 01:56:51+00:00, 2022-06-03 04:00:54+00:00,1.53E+18,144,424,3101,,prabowo subianto discusses leadership philosophy when receiving a visit from the editor-in-chief,Positive
67, 2023-04-15 01:55:07+00:00, 2021-02-07 09:37:41+00:00,1.36E+18,427,187,11488,,"prabowo can't be president, why can't it be because of zonk, look at it, if zonk is fired, he might be able to become president.",Negative
68, 2023-04-15 01:50:31+00:00, 2021-07-14 02:46:07+00:00,1.42E+18,25,20,106,,"come on, try sharing your opinions, decade friends",Negative
69, 2023-04-14 22:59:52+00:00, 2022-12-16 01:17:55+00:00,1.60E+18,7,5,747,,"if he wants to win jokowi as president with a narrative full of flesh, he will likely win prabowo",Positive
70, 2023-04-14 20:59:02+00:00, 2023-02-28 16:30:04+00:00,1.63E+18,7,118,11," Bawean, Gresik-Indonesia",president prabowo agrees,Positive
71,2023-04-14 19:27:25+00:00,2022-12-16 02:25:54+00:00,1.60E+18,2874,1860,7671,,"that's your own opinion because i don't think so, social inequality is not the result of pak prabowo entering jokowi's cabinet to become defense minister, but from the accumulation of policies from presidents that have not been good, plus there are those who have made it worse.",Negative
72, 2023-04-14 17:55:38+00:00, 2022-05-31 08:10:50+00:00,1.53E+18,188,385,2607, Jakarta,prabowo subianto discusses leadership philosophy when receiving a visit from the editor-in-chief,Positive
73, 2023-04-14 16:18:58+00:00, 2012-05-11 02:12:33+00:00,576755999,33754,4526,293022," Kebumen, Indonesia",prabowo subianto is unwavering at the top of presidential candidate electability when compared with several names of presidential candidates. prabowo subianto's name remains the number favorite to continue jokowi's presidential struggle next year. what do you think makes him,Positive
74, 2023-04-14 16:08:13+00:00, 2022-11-08 14:05:39+00:00,1.59E+18,8,281,86, datak,"prabowo is president, a bonus from the struggle of a true statesman",Positive
75, 2023-04-14 15:39:27+00:00, 2023-01-23 10:27:37+00:00,1.62E+18,71,250,275," Yogyakarta, Indonesia","sometimes confused ne and the best and most worthy son to be president, with just a slight difference, the reward is still in the central java region, while prabowo is much wider and even goes abroad, so i still want to be president",Positive
76, 2023-04-14 14:15:36+00:00, 2023-03-25 03:22:31+00:00,1.64E+18,24,20,5, Magelang,"price of death for prabowo, president of the republic of indonesia",Positive
77, 2023-04-14 14:04:02+00:00, 2021-03-12 17:11:25+00:00,1.37E+18,468,458,3769,,inismyname its time for mr prabowo the next president in my republic,Positive
78, 2023-04-14 12:16:39+00:00, 2021-04-30 18:24:23+00:00,1.39E+18,18,78,523," Natuna, Riau Islands","steel sir, i know that the family of your ex-brother-in-law from bambang tri has been specially entrusted to you by your grandfather, only he is the one who will eat you up until you fail to become president, don't believe it, we will prove it here.",Negative
79, 2023-04-14 11:45:22+00:00, 2023-01-23 10:27:37+00:00,1.62E+18,71,250,275," Yogyakarta, Indonesia","think clearly and don't need to be proud because we have been followed by an example, sir. hopefully everything will go smoothly",Positive
80, 2023-04-14 10:56:51+00:00, 2022-01-24 04:33:59+00:00,1.49E+18,17,680,66,,"president joko widodo does not have the right to speak about the presidential and vice presidential candidates because he does not have the right. the one who has the right is the chairman of the party, mrs. megawati, mr. prabowo, mr. surya pallah, mr. muhaimin iskandar, ketum democrat, ketum pks, ketum pan, ketum",Negative
81, 2023-04-14 09:35:15+00:00, 2022-05-23 04:07:02+00:00,1.53E+18,259,356,2442,,prabowo subianto discusses leadership philosophy when receiving a visit from the editor-in-chief,Positive
82, 2023-04-14 09:33:29+00:00, 2023-01-16 05:16:21+00:00,1.61E+18,69,171,14860,,bumn minister erick thohir has the opportunity to be a vice presidential candidate for vice presidential candidate in the presidential election for prabowo subianto's national coalition,Positive
83, 2023-04-14 09:33:09+00:00, 2023-02-09 04:19:59+00:00,1.62E+18,79,92,12136,,"let's return to the main goal and noble ideals of our collective struggle, namely delivering prabowo, subianto, president of the republic of indonesia, rudy prabowo.",Positive
84, 2023-04-14 09:33:06+00:00, 2023-02-09 04:19:59+00:00,1.62E+18,79,92,12136,,"this year i didn't think about legislative elections or regional elections. my only business was making prabowo president, said prabowo",Positive
85, 2023-04-14 09:33:03+00:00, 2023-02-09 04:19:59+00:00,1.62E+18,79,92,12136,,"deputy secretary general of the gerindra party, rudy susmanto, asked gerindra party cadres in bogor regency to focus on supporting prabowo subianto to become the indonesian presidential candidate or prabowo presidential candidate.",Positive
86, 2023-04-14 09:26:54+00:00,2022-12-16 02:25:54+00:00,1.60E+18,2874,1860,7671,,"in the presidential candidate campaign, pak prabowo's current position is not as president who, with his authority, can make policies with a wider reach, but the policies he makes in the ministry of defense are also for the people according to his main duties, if not for the people, then for whom?",Positive
87, 2023-04-14 09:25:36+00:00, 2009-06-18 04:25:52+00:00,48244182,260,320,510," South Jakarta, DKI Jakarta","wow, this is the reaction of the editor-in-chief of a tv station when they met pak prabowo",Positive
88, 2023-04-14 09:18:15+00:00, 2023-01-15 13:00:57+00:00,1.61E+18,59,102,15618,,gerindra cadres to ease the path of struggle for the general chairman who is also the presidential candidate of prabowo subianto's gerindra party to run for prabowo subianto's presidential election,Positive
89, 2023-04-14 09:01:27+00:00, 2022-01-25 10:27:50+00:00,1.49E+18,85,124,15416," South Jakarta, DKI Jakarta",defense minister prabowo subianto's electability or level of electability is in first place as a presidential candidate in the presidential election based on the results of the indonesian survey center isc survey at the end of march to the beginning of april,Positive
90, 2023-04-14 08:49:10+00:00, 2023-02-01 09:55:52+00:00,1.62E+18,57,87,14325,,it is known that prabowo's electability is in first place as a presidential candidate in the presidential election based on the results of the isc survey at the end of march to the beginning of april. prabowo subianto,Positive
91, 2023-04-14 08:45:31+00:00, 2023-02-01 09:55:52+00:00,1.62E+18,57,87,14325,,rudy susmanto reminded that the main goal of the gerindra party in this election is to win prabowo as president prabowo subianto,Positive
92, 2023-04-14 08:45:19+00:00, 2023-02-01 09:55:52+00:00,1.62E+18,57,87,14325,,"deputy secretary general of the gerindra party, rudy susmanto, said that currently his party is focusing on winning prabowo subianto as the next president.",Positive
93, 2023-04-14 08:45:19+00:00, 2023-02-01 09:55:52+00:00,1.62E+18,57,87,14325,,gerindra party focuses on winning prabowo as president wasekjen dpp reminds this ahead of prabowo's legislative election subianto,Positive
94, 2023-04-14 08:34:37+00:00, 2022-01-25 10:27:50+00:00,1.49E+18,85,124,15416," South Jakarta, DKI Jakarta",indonesian survey center isc senior researcher chairul ansari reveals four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in the presidential candidate market survey for the upcoming election. prabowo subianto,Positive
95, 2023-04-14 08:29:58+00:00, 2023-01-15 13:16:54+00:00,1.61E+18,55,94,15565,,jokowi volunteers again held a people's deliberation to choose a presidential candidate in the prabowo subianto election,Positive
96, 2023-04-14 08:19:15+00:00, 2023-02-01 17:32:32+00:00,1.62E+18,45,122,13816,,"after being successfully appointed as minister of defense of the republic of indonesia by the president of the republic of indonesia, joko widodo, during prabowo's current government, many people supported prabowo subianto to run as a candidate for the presidential election again.",Positive
97, 2023-04-14 08:00:32+00:00, 2022-12-18 03:06:03+00:00,1.60E+18,70,305,773,,inismyname fahnoor hopefully the attitude will be the same when anies is elected president,Negative
98, 2023-04-14 07:52:30+00:00, 2023-01-18 13:56:02+00:00,1.62E+18,51,90,13393, San Andreas,"and anies baswedan in a survey regarding presidential candidates for the indonesian election, prabowo subianto",Positive
99,2023-04-14 07:52:28+00:00, 2023-01-18 13:56:02+00:00,1.62E+18,51,90,13393, San Andreas,prabowo subianto is superior in the survey of presidential candidates. look at the factors causing prabowo subianto,Positive
100, 2023-04-14 07:44:22+00:00, 2023-01-15 13:16:54+00:00,1.61E+18,55,94,15565,,jakarta national committee for indonesian youth knpi encourages president joko widodo jokowi and coalition political parties to nominate prabowo subianto as presidential candidate prabowo subianto,Positive
101, 2023-04-14 07:37:22+00:00, 2013-04-02 10:10:49+00:00,1322178134,32,449,2371,,"in facing the presidential election, nasdem previously declared the former governor of dki jakarta, anies baswedan, as a presidential candidate, prabowo subianto.",Positive
102, 2023-04-14 07:31:52+00:00, 2019-07-20 05:18:07+00:00,1.15E+18,1591,591,53810,,"fahnoor, i don't support jokowi, but i accept god's fate in making him president",Negative
103, 2023-04-14 07:26:24+00:00, 2019-10-29 04:40:11+00:00,1.19E+18,27910,20171,63723,,"it could also be ps mahfud because gerindra pkb is already the initial coalition. for me, the important thing is being in front of him. i miss having a president general.",Negative
104, 2023-04-14 07:19:41+00:00, 2023-01-03 10:36:25+00:00,1.61E+18,411,1067,2057,,true leader who is able to embrace all the nation's children. hopefully pak prabowo will become president of the republic of indonesia,Positive
105, 2023-04-14 07:11:28+00:00, 2021-07-14 02:46:07+00:00,1.42E+18,25,20,106,,very nice and neat,Negative
106, 2023-04-14 07:04:23+00:00, 2023-01-18 13:28:12+00:00,1.62E+18,47,75,13591, San Andreas,"and anies baswedan in a survey regarding presidential candidates for the indonesian election, prabowo subianto",Negative
107, 2023-04-14 07:04:21+00:00, 2023-01-18 13:28:12+00:00,1.62E+18,47,75,13591, San Andreas,prabowo subianto is superior in the survey of presidential candidates. look at the factors causing prabowo subianto,Positive
108, 2023-04-14 07:01:30+00:00, 2023-01-18 13:28:12+00:00,1.62E+18,47,75,13591, San Andreas,the latest survey regarding the presidential candidate market for the election conducted by the indonesian survey center isc found that prabowo subianto was ahead of ganjar pranowo and anies baswed and prabowo subianto,Positive
109, 2023-04-14 07:01:03+00:00, 2016-06-11 14:10:30+00:00,7.42E+17,98,398,14991," DKI Jakarta, Indonesia",while other netizens conveyed that the kiss was proof that mothers in medan support prabowo to run as president prabowo subianto,Positive
110, 2023-04-14 06:53:19+00:00, 2023-01-18 13:28:12+00:00,1.62E+18,47,75,13591, San Andreas,"moreover, they also respect a number of political parties that are nominating their cadres to run in the prabowo subianto presidential election",Positive
111, 2023-04-14 06:41:50+00:00, 2023-02-01 09:44:54+00:00,1.62E+18,54,68,13452,,"the people of banten testify that mr. prabowo subianto and mr. erick thohir are worthy leaders to lead indonesia through the next presidential election, said arif prabowo subianto",Positive
112, 2023-04-14 06:29:34+00:00, 2020-07-28 02:21:09+00:00,1.29E+18,97,153,15031,,bumn minister erick thohir has the opportunity to be a vice presidential candidate for vice presidential candidate in the presidential election for prabowo subianto's national coalition,Positive
113, 2023-04-14 06:04:43+00:00, 2023-04-07 04:30:39+00:00,1.64E+18,0,53,32,,"ok, ready to change president",Positive
114, 2023-04-14 06:00:34+00:00, 2020-10-09 03:06:56+00:00,1.31E+18,33,103,3681,,"inismyname vote for ps vote for anies rasyid baswedan, god willing, president of the republic of indonesia for a term and amen, amen, amen",Positive
115, 2023-04-14 05:38:55+00:00, 2023-02-08 17:56:00+00:00,1.62E+18,50,61,12916,,to lead indonesia through the presidential election later said arif prabowo subianto,Positive
116, 2023-04-14 05:23:00+00:00, 2023-02-08 17:56:00+00:00,1.62E+18,50,61,12916,,"in the last few months compared to two candidates who are predicted to become presidential candidates in the presidential election, ganjar pranowo and anies baswedan prabowo subianto",Positive
117, 2023-04-14 05:15:22+00:00, 2015-08-04 12:42:46+00:00,3306055003,156,273,13730, San Andreas,"and anies baswedan in a survey regarding presidential candidates for the indonesian election, prabowo subianto",Positive
118, 2023-04-14 05:15:20+00:00, 2015-08-04 12:42:46+00:00,3306055003,156,273,13730, San Andreas,prabowo subianto is superior in the survey of presidential candidates. look at the factors causing prabowo subianto,Positive
119, 2023-04-14 05:11:45+00:00, 2015-08-04 12:42:46+00:00,3306055003,156,273,13730, San Andreas,the latest survey regarding the presidential candidate market for the election conducted by the indonesian survey center isc found that prabowo subianto was ahead of ganjar pranowo and anies baswed and prabowo subianto,Positive
120,2023-04-14 05:11:03+00:00, 2022-04-07 16:48:29+00:00,1.51E+18,170,612,1360,,who is most worthy to be president of the republic of indonesia for the period of anies rasyid baswedan prabowo subianto ganjar pranowo total votes cast your vote click the link please forward to the group and your friends ok?,Negative
121, 2023-04-14 04:45:13+00:00, 2023-01-28 04:01:51+00:00,1.62E+18,1156,1988,3196," Mataram, Indonesia","cebong ri tni turns out the fadlizonk pufferfish is a terrorist defender if he doesn't get fired quickly, sir, he will definitely lose again in the presidential election, he will fail again, he will become president as the successor to the president, sir.",Negative
122, 2023-04-14 04:07:10+00:00, 2022-12-25 06:04:13+00:00,1.61E+18,34,13,5030,,"samosir marm i fully support prabowo, the presidential candidate of the republic of indonesia, while the president of the republic of indonesia will leave it to the competent person, namely anies rasyid baswedan.",Negative
123, 2023-04-14 04:05:00+00:00, 2022-12-17 07:39:33+00:00,1.60E+18,31,20,161,,"keep moving forward, never give up",Positive
124, 2023-04-14 03:05:51+00:00, 2021-12-15 04:00:18+00:00,1.47E+18,6584,5942,6088,,"steel sir, if you want to win the election, please expel him from the party",Negative
125, 2023-04-14 02:53:29+00:00, 2021-07-14 02:46:07+00:00,1.42E+18,25,20,106,,discuss anything with them,Negative
126, 2023-04-14 02:49:28+00:00, 2019-10-29 04:40:11+00:00,1.19E+18,27910,20171,63723,,aalona amen al fatihah father,Negative
127, 2023-04-14 02:03:31+00:00, 2022-06-03 15:14:34+00:00,1.53E+18,166,394,1129,,prabowo subianto discusses leadership philosophy when receiving a visit from the editor-in-chief,Positive
128, 2023-04-14 02:02:35+00:00, 2021-03-12 17:11:25+00:00,1.37E+18,468,458,3769,,aalona yes wis wayahe pak prabowo president of indonesia yr,Positive
129, 2023-04-14 00:39:33+00:00, 2009-07-21 18:48:20+00:00,58880688,465821,108,492719, Indonesia,zulkifli hasan denies the issue of the big coalition supporting prabowo as presidential candidate. he says there are discussions here and there about the issue of pan supporting gerindra chairman prabowo subianto as presidential candidate. the grand coalition's presidential candidate is denied by zulkifli hasan.,Negative
