,Date,User ID,Tweet Count,Tweet Location,Tweet,label,"('label', 'Tweet')"
14,2023-04-16,634227637.0,5297,"Jawa Barat, Indonesia",pejabat itu dari partai politik lu kritik partainya,Negative,Negative
15,2023-04-16,634227637.0,5297,"Jawa Barat, Indonesia",nggak terkejut,Positive,Positive
16,2023-04-16,634227637.0,5297,"Jawa Barat, Indonesia",lanjut,Positive,Positive
17,2023-04-16,634227637.0,5297,"Jawa Barat, Indonesia",ya sudah kita yang pro anies akan selalu berada di luar istana,Positive,Positive
18,2023-04-16,1.42e+18,2099,,herianto anies cerdas sangat cocok presiden ri,Positive,Positive
19,2023-04-16,1.54e+18,1404,"Kalimantan Timur, Indonesia",begitu sibuknya kalian urus capres kami anies baswedan rekam jejak anies yang kalian posting tidak mencerminkan prestasi sesungguhnya anies rakyat sudah cerdas menilai tenang saja anies kan jadi presiden ri,Positive,Positive
20,2023-04-16,1.17e+18,5725,,id insya allah bang anies mjd presiden,Positive,Positive
21,2023-04-16,1.41e+18,1528,"Bandung, Jawa Barat",mantaap,Positive,Positive
22,2023-04-16,1.23e+18,23531,,bkn itu sih konspirasi pasukan cebong sakit hati yg sgt kesel pks usung anies jd capres anies presiden cebong punah,Positive,Positive
23,2023-04-16,1.62e+18,2553,,anies presidenlihat video asad mahrizal,Positive,Positive
24,2023-04-16,7.99e+17,15173,"Jakarta, Indonesia",partai demokrat menyatakan kader partai gerindra sandiaga uno tak memenuhi kriteria calon wakil presiden cawapres pendamping anies baswedan di pilpres,Positive,Positive
25,2023-04-15,1.64e+18,12,,gabung yooo di relawan barisan nasional koalisi anies bersatu bnkab untuk gerakan perubahan anies for presiden call chat,Positive,Positive
26,2023-04-15,1.64e+18,12,,iklas gabung yo jadi relawan anies for presiden plase call,Positive,Positive
27,2023-04-15,1.51e+18,755,,insyaallah pak anies baswedan menjadi presiden ri doain aja ya biar kamu pengangguran buzzerrp dapet kerjaan gak kere kayak sekarang kasian,Positive,Positive
28,2023-04-15,1.45e+18,9396,"Cilandak, Indonesia",semoga anies baswedan jadi presiden ri agar kasus rs sumber waras tuntas pembangunan ka cepat jakban mampus,Positive,Positive
29,2023-04-15,1.27e+18,15636,,ayo kita perjuangkan anies baswedan sampai jadi presiden ri tahun,Positive,Positive
30,2023-04-15,1.6e+18,1472,JAKARTA,tidak ada yang lain yang lain kalau tidak palsu berarti pengkhianat jangan lupa ngopi sebelum imsak,Positive,Positive
31,2023-04-15,1.6e+18,1472,JAKARTA,fahnoor inismyname bowo pengkhianat,Negative,Negative
32,2023-04-15,1.6e+18,1472,JAKARTA,orang berakal tidak akan mengulang kesalahan yang sama bersama,Negative,Negative
33,2023-04-15,1.51e+18,12485,,rg dengan adanya wacana koalisi besar yang beranggotakan lima partai politik pendukung istana terlihat anies seperti sedang dikeroyok ketum partai keroyok anies yg bukan anggota partai anies baik kok ditakuti takut ya,Negative,Negative
34,2023-04-15,8.46e+17,27677,"Papua Barat, Indonesia",penjelasan oleh sebagian saksi kunci pendukung ab patut dijadikan tolak ukur utk menaikkan hasil survei anies untuk perubahan anies presiden,Positive,Positive
35,2023-04-15,1.24e+18,2864,,moga anies jd presiden nkri aamiinaamiinaamiin,Positive,Positive
36,2023-04-15,1.2e+18,12927,,knp takut sama anies baswedan presiden ri,Positive,Positive
37,2023-04-15,1.64e+18,1580,,pak anies baswedan jadi presiden yakin itu,Positive,Positive
38,2023-04-15,252625269.0,99568,"Pati, Central Java, Indonesia",achmadi yuk kita dukung anies baswedan presiden ri,Positive,Positive
39,2023-04-15,1.53e+18,358,,apapun judul lagunya tetap,Positive,Positive
40,2023-04-15,1.64e+18,60,"Kota Makassar, Sulawesi Selata",mviral glombang dukungan rakyat bagi anies baswedan abw sebagai calon presiden pada pemilu terus meningkat,Positive,Positive
41,2023-04-15,1.19e+18,160564,"DKI Jakarta, Indonesia",tiga partai dari koalisi perubahan yang mengusung anies baswedan menargetkan suara mantan gubernur dki jakarta itu saat pemilihan presiden pilpres bisa mencapai persen di ta,Negative,Negative
42,2023-04-15,252625269.0,99568,"Pati, Central Java, Indonesia",id mari kita dukung anies baswedan presiden ri,Positive,Positive
43,2023-04-15,1.09e+18,14602,,ini beneran nanya kah kalau beneran iya udah diganti sama pelaksana gubernur namanya pak heru jabatan anies cuman tahun aja sampe pak heru dari lucunya buat ngisi kekosongan bukannya pake orang yg udah dipilih rakyat malah orang yg dapet free pass presiden,Negative,Negative
44,2023-04-15,1.61e+18,39,,chotimah ganjar pranowo menang tapi anies baswedan tetap presiden indonesia priode,Negative,Negative
45,2023-04-15,428008436.0,1216,,insya allah pak anies presiden ri dan semua agama di negeri ini bangkit dan harmoni dalam bingkai nkri,Positive,Positive
46,2023-04-15,8.34e+17,2512,bottom of heart,anies mundur dari calon presiden menyerahkan sepenuhnya pada kpu siapa yg akan dijadikan presiden,Negative,Negative
47,2023-04-15,1.55e+18,740,"Jakarta Pusat, DKI Jakarta",,Negative,Negative
48,2023-04-15,1.64e+18,2,,gara postingan ini saya jadi tambah yakin bahwa tuduhan itu tidak berpengaruh buat pak anies yang memang cocok untuk jadi presiden di,Positive,Positive
49,2023-04-15,1.49e+18,1383,,kenapa gen  lebih memilih presiden ri simak penjelasan rasional obyektif untuk indonesia perubahan indonesia masa depan,Positive,Positive
50,2023-04-15,7.04e+17,25018,,saligia chotimah next presiden anies rasyid baswedan aamiin,Positive,Positive
51,2023-04-15,1.49e+18,1383,,advokat siap berjuang siap membela anies rasyid baswedan presiden ri pernyataan sikap tim relawan advokat,Positive,Positive
52,2023-04-15,1.34e+18,10566,,takut aja kalian anies presiden,Positive,Positive
53,2023-04-15,132061075.0,14040,,pertanyaan sederhana kalau emang traget dari awal ngapain juga maju jadi capres dan kalau bisa di jadi menhan aja lagi pas anies jadi presiden gimana tolong samapikan ke ayah dan biaya kampanye ayah bisa di manfaat kan buat pangunan di rezim selanjut nya,Negative,Negative
54,2023-04-15,8.16e+17,632,"DKI Jakarta, Indonesia",kita lihat saja siapa presidennyaruhut mao loncat kemana lagi anies presiden di lapangan sudah menang tinggal admnya saja jangan sampai lengah jadi diputarbalikan suaranya apalagi kalau kardus di gembox sangat rawan sekali,Positive,Positive
55,2023-04-15,1.54e+18,8470,,anies baswedan presiden wind of change for indonesia,Positive,Positive
56,2023-04-15,1.09e+18,1853,HARJAMUKTI Depok ,gaspooll mang gantian yee giliran anies jadi presiden,Positive,Positive
57,2023-04-15,1.6e+18,2198,,indonesia memerlukan anies baswedan sebagai presiden aamiin ya rabb,Positive,Positive
58,2023-04-15,8.34e+17,2512,bottom of heart,calon presiden selamat tinggal anies,,
59,2023-04-15,1.61e+18,25349,,jika permainan jujur anies presiden,Positive,Positive
60,2023-04-15,119691957.0,337571,Jakarta Capital Region,tapi kenapa pada berlomba mau jadi presiden di termasuk anies,,
61,2023-04-15,1.61e+18,5030,,anies rb presiden ri,Positive,Positive
62,2023-04-15,1.5e+18,618,"DKI Jakarta, Indonesia",fathur kusut optimisme harus berjuang untuk mewujudkan itu penting anies presiden ri,Positive,Positive
63,2023-04-15,7.5e+17,38494,Jakarta Capital Region,beda banget gubernur jakarta yg sebelum heru tidak anti kritik kritik dijawab dng karya,,
64,2023-04-15,1.63e+18,3030,"Sumatera Utara, Indonesia",semoga pak anies baswedan makin banyak yang mendukung dan yg mendoakan beliau hingga presiden ri biar menghanguskan rencana jahat mereka hempaskan orang yg penuh halusinasi biar stres sendiri si nganu yg tidak bisa kerja,Positive,Positive
65,2023-04-15,1.47e+18,1467,,tni mau minta bantuan banser atau apaan kek rakyat akan kawal anies agar ada restorasi indonesia yang adil sejahtera indonesia baru keadilan ditegakkan rakyat disejahterakan kawal for presiden no other no else,Positive,Positive
66,2023-04-15,2691990056.0,532,"Kota Surabaya, Jawa Timur",makar alloh swt lebih bagus dan berlaku in sya alloh pak anies baswedan the next presiden ri aamiinx yra,Positive,Positive
67,2023-04-15,1.63e+18,8354,,sebelumnya ketua majelis syura partai ummat amien rais menyatakan sepakat bakal mendukung prabowo subianto untuk maju sebagai calon presiden capres jika anies baswedan gagal maju atau tidak dapat tiket capres,Positive,Positive
68,2023-04-15,3731381352.0,12664,,yang mengusung anies baswedan sebagai calon presiden di pilpres prabowo subianto,Positive,Positive
69,2023-04-15,1.63e+18,8354,,sebelumnya ketua majelis syura partai ummat amien rais menyatakan sepakat bakal mendukung prabowo subianto untuk maju sebagai calon presiden capres jika anies baswedan gagal maju atau tidak dapat tiket capres,Positive,Positive
70,2023-04-15,59677074.0,6366,"Jakarta Capital Region, Indone",semoga kalau anies jadi presiden orang ini dicopot dari jabatannya,Positive,Positive
71,2023-04-15,7.5e+17,38494,Jakarta Capital Region,emang yang lain bisa pidato seperti ini yg disampaikan adalah kenyataan bukan pernyataan yang cuma bisa janji apalagi pake gebrak meja terlebih yg cumanya deketin presiden nggak usah adu debat dng beliau putus kalian,Negative,Negative
72,2023-04-15,1.36e+18,12646,, anies presiden ragunan,Negative,Negative
73,2023-04-15,1.49e+18,1383,,gerakan muda terus bergerak merangkul merajut tenun kebangsaan indonesia perubahan indonesia sejahtera anies presiden,Positive,Positive
74,2023-04-15,634227637.0,5297,"Jawa Barat, Indonesia",kereta cepat cepat cepat,Negative,Negative
75,2023-04-15,4011609674.0,7937,,pak anies ustadz mana yg hafus ditemui dan ustadz juga tahu siapa saja yg layak ditemui barokallah pak anies dan gus baha,Positive,Positive
76,2023-04-15,1.51e+18,1360,,inssaallah allah berkehendak pak anies presiden siapapun lawan nya bilamana takdir beliu yg akan mensejahterakan rakyat indonseia menuju perubahan lebih baik,Positive,Positive
77,2023-04-15,1.61e+18,6807,,gsp anies baswedan for presiden,Positive,Positive
78,2023-04-15,634227637.0,5297,"Jawa Barat, Indonesia",lu jadiin masjid dan takjil sebagai materi cerita bohong,Negative,Negative
79,2023-04-15,4011609674.0,7937,,romadhon ketika amal dilipat gandakan ketika doa diijabah pak anies menyepi insya allah,Positive,Positive
80,2023-04-15,1.45e+18,1035,,kita doakan bu tatak tetap sehat agar bisa melihat pak anies di lantik jadi presiden ri yg ke,Positive,Positive
81,2023-04-15,1.61e+18,606,,bismillah bi idznillah semoga allah meridhoi pak anies jadi presiden,Positive,Positive
82,2023-04-14,1.59e+18,119,,,Negative,Negative
83,2023-04-14,1.51e+18,755,,udah diem lo doain aja pak anies jadi presiden ntar lo para buzzerrp kagak ngemid cari nasi bungkus kayak gini kere,Positive,Positive
84,2023-04-14,30766806.0,465204,"Tomage-Fakfak, Indonesia",,Negative,Negative
85,2023-04-14,3158832157.0,1657,,selama ini si curut sitompul nggak waras kalau lgi memfitnah anies baswedan presiden ri,Positive,Positive
86,2023-04-14,30766806.0,465204,"Tomage-Fakfak, Indonesia",festival hadrah seprovinsi jawa timur ishari nu gema abw via,Positive,Positive
87,2023-04-14,30766806.0,465204,"Tomage-Fakfak, Indonesia",festival hadrah ramadhan  ishari nu gema abw,Positive,Positive
88,2023-04-14,1.49e+18,12834,Lebak provinsi Banten   ,mantap benar deh untuk presiden nya anies saja lebih mantap dan okee,Positive,Positive
89,2023-04-14,428008436.0,1216,,anies presiden ri insya allahsehat terus pak,Positive,Positive
90,2023-04-14,1.65e+18,131,,jsp anies ahy presiden dan wakil presiden ri saat indonesia sudah hampir masuk ke jurang kehancuran china minta apbn jadi jaminan proyek kereta api cepat,Positive,Positive
91,2023-04-14,30766806.0,465204,"Tomage-Fakfak, Indonesia",,Negative,Negative
92,2023-04-14,40730991.0,34930,Jakarta,saat di madinah mashaallah sampai penjual di madinah pun tahu pak bismillah pak anies jadi presiden biidznillah,Positive,Positive
93,2023-04-14,1.27e+18,15636,,samosir sabar anies baswedan presiden ri,Positive,Positive
94,2023-04-14,1.6e+18,465,,salam perubahan dan perbaikan untuk indonesia lebih baik demokrat jaya pancasila abadi anies baswedan ahy presiden dan wakil ri di amin,Positive,Positive
95,2023-04-14,428008436.0,1216,,anies presiden ri insya allah,Positive,Positive
96,2023-04-14,1.64e+18,12,,gerakan perubahan menuju indonesia yang lebih baik anies presiden,Positive,Positive
97,2023-04-14,1.43e+18,4477,,rezim jokowi sungguh jahat membodohi rakyat dgn menabrak konstitusi hanya untuk ambisi kekuasaan rakyat sdh punya sikap tegas bahwa presiden terpilih di pemilu adlh anies baswedan hanya anieslah sosok yg akan membawa perubahan indonesia yg lebih baik menuju keadilan,Positive,Positive
98,2023-04-14,1.59e+18,4874,"DKI Jakarta, Indonesia",samosir insya allah anies baswedan for presiden semoga allah mengabulkan doa kami semoga di pemilu anies tidak dicurangi oleh manusia zholim,Positive,Positive
99,2023-04-14,1.59e+18,2512,,waras alhamdulillah keinginan rakyat akal sehat unk mendukung dan mengawal pak anies semua bukan keinginan pak anies jd kalian juga melihat ya aura pemimpin sdh terlihat presiden aamiin,Positive,Positive
100,2023-04-14,1.24e+18,2864,,pertama yg sy blg takut itu bowo dan koalisinyayg kedua ves kami tdk cinta metro tv tp kami cinta anies yg moga jd presiden nkri trus ketiga apakah klen jg cinta abu janda dan ferdinand yg dukunh bowo krn klen dah mirip mrkini lagu baru krn pembaharuan,Positive,Positive
101,2023-04-14,106057603.0,22209,dki jakarta,partai berdiri bersama berkomitmen bersama untuk membangun perubahan untuk indonesia yang lebih baik menuju peradaban baru partai ke nya duta peradaban pendukung partai dalam mengusung anies rasyid baswedan sebagai calon presiden setuju ga fathur,Positive,Positive
102,2023-04-14,299732033.0,11530,,nakula pecah jutaan jemaah teriakkan anies presiden ke,Positive,Positive
103,2023-04-14,1.43e+18,4477,,benar orang yg amanah memiliki ciri rasa kepedulian sosial amp memiliki solusi mengatasi masalah tdk diragukan kalau anies baswedan didukung banyak warga masyarakat yg menginginkan perubahan dan perbaikan ayo rapatkan barisan indonesia memanggil anies presiden semangat,Positive,Positive
104,2023-04-14,2580513709.0,1959,kota tangerang,insyaallah malah naik bila tetap dukung  anies jd presiden,Positive,Positive
105,2023-04-14,1.61e+18,395,DKI Jakarta ,cent mohon doanya pak ganjar pranowo dipilih rakyat jadi presiden nya bukan anies baswedan yaaa paham,Negative,Negative
106,2023-04-14,1.39e+18,703,,koalisi perubahan demokrat nasdem dan pks siap antar anies presiden,Positive,Positive
107,2023-04-14,1.49e+18,15416,"Jakarta Selatan, DKI Jakarta",peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Negative,Negative
108,2023-04-14,1.6e+18,775,,inismyname fahnoor smoga sikap yg sama saat anies yg terpilih presiden,Positive,Positive
109,2023-04-14,1.62e+18,13393,San Andreas,dan anies baswedan dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Negative,Negative
110,2023-04-14,1322178134.0,2371,,dalam menghadapi pilpres nasdem sebelumnya telah mendeklarasikan mantan gubernur dki jakarta anies baswedan sebagai calon presiden prabowo subianto,Positive,Positive
111,2023-04-14,8.64e+17,70,,in syaa allah anies presiden ri,Positive,Positive
112,2023-04-14,1.62e+18,13591,San Andreas,dan anies baswedan dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Negative,Negative
113,2023-04-14,1.62e+18,13591,San Andreas,survei terbaru mengenai bursa calon presiden untuk pemilu yang dilakukan indonesia survey center isc menemukan bahwa prabowo subianto unggul dari ganjar pranowo dan anies baswedan prabowo subianto,Negative,Negative
114,2023-04-14,1.49e+18,12834,Lebak provinsi Banten   ,mungkin terbaik di jateng untuk yang terbaik di nusantara inilah orang nya anies for presiden cebong ulah marah biasa bae itu nyata,Positive,Positive
115,2023-04-14,1.52e+18,2081,,anies presiden,Positive,Positive
116,2023-04-14,1.31e+18,3681,,inismyname pilih ps pilih anies rasyid baswedan insyaa allah presiden ri periode dan aamiin allahumma aamiin,Positive,Positive
117,2023-04-14,41730943.0,1672989,,ketua badan pembina organisasi keanggotaan dan kaderisasi bpopkk dpp partai demokrat herman khaeron buka suara soal adanya isu yang mengusung menko polhukam mahfud md sebagai pendamping anies baswedan pada pemilihan presiden,Positive,Positive
118,2023-04-14,1.62e+18,12916,,dalam beberapa bulan terakhir dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan anies baswedan prabowo subianto,Negative,Negative
119,2023-04-14,9.43e+17,1967,,sampai detik ini masih setia sama anies baswedan bagi yang masih setia di like coment dan tweet dengan bismillah anies baswedan akan menjadi presiden ri terbaik,Positive,Positive
120,2023-04-14,3306055003.0,13730,San Andreas,dan anies baswedan dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Negative,Negative
121,2023-04-14,3306055003.0,13730,San Andreas,survei terbaru mengenai bursa calon presiden untuk pemilu yang dilakukan indonesia survey center isc menemukan bahwa prabowo subianto unggul dari ganjar pranowo dan anies baswedan prabowo subianto,Negative,Negative
122,2023-04-14,1.51e+18,1360,,siapakah yang paling pantas menjadi presiden ri periode anies rasyid baswedan prabowo subianto ganjar pranowo total suara berikan suara anda klik link tolong forward ke group dan temantemanmu ya,Negative,Negative
123,2023-04-14,1.6e+18,465,,salam perubahan dan perbaikan untuk indonesia lebih baik demokrat jaya pancasila abadi anies baswedan ahy presiden dan wakil ri di amin,Positive,Positive
124,2023-04-14,971638117.0,10808,"DKI Jakarta, Indonesia",wahai orang baik  dikenal solid ayo follow acount resmi pks dan presiden pks agar tembus juta follower sd rabu februari pks menang anies presiden lihat video ayiceopesantrenpolitikcom,Positive,Positive
125,2023-04-14,1.61e+18,5030,,samosir marm sy dukung penuh prabowo calon presiden ri sedangkan presiden ri serahkan pada yg kompeten yakni anies rasyid baswedan,Positive,Positive
126,2023-04-14,1.6e+18,465,,salam perubahan dan perbaikan untuk indonesia lebih baik demokrat jaya pancasila abadi anies baswedan ahy presiden dan wakil ri di amin,Positive,Positive
127,2023-04-14,1.6e+18,465,,salam perubahan dan perbaikan untuk indonesia lebih baik demokrat jaya pancasila abadi anies baswedan ahy presiden dan wakil ri di amin,Positive,Positive
128,2023-04-14,1.16e+18,4779,,masyarakat madani sdh cerdas dgn kecerdasan itu dukungannya untuk bung anies as presiden usaha amp upaya dilakukan hanya karena alloh semata dn kemengan adalah hanya miliknyabarokalloh,Positive,Positive
129,2023-04-14,1.58e+18,1205,,wajib di lanjutkan presiden selanjutnya maka dari itu jangan pilih anies jakarta sdh jd korban kedunguan anies,Negative,Negative
130,2023-04-14,1.62e+18,1098,,pengasuh pp darul ulum rejoso jombang restui anies jadi presiden di,Positive,Positive
131,2023-04-14,516555256.0,36215,kopaja 62,sy dukung anies baswedan jadi presiden ke,Positive,Positive
132,2023-04-14,1.19e+18,3506,,pengasuh pp darul ulum rejoso jombang restui anies jadi presiden di,Positive,Positive
133,2023-04-13,1.16e+18,4779,,papazola sejak presiden yg pertama sd presiden hari ini semuanya tdk ada yg mampu mewujudkan sumpahnya derita ibu pertiwi hari ini semakin parah in syaa alloh pertolongan dn ridhonya segera menghadirkan bung anies as president aaamiiin,Negative,Negative
134,2023-04-13,1.49e+18,1776,,kalau takut dengan pembiayaan kereta cepat kasih tahu anies tidak usah ikutan pilpres tahun berbahaya gitu presiden adalah orang indonesia asli,Negative,Negative
135,2023-04-13,138632715.0,1135,Jakarta,inismyname anies baswedan saja anak muda cerdas inshaallah menjadi presiden ri,Positive,Positive
136,2023-04-13,1.63e+18,74,,waras insyaallah anies baswedan menang anies presiden ri aamiin ya rabb,Positive,Positive
137,2023-04-13,1.59e+18,119,,,Negative,Negative
138,2023-04-13,1.63e+18,66,"Papua Barat, Indonesia",nanti akan ada tweet poto anis dgn pak kiyai judulnya kiyai nu memberikan dukungan kepada anies baswedan utk maju presiden,Positive,Positive
139,2023-04-13,1.61e+18,5030,,saya dukung penuh prabowo dll maju capres dan untuk presiden ri tetap anies rb,Positive,Positive
140,2023-04-13,1.61e+18,5030,,saya dukung prabowo dll capres dan untuk presiden ri tetap anies rb,Positive,Positive
141,2023-04-13,1.6e+18,136,,semoga pak prabowo tetap jadi menteri pertahanan saat pak anies presiden indonesia,Positive,Positive
142,2023-04-13,1.64e+18,1580,,bahrawi tahun insya allah pak anies baswedan jadi presiden kalo manusia alim agama itu seperti drum isi air kalo air nya isi sedikit goyang coba air nya full ga goyang sama sekali kalo orang islam jelek jelekin sesama islam itu orang islam apa nama nya,Positive,Positive
143,2023-04-13,1.61e+18,6,,bung anies jaga kesehatan anda is the best jaga kehormatan orang shaa allah anda jadi presiden ri,Positive,Positive
144,2023-04-13,1.61e+18,2888,"DKI Jakarta, Indonesia",semoga nanti pak anies baswedan jd presiden,Positive,Positive
145,2023-04-13,1.61e+18,2888,"DKI Jakarta, Indonesia",fahnoor inismyname kok saya gak yakin saya lebih percaya pak anies baswedan jd presiden ri di nanti buktinya lihatlah miniatur nkri yaitu jakarta yg maju pesat selama dipimpin pak anies,Positive,Positive
146,2023-04-13,1.21e+18,509,"Purbalingga, Indonesia",presiden prediksi gwklau  prabowo pasti anies ganjar nyungsep,Negative,Negative
147,2023-04-13,1.64e+18,158,,samosir berjuang itu butuh keberanian dan keahlian perjuangan itu butuh pengorbanan pak anies presiden menuju indonesia super power,Positive,Positive
148,2023-04-13,1.54e+18,2165,,anies presiden ri di deh,Positive,Positive
149,2023-04-13,9.81e+17,2657,Kota Serang,efek positif pecalonan anies baswedan sebagai presiden ini kata ketua nasdem kota serang,Positive,Positive
150,2023-04-13,1.61e+18,2066,Purwokerto ,asmara setuju yg penting  anies presiden nya th,Positive,Positive
151,2023-04-13,1.59e+18,3834,,cayah lihatlah orang yg dipecat anies jonan susi rizal ramli lalu bandingkan dg yg tersisa akan tersimpulkan presiden gak perlu orang baik dan pintar yg penting bisa jilat,Positive,Positive
152,2023-04-13,2920816987.0,4129,267,mudahan presiden republik indonesia anies baswedan,Positive,Positive
153,2023-04-13,1.4e+18,2497,,aamiin insyaallah bapak anies rasyid baswedan presiden indonesia ke maka perubahan itu akan nyata sebagai contoh kbbi berubah sesuai pak anies korupsi akan jadi diganti kelebihan bayar pembangunan spektakuler satu atau dua sisanya ganti nama yang sudah ada,Positive,Positive
154,2023-04-13,1.64e+18,195,"Kota Sukabumi, Jawa Barat",nng ok,Positive,Positive
155,2023-04-13,59677074.0,6366,"Jakarta Capital Region, Indone",raffi sama nagita nasibnya ga akan jauh beda sama bohir yg sekarang lagi sibuk ngamanin periode kalau anies jadi presiden,Positive,Positive
156,2023-04-13,1.06e+18,9880,"Borneo, Indonesia",saya akan dukung anies kalo untuk presiden ri ke,Positive,Positive
157,2023-04-13,1.57e+18,281,,insyaa allah rakyat menjatuhkan pilihan untuk pak anies baswedan sebagai presiden demi perubahan,Positive,Positive
158,2023-04-13,1.49e+18,12834,Lebak provinsi Banten   ,biarkanlah cebong kan otak pada bloon gasss pooollll untuk perubahan anies for presiden ulah marah dia bong,Negative,Negative
159,2023-04-13,2504072815.0,18834,"Pakuan Ratu, Indonesia",pak moeldoko membantah tudingan ahy bahwa peninjauan kembali pk yang dilayangkan untuk menjegal anies baswedan sebagai calon presiden gak ada hubungannya dengan anies suka berhalusinasi,Positive,Positive
160,2023-04-13,1.22e+18,11176,,wakil presiden ri ke dan ke jusuf kalla jk mengaku telah mengusulkan nama bakal calon wakil presiden ke bakal calon presiden usungan partai nasdem anies baswedan jk mengungkap ada dua kriteria yang cocok mendampingi anies,Negative,Negative
161,2023-04-13,1.22e+18,11176,,sejumlah elemen masyarakat yang berlatarbelakang akademisi pengusaha hingga kelompok milenial yang bergabung dalam relawan koalisi indonesia teman anies kita mendeklarasikan dukungan untuk bakal calon presiden anies baswedan di pilpres,Positive,Positive
162,2023-04-13,1.49e+18,12834,Lebak provinsi Banten   ,iya nih anies for presiden berat melawan nya karena pendukung kita cuma otak kodok mending pilih anies saja lah dari pada malu karena rakyat sdh byk yg waras,Positive,Positive
163,2023-04-13,306615832.0,7501,,prabowo puan vs anies khofifah siapa jadi presiden ri,Negative,Negative
164,2023-04-13,1.49e+18,12834,Lebak provinsi Banten   ,pilihlah anies baswedan for presiden begitulah pesan untuk perubahan,Positive,Positive
165,2023-04-13,1.49e+18,12834,Lebak provinsi Banten   ,pesan saya untuk anies baswedan presiden pilihan nya kan panas tuh kuping ebong,Positive,Positive
166,2023-04-13,1.55e+18,6156,pondok indah,dukung anies jadi presiden mesjid karna anies suka bernarasi soal dirinya di dalam mesjid,Negative,Negative
167,2023-04-13,1.62e+18,12804,,dalam beberapa bulan terakhir dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan anies baswedan prabowo subianto,Positive,Positive
168,2023-04-13,1.62e+18,12050,,dalam survei mengenai calon presiden untuk pemilihan umum peneliti senior dari indonesia survey center isc chairul ansari menyajikan empat alasan mengapa prabowo subianto memiliki keunggulan dari ganjar pranowo dan anies baswedan,Negative,Negative
169,2023-04-13,517937866.0,34121,"Auckland, New Zealand",hidup anies presiden ke,Positive,Positive
170,2023-04-13,1.57e+18,245,,pilpres ganjar mahfud md prabowo eric thohir aniesandika perkasa ini baru sama kuat kita tetap pilih prabowoeric thohir kata gusdur saatnya prabowo masa tua jadi presiden dan dukungan presiden jokowi juga,Negative,Negative
171,2023-04-13,1.62e+18,12136,,dalam survei mengenai calon presiden untuk pemilihan umum peneliti senior dari indonesia survey center isc chairul ansari menyajikan empat alasan mengapa prabowo subianto memiliki keunggulan dari ganjar pranowo dan anies baswedan,Negative,Negative
172,2023-04-13,1.14e+18,34225,,jokowi dengan segala cara berusaha menggagalkan rencana anies untuk maju sebagai calon presiden kata nuim hidayat manuver firli bahuri di kpk untuk memperkarakan anies dalam kasus formula  ada yang menyatakan sepengetahuan jokowi jelasnya,Negative,Negative
